procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0    512 26266180 2378188 100009032    0    0    52    78    2    4  3  1 96  0  0
12  0    512 26173256 2378188 100009040    0    0     0     4 21334 7988  9  4 87  0  0
11  0    512 26074128 2378188 100009048    0    0     0  1500 20432 7744  9  4 87  0  0
 9  0    512 25978088 2378188 100009184    0    0     0     8 20087 7716  9  4 87  0  0
10  0    512 25884056 2378188 100009200    0    0     0     4 21143 8592  9  4 87  0  0
10  0    512 25781752 2378192 100009200    0    0     0    48 21173 8093  9  4 87  0  0
10  0    512 25676536 2378192 100009216    0    0     0   108 20461 8209  9  4 86  0  0
16  0    512 25575480 2378192 100009232    0    0     0  1912 20511 8184  9  4 87  0  0
 9  0    512 25477896 2378192 100009240    0    0     0     0 20874 8074  9  4 87  0  0
10  0    512 25367564 2378192 100009232    0    0     0    12 20705 7808  9  4 87  0  0
10  0    512 25275916 2378192 100009232    0    0     0   124 21658 8555  9  4 87  0  0
15  0    512 25176316 2378192 100009240    0    0     0    16 20759 7937  9  4 87  0  0
12  0    512 25079052 2378192 100009248    0    0     0  1428 21325 8540  9  4 87  0  0
 9  0    512 24977716 2378192 100009264    0    0     0     8 21649 8523  9  4 87  0  0
13  0    512 24896036 2378192 100009392    0    0     0    92 19375 7263 10  3 86  0  0
14  0    512 24894444 2378192 100009392    0    0     0    28 20928 7500 10  3 87  0  0
 8  0    512 24889644 2378196 100009408    0    0     0    24 21338 8444 10  3 87  0  0
10  0    512 24887012 2378196 100009416    0    0     0    12 22263 8941 10  4 86  0  0
11  0    512 24884808 2378196 100009424    0    0     0  1716 21994 8602 10  4 87  0  0
12  0    512 24882552 2378196 100009424    0    0     0     8 22389 8972 10  4 86  0  0
 9  0    512 24883440 2378196 100009440    0    0     0     8 20848 8635  9  3 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  1    512 24880180 2378196 100009440    0    0     0    16 21240 8410  9  4 87  0  0
11  0    512 24880160 2378200 100009456    0    0     0   128 21120 8600  9  4 87  0  0
 9  0    512 24880360 2378200 100009472    0    0     0  1704 20150 7705  9  4 87  0  0
11  0    512 24881536 2378200 100009504    0    0     0     8 20298 7849  9  3 88  0  0
 9  0    512 24876264 2378200 100009504    0    0     0     4 21047 8193  9  3 87  0  0
 9  0    512 24882848 2378200 100009640    0    0     0   116 21441 8755  9  4 87  0  0
11  0    512 24880736 2378200 100009632    0    0     0   128 21816 8898 10  3 87  0  0
10  0    512 24879184 2378200 100009632    0    0     0  1388 21379 9041  9  5 86  0  0
10  0    512 24880648 2378200 100009640    0    0     0     4 20945 8784  9  3 87  0  0
10  0    512 24878860 2378200 100009648    0    0     0   108 21199 8939 10  3 87  0  0
 7  0    512 24887484 2378200 100009648    0    0     0    60 21413 8829  9  4 87  0  0
 9  0    512 24891268 2378204 100009664    0    0     0    40 20638 9123  9  4 87  0  0
17  0    512 24889956 2378204 100009672    0    0     0  1788 21453 8747  9  4 87  0  0
 9  0    512 24879304 2378204 100009680    0    0     0    84 22169 9243  9  4 87  0  0
16  0    512 24889252 2378204 100009680    0    0     0     4 20976 8392  9  3 87  0  0
11  0    512 24887584 2378204 100009696    0    0     0     8 21326 8361  9  4 87  0  0
15  0    512 24842948 2378204 100009824    0    0     0     8 20608 7873  9  4 87  0  0
10  0    512 24757232 2378204 100009840    0    0     0  1760 18906 6904 10  4 87  0  0
13  0    512 24751608 2378204 100009840    0    0     0    20 21137 7753 11  4 85  0  0
 9  0    512 24753800 2378204 100009856    0    0     0     8 20947 8794  9  3 87  0  0
15  0    512 24754504 2378204 100009864    0    0     0     4 21515 8359  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  1    512 24754100 2378204 100009872    0    0     0    20 21141 7982  9  3 88  0  0
12  0    512 24752628 2378212 100009872    0    0     0   108 20642 8869  9  3 87  0  0
 6  0    512 24748820 2378212 100009888    0    0     0  1568 20642 8414  9  3 87  0  0
11  0    512 24748504 2378212 100009912    0    0     0     8 20870 8513  9  4 87  0  0
 9  0    512 24745028 2378212 100009920    0    0     0     4 20237 8078  9  4 88  0  0
10  0    512 24747960 2378212 100009920    0    0     0   108 20964 8417  9  3 87  0  0
12  0    512 24745952 2378212 100009936    0    0     0    36 19859 8188  9  4 88  0  0
 8  0    512 24746832 2378212 100009952    0    0     0  1648 20407 8339  9  3 88  0  0
12  0    512 24737348 2378212 100010080    0    0     0     4 20784 8194  9  4 87  0  0
 9  0    512 24744816 2378212 100010080    0    0     0   104 20646 8484  9  4 87  0  0
 9  0    512 24744324 2378212 100010096    0    0     0     8 20940 8477  9  3 88  0  0
 8  0    512 24742988 2378212 100010096    0    0     0    56 20827 8472  9  3 87  0  0
10  0    512 24741700 2378212 100010112    0    0     0  1464 20969 8386 10  3 87  0  0
11  0    512 24740964 2378212 100010136    0    0     0   104 21056 8534  9  3 87  0  0
10  0    512 24743276 2378212 100010144    0    0     0    72 22015 9032  9  4 86  0  0
10  0    512 24742076 2378212 100010136    0    0     0   120 20521 8543  9  4 87  0  0
 9  0    512 24740156 2378212 100010144    0    0     0    24 20563 8840  9  3 88  0  0
 8  0    512 24735052 2378212 100010280    0    0     0  1984 20772 8736  9  4 87  0  0
10  0    512 24742580 2378212 100010288    0    0     0     4 21680 8544  9  3 87  0  0
11  0    512 24743220 2378212 100010360    0    0     0     8 21355 8762  9  4 87  0  0
12  0    512 24740492 2378212 100010432    0    0     0    20 19861 7432 10  4 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0    512 24739976 2378212 100010688    0    0     0    16 20422 7148 10  3 87  0  0
10  0    512 24740512 2378216 100010840    0    0     0   396 20661 8629  9  4 87  0  0
11  0    512 24737932 2378216 100010840    0    0     0  1260 21387 8637  9  4 87  0  0
10  0    512 24737712 2378216 100010928    0    0     0     4 21037 7577  9  3 87  0  0
10  0    512 24736560 2378216 100010960    0    0     0    92 20734 8553  9  4 87  0  0
11  0    512 24732000 2378216 100010952    0    0     0     8 20702 8314  9  3 88  0  0
10  0    512 24739572 2378220 100011088    0    0     0    24 20449 8696  9  3 88  0  0
 8  0    512 24737764 2378220 100011088    0    0     0  1668 21035 9168  9  4 87  0  0
11  0    512 24736368 2378220 100011216    0    0     0    96 21536 8423  9  4 87  0  0
