procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0    512 24735724 2378220 100011216    0    0     0   984 21148 8703  9  4 87  0  0
 8  0    512 24730188 2378220 100011232    0    0     0     4 21799 8681 10  4 87  0  0
 1  0    512 24730232 2378220 100011240    0    0     0    12 22062 8180 10  3 87  0  0
12  0    512 24733692 2378220 100011264    0    0     0  1140 22285 8750 10  4 87  0  0
10  0    512 24737380 2378220 100011272    0    0     0     4 21816 8549  9  3 87  0  0
 9  0    512 24736792 2378220 100011288    0    0     0     8 21305 8494  9  3 88  0  0
10  0    512 24735340 2378220 100011296    0    0     0     4 21481 8959 10  4 86  0  0
10  0    512 24735972 2378220 100011312    0    0     0     8 21027 8896  9  3 88  0  0
 9  0    512 24737200 2378220 100011312    0    0     0  1644 20965 8406 10  4 87  0  0
11  0    512 24738060 2378220 100011320    0    0     0     4 20866 8534  9  3 87  0  0
10  0    512 24738856 2378220 100011328    0    0     0    20 21288 8353  9  4 87  0  0
12  0    512 24735760 2378220 100011448    0    0     0   144 20999 8846 10  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0    512 24727220 2378220 100011504    0    0     0     8 20298 8437  9  4 87  0  0
 8  0    512 24735060 2378220 100011512    0    0     0  1748 20466 8176  9  3 88  0  0
12  0    512 24736060 2378220 100011520    0    0     0     8 18696 6931 10  3 87  0  0
10  0    512 24736404 2378220 100011528    0    0     0   216 20822 7785 10  3 87  0  0
10  0    512 24734832 2378220 100011536    0    0     0    44 21024 8510  9  3 88  0  0
 9  0    512 24732968 2378220 100011544    0    0     0     8 21266 8896  9  4 86  0  0
14  0    512 24733196 2378220 100011560    0    0     0    12 20871 8294  9  3 88  0  0
 8  0    512 24731840 2378220 100011552    0    0     0  1520 20972 8772  9  4 87  0  0
 0  0    512 24729900 2378220 100011568    0    0     0   116 14370 6431  6  2 91  0  0
 1  0    512 24720256 2378220 100011568    0    0     0     4  199 1357  0  0 99  0  0
 1  0    512 24726604 2378220 100011584    0    0     0     8  223 1668  0  1 99  0  0
 1  0    512 24727088 2378220 100011592    0    0     0     4  233 1774  0  1 99  0  0
 4  0    512 24732988 2378224 100011728    0    0     0  1884  299 1946  1  1 98  0  0
 0  0    512 24731744 2378224 100011744    0    0     0    36  222 1660  0  0 99  0  0
 0  0    512 24729836 2378224 100011752    0    0     0     8  228 1598  0  1 99  0  0
 2  0    512 24729272 2378224 100011760    0    0     0     4  213 1616  0  0 100  0  0
 1  0    512 24726396 2378224 100011768    0    0     0    88  230 1618  0  2 98  0  0
 1  0    512 24725780 2378224 100011768    0    0     0  1712  247 1507  0  0 99  0  0
 1  0    512 24719844 2378228 100011776    0    0     0    20  237 1658  0  0 99  0  0
 0  0    512 24726832 2378228 100011792    0    0     0     4  210 1619  0  1 99  0  0
 0  0    512 24728828 2378228 100011808    0    0     0   100  232 1600  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0    512 24726268 2378228 100011808    0    0     0    24  240 1607  0  1 99  0  0
 1  0    512 24729388 2378228 100011824    0    0     0  1424  234 1586  0  1 99  0  0
 1  0    512 24728860 2378232 100011952    0    0     0    20  241 1768  0  1 99  0  0
 0  0    512 24732312 2378232 100011952    0    0     0   104  198 1435  0  0 99  0  0
 0  0    512 24731400 2378232 100011952    0    0     0     8  280 1800  0  1 99  0  0
 0  0    512 24729496 2378232 100011968    0    0     0     8  244 1528  0  0 99  0  0
 2  0    512 24722648 2378232 100011968    0    0     0  1784  234 1738  0  1 98  0  0
 0  0    512 24727256 2378236 100011984    0    0     0   128  216 1668  0  1 99  0  0
 0  0    512 24726100 2378236 100011984    0    0     0    48  219 1369  0  0 100  0  0
 1  0    512 24730020 2378236 100012000    0    0     0     4  230 1527  0  1 99  0  0
 5  0    512 24729664 2378236 100012000    0    0     0     4  215 1516  0  0 100  0  0
 2  0    512 24731060 2378236 100012016    0    0     0  1596  249 1612  0  1 99  0  0
 1  0    512 24732704 2378236 100012016    0    0     0    20  214 1538  0  1 98  0  0
 0  0    512 24736604 2378240 100012160    0    0     0    20  218 1491  0  1 99  0  0
 0  0    512 24734236 2378240 100012160    0    0     0     4  239 1568  0  0 99  0  0
 1  0    512 24724280 2378240 100012168    0    0     0   116  305 1990  0  1 99  0  0
 1  0    512 24729592 2378240 100012176    0    0     0  1676  221 1543  0  1 99  0  0
 1  0    512 24727396 2378240 100012184    0    0     0   180  219 1482  0  1 99  0  0
 1  0    512 24724816 2378240 100012216    0    0     0   120  322 2127  1  1 99  0  0
 0  0    512 24723600 2378240 100012224    0    0     0     4  216 1455  0  0 100  0  0
 1  0    512 24721960 2378240 100012232    0    0     0     8  240 1536  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0    512 24724244 2378240 100012240    0    0     0     8  233 1542  0  0 99  0  0
 2  0    512 24724156 2378240 100012256    0    0     0  1880  221 1599  0  1 99  0  0
