procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  1   2304 848344 5450828 24543644    0    0  5499   214 4397    3  1  1 99  0  0  0
 2  0   2304 847712 5450828 24543656    0    0     0     0 19567 20184  1  3 96  0  0  0
 1  0   2304 847712 5450828 24543656    0    0     0    16 20516 20977  1  3 96  0  0  0
 0  0   2304 847712 5450828 24543656    0    0     0    96 20430 20806  1  3 96  0  0  0
 1  0   2304 847712 5450828 24543656    0    0     0     0 19859 20646  1  3 96  0  0  0
 0  0   2304 847712 5450828 24543656    0    0     0   264 20140 20850  1  3 96  0  0  0
 2  0   2304 847712 5450844 24543656    0    0     0    64 20505 21726  2  3 96  0  0  0
 0  0   2304 847712 5450844 24543656    0    0     0     0 20644 21669  1  3 96  0  0  0
 1  0   2304 847712 5450844 24543656    0    0     0    56 20986 22477  1  3 95  0  0  0
 0  0   2304 847712 5450844 24543656    0    0     0     0 19964 20234  1  3 95  0  0  0
 0  0   2304 847712 5450844 24543656    0    0     0     0 20933 21455  1  3 96  0  0  0
 0  0   2304 847712 5450852 24543656    0    0     0    52 20387 20959  2  4 95  0  0  0
 0  0   2304 847712 5450860 24543656    0    0     0    28 20494 21449  1  3 95  0  0  0
 0  0   2304 847712 5450860 24543656    0    0     0   164 19750 20964  1  3 96  0  0  0
 0  0   2304 847460 5450860 24543660    0    0     0     0 20304 20913  2  3 95  0  0  0
 1  0   2304 847460 5450860 24543660    0    0     0   116 19762 19706  1  3 96  0  0  0
 2  0   2304 847460 5450860 24543660    0    0     0     8 18715 19233  2  3 95  0  0  0
 1  0   2304 847460 5450868 24543660    0    0     0    12 20692 20566  1  4 95  0  0  0
 1  0   2304 847712 5450876 24543660    0    0     0    44 20735 21180  2  4 95  0  0  0
 0  0   2304 846952 5450876 24543660    0    0     0     0 21203 21896  1  4 95  0  0  0
 1  0   2304 847208 5450876 24543664    0    0     0     0 21004 21721  2  4 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 847208 5450876 24543664    0    0     0     4 20360 20118  1  4 95  0  0  0
 1  0   2304 847208 5450876 24543664    0    0     0   200 20680 21054  2  3 95  0  0  0
 0  0   2304 847208 5450884 24543664    0    0     0    24 20921 21458  1  4 95  0  0  0
 1  0   2304 847208 5450884 24543664    0    0     0     4 20222 20726  1  4 95  0  0  0
 0  0   2304 847208 5450884 24543664    0    0     0     0 19756 20050  1  4 95  0  0  0
 0  0   2304 847208 5450892 24543664    0    0     0    44 20392 21051  2  3 95  0  0  0
 0  0   2304 847208 5450892 24543664    0    0     0   124 19996 19960  1  4 95  0  0  0
 2  0   2304 847208 5450892 24543664    0    0     0     0 20205 20508  2  4 95  0  0  0
 1  0   2304 847208 5450900 24543664    0    0     0    12 19789 20004  1  3 96  0  0  0
 0  0   2304 847204 5450900 24543664    0    0     0     4 20277 20833  2  4 95  0  0  0
 2  0   2304 847204 5450900 24543664    0    0     0    20 20263 20410  1  4 95  0  0  0
 0  0   2304 847204 5450908 24543664    0    0     0   172 20228 20616  1  3 95  0  0  0
 1  0   2304 847204 5450908 24543664    0    0     0    52 20082 21107  1  3 96  0  0  0
 0  0   2304 846692 5450908 24543664    0    0     0     0 19862 20576  2  3 95  0  0  0
 1  0   2304 847204 5450916 24543664    0    0     0    16 19702 20020  1  3 96  0  0  0
 0  0   2304 847204 5450916 24543664    0    0     0     4 20289 21144  2  3 95  0  0  0
 1  0   2304 847204 5450916 24543664    0    0     0    12 20414 20264  1  3 96  0  0  0
 2  0   2304 846952 5450924 24543664    0    0     0   136 20808 20913  1  4 95  0  0  0
 3  0   2304 851552 5450924 24543664    0    0     0     0 19647 19806  1  3 96  0  0  0
 1  0   2304 850044 5450924 24543664    0    0     0     0 19365 19520  1  3 96  0  0  0
 1  0   2304 850044 5450932 24543664    0    0     0    12 19902 19534  1  3 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 3  0   2304 850044 5450932 24543668    0    0     0     4 20035 20398  1  3 96  0  0  0
 2  0   2304 850044 5450940 24543668    0    0     0    20 20328 21344  1  3 96  0  0  0
 2  0   2304 850044 5450940 24543668    0    0     0     0 20403 21310  1  3 96  0  0  0
 1  0   2304 850044 5450940 24543668    0    0     0   124 19806 19734  1  3 96  0  0  0
 1  0   2304 850044 5450940 24543668    0    0     0     0 20359 21343  1  3 96  0  0  0
 1  0   2304 850044 5450948 24543668    0    0     0    12 20136 20184  1  3 96  0  0  0
 0  0   2304 850044 5450948 24543668    0    0     0     8 19559 19803  1  3 96  0  0  0
 3  0   2304 849796 5450948 24543668    0    0     0     0 20288 20787  1  3 96  0  0  0
 1  0   2304 849796 5450956 24543668    0    0     0    16 19692 20042  1  3 96  0  0  0
 2  0   2304 846980 5450956 24543668    0    0     0     4 19666 19709  1  3 96  0  0  0
 0  0   2304 846980 5450956 24543668    0    0     0     0 20451 21091  1  3 96  0  0  0
 1  0   2304 846980 5450964 24543668    0    0     0    20 20312 21242  1  3 95  0  0  0
 0  0   2304 846468 5450964 24543668    0    0     0     4 20795 21022  2  3 95  0  0  0
 0  0   2304 846980 5450964 24543668    0    0     0     0 20395 20460  1  3 96  0  0  0
 0  0   2304 846980 5450972 24543672    0    0     0    28 20403 21028  1  3 96  0  0  0
 0  0   2304 846980 5450972 24543672    0    0     0   284 19834 20078  1  3 96  0  0  0
 1  0   2304 846980 5450972 24543672    0    0     0     8 19977 20536  1  4 95  0  0  0
 0  0   2304 846980 5450980 24543672    0    0     0    12 19783 20169  2  3 95  0  0  0
 0  0   2304 846980 5450980 24543672    0    0     0     4 20356 20885  1  3 96  0  0  0
 0  0   2304 846980 5450980 24543672    0    0     0     4 20053 19831  1  4 95  0  0  0
 0  0   2304 846980 5450980 24543672    0    0     0     0 20198 20687  1  3 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 3  0   2304 846980 5450988 24543672    0    0     0    40 20572 21295  1  3 96  0  0  0
 1  0   2304 846468 5450988 24543672    0    0     0     0 18912 19392  1  3 96  0  0  0
 1  0   2304 847124 5450996 24543672    0    0     0   164 19750 19771  1  3 95  0  0  0
 0  0   2304 847124 5450996 24543672    0    0     0     4 20403 21021  1  3 96  0  0  0
 1  0   2304 847124 5450996 24543676    0    0     0     0 19975 20091  1  3 96  0  0  0
 0  0   2304 847124 5451004 24543676    0    0     0   188 20668 21072  1  3 95  0  0  0
 2  0   2304 847108 5451004 24543676    0    0     0     0 20317 20804  1  3 96  0  0  0
 2  0   2304 847108 5451004 24543676    0    0     0     0 20726 21477  1  4 95  0  0  0
 0  0   2304 847364 5451012 24543676    0    0     0    12 19576 19558  1  3 96  0  0  0
 0  0   2304 847364 5451012 24543676    0    0     0     4 20160 20422  1  3 95  0  0  0
 0  0   2304 847364 5451020 24543676    0    0     0    48 20054 21237  1  4 95  0  0  0
 0  0   2304 846852 5451020 24543676    0    0     0   168 20160 20963  1  4 95  0  0  0
 0  0   2304 847364 5451020 24543676    0    0     0   124 20252 20344  1  4 95  0  0  0
 0  0   2304 847364 5451020 24543676    0    0     0     0 20927 21226  1  3 96  0  0  0
 1  0   2304 847364 5451028 24543676    0    0     0    12 20396 20299  1  3 95  0  0  0
 0  0   2304 846240 5451028 24543676    0    0     0    12 20523 20812  1  3 95  0  0  0
 0  0   2304 846572 5451036 24543676    0    0     0    32 20059 20747  1  3 95  0  0  0
 1  0   2304 846572 5451036 24543676    0    0     0     0 20091 20760  2  3 95  0  0  0
 2  0   2304 846572 5451036 24543676    0    0     0     4 19390 19846  1  3 96  0  0  0
 2  0   2304 846572 5451036 24543676    0    0     0   152 20441 20954  1  3 96  0  0  0
 0  0   2304 846572 5451044 24543676    0    0     0    12 20263 21651  1  3 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 846824 5451044 24543676    0    0     0     8 20278 20943  2  3 95  0  0  0
 0  0   2304 846824 5451044 24543680    0    0     0     0 20570 20754  1  3 96  0  0  0
 0  0   2304 847076 5451052 24543680    0    0     0    28 20165 20828  1  3 96  0  0  0
 0  0   2304 847076 5451052 24543680    0    0     0   300 19905 19852  1  3 96  0  0  0
 1  0   2304 847076 5451052 24543680    0    0     0     0 18600 18938  1  2 97  0  0  0
