run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
18,91,5,5,DELIVERY,0,0,0
18,91,5,5,DELIVERY,0,0,0
18,204,118,118,PAYMENT,0,0,0
18,204,118,118,PAYMENT,0,0,0
18,204,118,118,PAYMENT,0,0,0
18,248,159,159,PAYMENT,0,0,0
18,257,167,167,PAYMENT,0,0,0
18,266,180,180,PAYMENT,0,0,0
18,310,222,222,PAYMENT,0,0,0
18,318,232,232,PAYMENT,0,0,0
18,328,235,235,NEW_ORDER,0,0,0
18,328,238,238,NEW_ORDER,0,0,0
18,331,243,243,NEW_ORDER,0,0,0
18,332,243,243,NEW_ORDER,0,0,0
18,367,276,276,NEW_ORDER,0,0,0
18,371,285,285,NEW_ORDER,0,0,0
18,378,291,291,NEW_ORDER,0,0,0
18,381,295,295,NEW_ORDER,0,0,0
18,382,296,296,NEW_ORDER,0,0,0
18,384,295,295,NEW_ORDER,0,0,0
18,386,298,298,NEW_ORDER,0,0,0
18,395,309,309,NEW_ORDER,0,0,0
18,399,312,312,NEW_ORDER,0,0,0
18,412,320,320,NEW_ORDER,0,0,0
18,414,326,326,NEW_ORDER,0,0,0
18,415,322,322,NEW_ORDER,0,0,0
18,416,327,327,PAYMENT,0,0,0
18,427,338,338,NEW_ORDER,0,0,0
18,429,338,338,NEW_ORDER,0,0,0
18,435,349,349,PAYMENT,0,0,0
18,455,369,369,PAYMENT,0,0,0
18,460,373,373,PAYMENT,0,0,0
18,464,378,369,DELIVERY_BG,0,0,0
18,474,385,385,NEW_ORDER,0,0,0
18,490,404,395,DELIVERY_BG,0,0,0
18,493,407,407,PAYMENT,0,0,0
18,501,415,415,PAYMENT,0,0,0
18,501,415,415,PAYMENT,0,0,0
18,525,438,438,NEW_ORDER,0,0,0
18,7558,31,31,PAYMENT,0,0,0
18,7561,1,1,DELIVERY,0,0,0
18,7566,28,28,PAYMENT,0,0,0
18,7586,45,45,PAYMENT,0,0,0
18,7597,41,41,PAYMENT,0,0,0
18,7598,31,31,PAYMENT,0,0,0
18,7599,68,68,PAYMENT,0,0,0
18,7599,34,34,PAYMENT,0,0,0
18,7602,51,51,ORDER_STATUS,0,0,0
18,7607,33,33,STOCK_LEVEL,0,0,0
18,7615,66,66,PAYMENT,0,0,0
18,7623,54,54,PAYMENT,0,0,0
18,7624,65,65,PAYMENT,0,0,0
18,7680,147,147,NEW_ORDER,0,0,0
18,7709,149,149,PAYMENT,0,0,0
18,7709,140,140,PAYMENT,0,0,0
18,7709,175,175,NEW_ORDER,0,0,0
18,7709,168,168,NEW_ORDER,0,0,0
18,7709,165,165,NEW_ORDER,0,0,0
18,7720,154,154,NEW_ORDER,0,0,0
18,7726,165,165,PAYMENT,0,0,0
18,7730,159,159,PAYMENT,0,0,0
18,7751,180,180,NEW_ORDER,0,0,0
18,7767,200,200,NEW_ORDER,0,0,0
18,7766,240,240,NEW_ORDER,0,0,0
18,7769,223,223,NEW_ORDER,0,0,0
18,7779,215,215,PAYMENT,0,0,0
18,7784,243,243,NEW_ORDER,0,0,0
18,7787,230,230,NEW_ORDER,1,0,0
18,7787,260,260,NEW_ORDER,0,0,0
18,7788,221,221,NEW_ORDER,0,0,0
18,7799,243,243,NEW_ORDER,0,0,0
18,7800,254,254,NEW_ORDER,0,0,0
18,7831,268,268,NEW_ORDER,0,0,0
18,7833,292,292,NEW_ORDER,0,0,0
18,7843,289,289,NEW_ORDER,0,0,0
18,7861,301,297,DELIVERY_BG,0,0,0
18,7868,296,296,NEW_ORDER,0,0,0
18,15062,35,35,STOCK_LEVEL,0,0,0
18,15065,1,1,DELIVERY,0,0,0
18,15066,0,0,DELIVERY,0,0,0
18,15083,42,42,PAYMENT,0,0,0
18,15099,44,44,PAYMENT,0,0,0
18,15103,46,46,PAYMENT,0,0,0
18,15106,47,47,PAYMENT,0,0,0
18,15108,37,37,STOCK_LEVEL,0,0,0
18,15110,70,70,PAYMENT,0,0,0
18,15115,43,43,PAYMENT,0,0,0
18,15114,42,42,PAYMENT,0,0,0
18,15120,58,58,PAYMENT,0,0,0
18,15190,112,112,PAYMENT,0,0,0
18,15193,133,133,PAYMENT,0,0,0
18,15195,169,169,NEW_ORDER,0,0,0
18,15198,135,135,PAYMENT,0,0,0
18,15199,153,153,NEW_ORDER,0,0,0
18,15199,118,118,ORDER_STATUS,0,0,0
18,15208,152,152,NEW_ORDER,0,0,0
18,15210,145,145,PAYMENT,0,0,0
18,15213,146,146,PAYMENT,0,0,0
18,15221,74,74,PAYMENT,0,0,0
18,15228,168,168,NEW_ORDER,0,0,0
18,15231,84,84,PAYMENT,0,0,0
18,15233,44,44,STOCK_LEVEL,0,0,0
18,15234,56,56,PAYMENT,0,0,0
18,15272,218,218,NEW_ORDER,0,0,0
18,15274,108,108,PAYMENT,0,0,0
18,15276,211,211,NEW_ORDER,0,0,0
18,15279,233,233,NEW_ORDER,0,0,0
18,15299,232,232,PAYMENT,0,0,0
18,15307,241,241,NEW_ORDER,0,0,0
18,15308,216,216,NEW_ORDER,0,0,0
18,15317,271,271,NEW_ORDER,0,0,0
18,15348,148,148,NEW_ORDER,0,0,0
18,15361,166,166,NEW_ORDER,0,0,0
18,15384,320,315,DELIVERY_BG,0,0,0
18,15387,220,220,NEW_ORDER,0,0,0
18,15592,526,522,DELIVERY_BG,0,0,0
18,22565,1,1,DELIVERY,0,0,0
18,22567,1,1,DELIVERY,0,0,0
18,22588,42,42,PAYMENT,0,0,0
18,22588,29,29,STOCK_LEVEL,0,0,0
18,22631,77,77,PAYMENT,0,0,0
18,22633,52,52,PAYMENT,0,0,0
18,22634,56,56,PAYMENT,0,0,0
18,22644,88,88,PAYMENT,0,0,0
18,22645,72,72,PAYMENT,0,0,0
18,22664,94,94,NEW_ORDER,0,0,0
18,22664,90,90,PAYMENT,0,0,0
18,22675,109,109,NEW_ORDER,0,0,0
18,22678,28,28,PAYMENT,0,0,0
18,22678,1,1,DELIVERY,0,0,0
18,22680,134,134,NEW_ORDER,0,0,0
18,22683,123,123,PAYMENT,0,0,0
18,22684,1,1,DELIVERY,0,0,0
18,22686,33,33,PAYMENT,0,0,0
18,22690,0,0,DELIVERY,0,0,0
18,22696,80,80,PAYMENT,0,0,0
18,22697,81,81,NEW_ORDER,0,0,0
18,22711,64,64,PAYMENT,0,0,0
18,22711,164,164,NEW_ORDER,0,0,0
18,22711,146,146,NEW_ORDER,0,0,0
18,22715,48,48,PAYMENT,0,0,0
18,22716,124,124,NEW_ORDER,0,0,0
18,22716,149,149,NEW_ORDER,0,0,0
18,22727,85,85,NEW_ORDER,0,0,0
18,22728,136,136,NEW_ORDER,0,0,0
18,22730,30,30,PAYMENT,0,0,0
18,22732,151,151,NEW_ORDER,0,0,0
18,22768,99,99,PAYMENT,0,0,0
18,22769,74,74,PAYMENT,0,0,0
18,22777,183,183,NEW_ORDER,0,0,0
18,22800,132,132,NEW_ORDER,0,0,0
18,22800,134,134,NEW_ORDER,0,0,0
18,22837,271,267,DELIVERY_BG,0,0,0
18,22844,280,276,DELIVERY_BG,0,0,0
18,22854,170,170,NEW_ORDER,0,0,0
18,22927,244,240,DELIVERY_BG,0,0,0
18,22929,239,235,DELIVERY_BG,0,0,0
18,22932,255,251,DELIVERY_BG,0,0,0
18,30102,36,36,PAYMENT,0,0,0
18,30104,58,58,ORDER_STATUS,0,0,0
18,30106,41,41,PAYMENT,0,0,0
18,30129,64,64,PAYMENT,0,0,0
18,30131,33,33,PAYMENT,0,0,0
18,30137,72,72,NEW_ORDER,0,0,0
18,30150,57,57,ORDER_STATUS,0,0,0
18,30151,45,45,PAYMENT,0,0,0
18,30154,77,77,PAYMENT,0,0,0
18,30156,46,46,PAYMENT,0,0,0
18,30166,74,74,NEW_ORDER,0,0,0
18,30175,29,29,PAYMENT,0,0,0
18,30178,86,86,NEW_ORDER,0,0,0
18,30180,61,61,PAYMENT,0,0,0
18,30182,39,39,PAYMENT,0,0,0
18,30183,65,65,PAYMENT,0,0,0
18,30215,48,48,STOCK_LEVEL,0,0,0
18,30218,151,151,NEW_ORDER,0,0,0
18,30218,35,35,STOCK_LEVEL,0,0,0
18,30230,119,119,NEW_ORDER,0,0,0
18,30242,75,75,PAYMENT,0,0,0
18,30243,48,48,PAYMENT,0,0,0
18,30254,148,148,NEW_ORDER,0,0,0
18,30257,162,162,NEW_ORDER,0,0,0
18,30260,181,181,NEW_ORDER,0,0,0
18,30266,158,158,NEW_ORDER,0,0,0
18,30273,195,195,NEW_ORDER,0,0,0
18,30281,154,154,NEW_ORDER,0,0,0
18,30297,119,119,NEW_ORDER,0,0,0
18,30298,125,125,NEW_ORDER,0,0,0
18,30301,221,221,PAYMENT,0,0,0
18,30308,142,142,NEW_ORDER,0,0,0
18,30310,119,119,NEW_ORDER,0,0,0
18,30327,112,112,NEW_ORDER,0,0,0
18,30344,177,177,NEW_ORDER,0,0,0
18,30357,187,187,NEW_ORDER,0,0,0
18,30368,184,184,NEW_ORDER,0,0,0
18,37610,32,32,PAYMENT,0,0,0
18,37611,0,0,DELIVERY,0,0,0
18,37622,27,27,PAYMENT,0,0,0
18,37626,45,45,ORDER_STATUS,0,0,0
18,37628,58,58,PAYMENT,0,0,0
18,37637,1,1,DELIVERY,0,0,0
18,37651,65,65,PAYMENT,0,0,0
18,37669,64,64,PAYMENT,0,0,0
18,37673,95,95,NEW_ORDER,0,0,0
18,37737,154,154,NEW_ORDER,0,0,0
18,37704,59,59,PAYMENT,0,0,0
18,37704,11,11,DELIVERY,0,0,0
18,37713,135,135,NEW_ORDER,0,0,0
18,37777,112,112,PAYMENT,0,0,0
18,37785,121,121,PAYMENT,0,0,0
18,37789,52,52,PAYMENT,0,0,0
18,37789,162,162,NEW_ORDER,0,0,0
18,37790,117,117,PAYMENT,0,0,0
18,37794,101,101,PAYMENT,0,0,0
18,37799,32,32,PAYMENT,0,0,0
18,37801,66,66,PAYMENT,0,0,0
18,37806,99,99,PAYMENT,0,0,0
18,37805,137,137,ORDER_STATUS,0,0,0
18,37815,122,122,PAYMENT,0,0,0
18,37817,235,235,NEW_ORDER,0,0,0
18,37826,218,218,NEW_ORDER,0,0,0
18,37828,194,194,NEW_ORDER,0,0,0
18,37838,120,120,NEW_ORDER,0,0,0
18,37839,102,102,NEW_ORDER,0,0,0
18,37842,174,174,NEW_ORDER,0,0,0
18,37844,226,226,NEW_ORDER,0,0,0
18,37845,175,175,NEW_ORDER,0,0,0
18,37869,238,238,NEW_ORDER,0,0,0
18,37869,212,212,NEW_ORDER,0,0,0
18,37877,233,233,NEW_ORDER,0,0,0
18,37889,152,152,NEW_ORDER,0,0,0
18,37932,321,318,DELIVERY_BG,0,0,0
18,37957,321,317,DELIVERY_BG,0,0,0
18,37982,215,215,NEW_ORDER,0,0,0
18,38157,464,388,DELIVERY_BG,0,0,0
18,45115,34,34,ORDER_STATUS,0,0,0
18,45123,28,28,PAYMENT,0,0,0
18,45144,46,46,PAYMENT,0,0,0
18,45163,84,84,PAYMENT,0,0,0
18,45164,51,51,PAYMENT,0,0,0
18,45174,47,47,PAYMENT,0,0,0
18,45180,72,72,PAYMENT,0,0,0
18,45185,41,41,PAYMENT,0,0,0
18,45190,45,45,PAYMENT,0,0,0
18,45194,0,0,DELIVERY,0,0,0
18,45199,93,93,PAYMENT,0,0,0
18,45202,37,37,STOCK_LEVEL,0,0,0
18,45206,33,33,PAYMENT,0,0,0
18,45211,44,44,PAYMENT,0,0,0
18,45215,71,71,PAYMENT,0,0,0
18,45216,0,0,DELIVERY,0,0,0
