procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 3  0   2304 859840 5450008 24543504    0    0  5521   215 4393    3  1  1 99  0  0  0
 1  0   2304 859096 5450008 24543516    0    0     0     0 17917 18780  1  3 96  0  0  0
 0  0   2304 859096 5450008 24543516    0    0     0     0 16515 16890  1  2 97  0  0  0
 0  0   2304 859096 5450008 24543516    0    0     0     0 18831 19054  1  2 97  0  0  0
 0  0   2304 859096 5450016 24543516    0    0     0   192 17935 18227  1  3 96  0  0  0
 0  0   2304 859096 5450016 24543516    0    0     0     0 18559 18529  1  3 96  0  0  0
 0  0   2304 859096 5450024 24543516    0    0     0   144 18881 18495  1  3 96  0  0  0
 0  0   2304 863192 5450024 24543516    0    0     0     0 18313 17615  1  3 96  0  0  0
 1  0   2304 862940 5450024 24543516    0    0     0     0 18346 18227  1  3 96  0  0  0
 0  0   2304 862428 5450024 24543516    0    0     0    28 16704 16537  1  3 96  0  0  0
 1  0   2304 862940 5450032 24543516    0    0     0    16 19078 19523  1  3 96  0  0  0
 0  0   2304 862688 5450040 24543516    0    0     0    40 19718 20851  1  3 95  0  0  0
 0  0   2304 862688 5450040 24543520    0    0     0     4 19186 19003  1  3 96  0  0  0
 0  0   2304 862688 5450040 24543520    0    0     0     0 19179 18989  1  3 96  0  0  0
 0  0   2304 862688 5450040 24543520    0    0     0     0 19307 19068  1  3 96  0  0  0
 0  0   2304 862688 5450048 24543520    0    0     0   320 19143 19317  1  3 96  0  0  0
 0  0   2304 862688 5450048 24543520    0    0     0     0 19121 18889  1  3 96  0  0  0
 1  0   2304 858592 5450056 24543520    0    0     0    24 19035 18581  1  3 96  0  0  0
 0  0   2304 858592 5450056 24543520    0    0     0     4 18312 18281  1  3 96  0  0  0
 0  0   2304 858592 5450056 24543520    0    0     0     0 18354 17729  1  3 96  0  0  0
 2  0   2304 858592 5450064 24543520    0    0     0    64 18658 18273  1  3 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 858592 5450064 24543520    0    0     0     0 18782 18888  1  3 95  0  0  0
 0  0   2304 858592 5450064 24543520    0    0     0     0 18984 18897  1  3 96  0  0  0
 1  0   2304 858592 5450072 24543520    0    0     0   164 18526 18583  1  3 96  0  0  0
 0  0   2304 858592 5450072 24543520    0    0     0     4 19322 19136  1  3 96  0  0  0
 0  0   2304 858592 5450072 24543520    0    0     0     0 19785 19855  1  3 96  0  0  0
 0  0   2304 858592 5450080 24543520    0    0     0   140 19250 18908  1  3 96  0  0  0
 0  0   2304 858592 5450080 24543520    0    0     0     0 19480 19094  1  3 96  0  0  0
 1  0   2304 862232 5450080 24543520    0    0     0     0 18785 18561  1  3 96  0  0  0
 1  0   2304 862744 5450088 24543520    0    0     0   176 18460 18444  1  3 96  0  0  0
 0  0   2304 862744 5450088 24543520    0    0     0     4 18307 18522  1  3 96  0  0  0
 0  0   2304 862744 5450088 24543520    0    0     0    92 18074 18860  1  4 95  0  0  0
 1  0   2304 862744 5450096 24543520    0    0     0    16 18855 18633  1  3 96  0  0  0
 1  0   2304 862744 5450096 24543520    0    0     0     0 19455 19053  1  3 96  0  0  0
 0  0   2304 862744 5450096 24543520    0    0     0     0 17819 17765  1  3 96  0  0  0
 1  0   2304 853672 5450104 24543520    0    0     0   736 18366 18586  3  3 94  0  0  0
 1  0   2304 854732 5450104 24543520    0    0     0     4 17281 17903  1  3 96  0  0  0
 2  0   2304 854080 5450104 24543524    0    0     0    28 18861 18914  1  3 96  0  0  0
 1  0   2304 854812 5450120 24543524    0    0     0   232 19558 20434  1  3 95  0  0  0
 0  0   2304 855044 5450120 24543528    0    0     0     0 19056 18876  1  3 96  0  0  0
 0  0   2304 855040 5450120 24543528    0    0     0   224 19147 19052  1  3 96  0  0  0
 1  0   2304 855040 5450124 24543528    0    0     0    12 18778 19205  1  3 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 3  0   2304 855424 5450124 24543528    0    0     0    12 18347 19170  1  2 97  0  0  0
 1  0   2304 856688 5450132 24543532    0    0     0   260 18904 19541  1  2 97  0  0  0
 1  0   2304 856688 5450132 24543532    0    0     0     0 18317 18191  1  3 96  0  0  0
 0  0   2304 856688 5450132 24543532    0    0     0   156 18572 18686  1  2 97  0  0  0
 0  0   2304 856688 5450132 24543532    0    0     0     0 18576 18569  1  3 96  0  0  0
 1  0   2304 856688 5450140 24543532    0    0     0    12 18807 18375  1  2 97  0  0  0
 0  0   2304 856688 5450148 24543532    0    0     0    84 18824 18823  1  2 96  0  0  0
 0  0   2304 856436 5450148 24543532    0    0     0     0 17985 17799  1  2 97  0  0  0
 2  0   2304 856436 5450148 24543532    0    0     0     0 18654 18977  1  3 96  0  0  0
 1  0   2304 856436 5450148 24543532    0    0     0     0 18305 18919  1  3 96  0  0  0
 0  0   2304 856436 5450156 24543532    0    0     0   268 18743 18892  1  2 97  0  0  0
 1  0   2304 856436 5450164 24543536    0    0     0   328 18615 18803  1  2 97  0  0  0
 1  0   2304 856436 5450164 24543536    0    0     0     4 18578 18588  1  3 96  0  0  0
 1  0   2304 856436 5450164 24543536    0    0     0     0 18536 18663  1  2 96  0  0  0
 0  0   2304 856436 5450164 24543536    0    0     0     0 18851 18867  1  3 96  0  0  0
 0  0   2304 855704 5450172 24543536    0    0     0    48 18460 18504  1  3 96  0  0  0
 0  0   2304 855680 5450172 24543536    0    0     0     8 18514 19077  1  3 96  0  0  0
 2  0   2304 855680 5450180 24543536    0    0     0    56 18331 17976  1  3 96  0  0  0
 1  0   2304 855680 5450180 24543536    0    0     0     4 18400 18283  1  3 96  0  0  0
 0  0   2304 855680 5450180 24543536    0    0     0     0 18501 18898  1  2 97  0  0  0
 0  0   2304 855428 5450180 24543536    0    0     0     0 18045 18205  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 855428 5450180 24543536    0    0     0     0 17822 17785  1  3 96  0  0  0
 1  0   2304 855428 5450188 24543536    0    0     0    28 18354 18286  1  3 96  0  0  0
 0  0   2304 855428 5450196 24543540    0    0     0   152 18167 18445  1  3 96  0  0  0
 0  0   2304 855428 5450196 24543540    0    0     0     4 18878 18754  1  3 96  0  0  0
 0  0   2304 855428 5450196 24543540    0    0     0     0 18667 18482  1  3 96  0  0  0
 0  0   2304 855428 5450196 24543540    0    0     0     0 19573 19874  1  3 96  0  0  0
 0  0   2304 855428 5450196 24543540    0    0     0     0 18950 18326  1  2 97  0  0  0
 0  0   2304 855428 5450204 24543540    0    0     0    32 19113 18640  1  3 96  0  0  0
 1  0   2304 855428 5450212 24543540    0    0     0    12 18548 19112  1  3 96  0  0  0
 0  0   2304 855176 5450212 24543540    0    0     0     8 19067 18635  1  3 96  0  0  0
 0  0   2304 855176 5450212 24543540    0    0     0     0 18238 18491  1  2 97  0  0  0
 0  0   2304 855176 5450212 24543540    0    0     0     0 18609 18845  1  3 96  0  0  0
 1  0   2304 855176 5450220 24543540    0    0     0   204 18714 18596  1  2 96  0  0  0
 2  0   2304 855176 5450220 24543540    0    0     0     0 18614 18380  1  3 96  0  0  0
 1  0   2304 855176 5450228 24543540    0    0     0   160 18749 19051  1  2 97  0  0  0
 1  0   2304 855176 5450228 24543540    0    0     0     4 18061 19035  1  3 96  0  0  0
 0  0   2304 851080 5450228 24543540    0    0     0     0 18540 17997  1  3 96  0  0  0
 0  0   2304 851080 5450236 24543540    0    0     0    32 18664 18459  1  3 96  0  0  0
 0  0   2304 851080 5450236 24543540    0    0     0     0 18381 18964  1  3 96  0  0  0
 1  0   2304 851080 5450236 24543540    0    0     0     0 18684 19771  1  3 96  0  0  0
