procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 848292 5452380 24543984    0    0  5467   213 4430    3  1  1 99  0  0  0
 1  0   2304 848188 5452380 24543988    0    0     0     4 27898 33038  1  4 94  0  0  0
 3  0   2304 849436 5452380 24543988    0    0     0     0 27855 32656  1  4 95  0  0  0
 0  0   2304 849560 5452388 24543980    0    0     0    44 27557 33477  2  4 94  0  0  0
 1  0   2304 849560 5452388 24543988    0    0     0    64 27125 32200  2  4 95  0  0  0
 1  0   2304 850068 5452388 24543988    0    0     0     0 27655 32817  2  4 95  0  0  0
 1  0   2304 849816 5452396 24543988    0    0     0   312 28385 34614  2  3 95  0  0  0
 0  0   2304 849816 5452396 24543992    0    0     0   720 27859 32297  2  3 95  0  0  0
 0  0   2304 849816 5452404 24543984    0    0     0    36 28051 32446  2  3 94  0  0  0
 0  0   2304 843500 5452404 24543992    0    0     0     0 23873 28110  2  4 94  0  0  0
 0  0   2304 843248 5452412 24543992    0    0     0   300 25644 29904  1  3 96  0  0  0
 0  0   2304 843248 5452412 24543992    0    0     0    24 26499 31875  1  4 95  0  0  0
 2  0   2304 842492 5452420 24543996    0    0     0   224 24521 28152  1  3 96  0  0  0
 0  0   2304 842492 5452420 24543996    0    0     0     4 26744 31222  1  3 95  0  0  0
 0  0   2304 842492 5452420 24543996    0    0     0     4 27884 32920  1  3 95  0  0  0
 1  0   2304 842492 5452420 24543996    0    0     0     0 27708 32986  1  3 95  0  0  0
 1  0   2304 842492 5452428 24543996    0    0     0   128 27821 33193  1  3 95  0  0  0
 0  0   2304 842492 5452428 24543996    0    0     0     0 27896 32878  1  4 95  0  0  0
 1  0   2304 842492 5452436 24543996    0    0     0   164 28068 32491  1  4 95  0  0  0
 0  0   2304 842492 5452436 24543996    0    0     0     4 28098 33424  2  3 95  0  0  0
 0  0   2304 842492 5452436 24543996    0    0     0     0 26936 31642  1  3 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 842492 5452436 24543996    0    0     0     0 26675 32210  2  4 95  0  0  0
 0  0   2304 842492 5452436 24543996    0    0     0    96 26858 31475  2  4 95  0  0  0
 0  0   2304 842492 5452444 24543988    0    0     0    28 27331 32161  1  4 95  0  0  0
 0  0   2304 842492 5452452 24543996    0    0     0    12 27629 32081  1  4 95  0  0  0
 1  0   2304 842744 5452460 24543996    0    0     0   284 27512 32398  1  4 95  0  0  0
 1  0   2304 842496 5452460 24543996    0    0     0   156 27400 33271  1  4 94  0  0  0
 0  0   2304 842496 5452460 24543996    0    0     0    36 26508 30972  1  4 95  0  0  0
 0  0   2304 841984 5452460 24543996    0    0     0    68 25545 29578  1  4 95  0  0  0
 1  0   2304 842496 5452460 24543996    0    0     0     0 27120 32193  2  3 95  0  0  0
 0  0   2304 842496 5452476 24543996    0    0     0    68 27617 32590  1  4 95  0  0  0
 2  0   2304 842748 5452476 24543996    0    0     0     4 28381 33820  2  4 95  0  0  0
 1  0   2304 842748 5452476 24543996    0    0     0     0 27174 31552  1  4 95  0  0  0
 1  0   2304 842748 5452476 24543996    0    0     0     0 28261 33154  2  4 95  0  0  0
 0  0   2304 842748 5452476 24543996    0    0     0    84 28460 32891  1  4 95  0  0  0
 1  0   2304 842748 5452476 24543996    0    0     0     0 27585 32426  1  4 95  0  0  0
 0  0   2304 842748 5452492 24543996    0    0     0    28 27828 33297  2  4 94  0  0  0
 2  0   2304 842748 5452492 24544000    0    0     0     4 27481 32623  2  4 94  0  0  0
 0  0   2304 842236 5452492 24544000    0    0     0     0 26890 32061  1  5 94  0  0  0
 1  0   2304 842748 5452492 24544000    0    0     0     0 27056 32163  2  4 94  0  0  0
 0  0   2304 842748 5452492 24544000    0    0     0   100 27211 32123  2  4 94  0  0  0
 1  0   2304 842748 5452500 24544000    0    0     0    28 27436 32428  2  4 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 3  0   2304 842748 5452508 24544004    0    0     0    12 28128 32825  1  4 94  0  0  0
 1  0   2304 842748 5452508 24544004    0    0     0     8 25124 28893  1  3 95  0  0  0
 0  0   2304 842748 5452508 24544004    0    0     0     0 27816 32004  2  4 95  0  0  0
 1  0   2304 842748 5452508 24544004    0    0     0     0 27139 31813  1  4 95  0  0  0
 0  0   2304 842748 5452508 24544004    0    0     0    84 27806 33556  2  5 94  0  0  0
 0  0   2304 842748 5452516 24544004    0    0     0    28 27545 32526  2  4 94  0  0  0
 1  0   2304 842748 5452524 24544004    0    0     0   172 28259 33308  2  5 94  0  0  0
 0  0   2304 842748 5452524 24544004    0    0     0     4 28645 33792  2  4 94  0  0  0
 0  0   2304 842748 5452524 24544004    0    0     0     0 28633 33364  1  4 94  0  0  0
 0  0   2304 842748 5452524 24544004    0    0     0     0 28463 33354  2  4 95  0  0  0
 1  0   2304 842748 5452524 24544004    0    0     0   108 27812 32205  2  5 94  0  0  0
 0  0   2304 842748 5452532 24544004    0    0     0    40 27100 32026  2  4 94  0  0  0
 1  0   2304 842748 5452540 24544004    0    0     0    12 26494 31525  2  4 95  0  0  0
 1  0   2304 842748 5452540 24544004    0    0     0     4 27929 33163  1  4 94  0  0  0
 2  0   2304 843504 5452540 24544004    0    0     0   152 27342 33035  2  5 93  0  0  0
 0  0   2304 843504 5452540 24544004    0    0     0     0 26864 31879  1  4 95  0  0  0
 0  0   2304 843504 5452540 24544004    0    0     0    56 24790 28452  1  4 95  0  0  0
 2  0   2304 843504 5452540 24544004    0    0     0     0 26804 31421  1  5 94  0  0  0
 1  0   2304 843504 5452548 24544004    0    0     0    12 26309 31184  1  4 94  0  0  0
 1  0   2304 843504 5452556 24544004    0    0     0    88 27599 32271  2  4 94  0  0  0
 1  0   2304 843284 5452556 24544004    0    0     0     0 27765 32672  1  4 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 843284 5452556 24544004    0    0     0     0 27448 32306  1  4 94  0  0  0
 1  0   2304 843284 5452556 24544004    0    0     0    84 27652 32279  2  5 94  0  0  0
 0  0   2304 843284 5452556 24544004    0    0     0     0 27461 32548  2  4 94  0  0  0
 0  0   2304 843284 5452564 24544004    0    0     0    12 27012 32933  1  5 94  0  0  0
 0  0   2304 843284 5452572 24544004    0    0     0    32 27534 32363  2  4 94  0  0  0
 0  0   2304 843284 5452572 24544004    0    0     0     0 26999 31550  1  4 94  0  0  0
 1  0   2304 838936 5452572 24544004    0    0     0   224 27922 32771  1  4 94  0  0  0
 0  0   2304 834840 5452572 24544004    0    0     0    96 27417 32597  1  4 94  0  0  0
 0  0   2304 835032 5452572 24544004    0    0     0     0 27023 32395  2  4 94  0  0  0
 0  0   2304 835032 5452576 24544004    0    0     0    12 27401 32282  1  4 94  0  0  0
 1  0   2304 835284 5452584 24544004    0    0     0    32 26863 31231  2  4 94  0  0  0
 4  0   2304 836292 5452584 24544004    0    0     0     0 26677 31105  1  4 95  0  0  0
 1  0   2304 836292 5452584 24544004    0    0     0     0 26449 31290  1  4 95  0  0  0
 3  0   2304 836556 5452584 24544004    0    0     0   296 28254 33713  2  4 94  0  0  0
 0  0   2304 836556 5452584 24544004    0    0     0     0 28053 33016  2  4 94  0  0  0
 0  0   2304 836556 5452592 24544004    0    0     0    12 27410 32444  1  4 94  0  0  0
 1  0   2304 836556 5452600 24544008    0    0     0    36 26820 32057  2  4 95  0  0  0
 0  0   2304 836556 5452600 24544008    0    0     0     0 26986 32070  1  4 94  0  0  0
 1  0   2304 836556 5452600 24544012    0    0     0     0 27591 32437  2  4 95  0  0  0
