procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2304 708460 5622720 24478796    0    0     0    12 10863 9573  1  2 97  0  0  0
 2  0   2304 708460 5622720 24478796    0    0     0   132 10620 8936  1  1 98  0  0  0
 0  0   2304 708208 5622728 24478796    0    0     0    16 10736 10453  1  1 98  0  0  0
 0  0   2304 708208 5622728 24478796    0    0     0     4 10220 8692  1  1 98  0  0  0
 0  0   2304 708208 5622728 24478796    0    0     0     0 10477 9351  1  1 98  0  0  0
 0  0   2304 707440 5622728 24478796    0    0     0     0 10309 8777  1  2 98  0  0  0
 0  0   2304 708208 5622736 24478796    0    0     0    12 10627 9239  1  2 97  0  0  0
 1  0   2304 708208 5622740 24478792    0    0     0    68 10385 8552  1  1 98  0  0  0
 0  0   2304 707956 5622740 24478800    0    0     0     0 10586 9101  2  1 97  0  0  0
 0  0   2304 707700 5622740 24478800    0    0     0     4 10459 8675  1  2 97  0  0  0
 0  0   2304 707956 5622740 24478800    0    0     0     0 10665 9630  1  2 97  0  0  0
 1  0   2304 707956 5622740 24478800    0    0     0     0 8952 7712  1  1 98  0  0  0
 0  0   2304 703604 5622748 24478800    0    0     0   124 10499 10483  1  2 97  0  0  0
 0  0   2304 703420 5622748 24478800    0    0     0     0 10815 9442  1  2 98  0  0  0
 0  0   2304 703676 5622752 24478800    0    0     0    20 10848 9301  1  2 97  0  0  0
 1  0   2304 702908 5622752 24478800    0    0     0     4 10392 8506  1  1 98  0  0  0
 0  0   2304 703676 5622752 24478800    0    0     0     0 11116 10319  1  2 97  0  0  0
 0  0   2304 703676 5622752 24478800    0    0     0     0 10305 8592  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 703420 5622760 24478800    0    0     0    12 10496 9240  1  2 98  0  0  0
 0  0   2304 703424 5622768 24478808    0    0     0   384 10358 8658  1  2 97  0  0  0
 0  0   2304 702924 5622768 24478808    0    0     0     0 10767 9734  1  2 97  0  0  0
 1  0   2304 702668 5622768 24478808    0    0     0    12 10407 8533  1  1 98  0  0  0
 0  0   2304 702668 5622768 24478808    0    0     0     0 10848 10755  1  2 97  0  0  0
 0  0   2304 702668 5622768 24478808    0    0     0     0 10235 8524  1  2 98  0  0  0
 1  0   2304 702412 5622776 24478808    0    0     0    20 10354 9075  1  1 98  0  0  0
 0  0   2304 702924 5622784 24478800    0    0     0    76 8982 7781  1  1 98  0  0  0
 1  0   2304 702672 5622784 24478816    0    0     0     0 10475 8815  1  1 98  0  0  0
 0  0   2304 702416 5622784 24478816    0    0     0     4 10474 8780  1  2 98  0  0  0
 1  0   2304 702416 5622784 24478816    0    0     0     0 10548 8952  1  2 98  0  0  0
 0  0   2304 702672 5622784 24478816    0    0     0     8 10477 8919  1  1 98  0  0  0
 0  0   2304 702416 5622792 24478816    0    0     0    20 10601 9441  1  1 98  0  0  0
 1  0   2304 702672 5622796 24478816    0    0     0   156 10209 8444  1  1 98  0  0  0
 2  0   2304 702416 5622796 24478816    0    0     0     0 10618 10341  1  1 98  0  0  0
 0  0   2304 702672 5622796 24478816    0    0     0     4 10699 9304  1  2 98  0  0  0
 0  0   2304 701640 5622796 24478816    0    0     0     0 10419 9125  1  2 97  0  0  0
 3  0   2304 701916 5622796 24478816    0    0     0     0 10348 8666  1  1 98  0  0  0
 0  0   2304 701916 5622804 24478816    0    0     0    20 10331 8973  1  1 98  0  0  0
 0  0   2304 701660 5622808 24478816    0    0     0    72 10172 8455  1  2 98  0  0  0
 0  0   2304 701916 5622808 24478816    0    0     0     0 9608 8579  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 701916 5622808 24478816    0    0     0     4 10028 8623  1  2 98  0  0  0
 0  0   2304 701660 5622808 24478816    0    0     0     0 10296 9218  1  1 98  0  0  0
 2  0   2304 701916 5622808 24478820    0    0     0     0 10483 8831  1  1 98  0  0  0
 1  0   2304 701660 5622816 24478820    0    0     0   168 9675 10151  1  1 97  0  0  0
 2  0   2304 701148 5622820 24478820    0    0     0   112 10337 9065  1  2 97  0  0  0
 0  0   2304 701660 5622820 24478820    0    0     0     0 10633 9385  1  1 98  0  0  0
 0  0   2304 701916 5622820 24478820    0    0     0     4 10257 8619  1  1 98  0  0  0
 0  0   2304 701692 5622820 24478820    0    0     0     8 10390 9256  1  1 98  0  0  0
 0  0   2304 701944 5622820 24478820    0    0     0     0 10405 8950  1  2 97  0  0  0
 0  0   2304 701944 5622828 24478820    0    0     0   240 10492 9072  1  2 97  0  0  0
 0  0   2304 701944 5622832 24478816    0    0     0    44 9961 8256  1  1 98  0  0  0
 0  0   2304 701692 5622832 24478820    0    0     0     0 10403 9467  1  1 98  0  0  0
 1  0   2304 701692 5622832 24478820    0    0     0     4 10093 8680  1  1 98  0  0  0
 1  0   2304 701436 5622832 24478820    0    0     0     4 9224 9269  1  1 98  0  0  0
 1  0   2304 701180 5622832 24478820    0    0     0     0 9361 8166  1  1 98  0  0  0
 0  0   2304 701692 5622840 24478820    0    0     0    40 10397 9111  1  1 98  0  0  0
 0  0   2304 701692 5622844 24478820    0    0     0   100 9437 8004  1  1 98  0  0  0
 0  0   2304 701436 5622844 24478820    0    0     0     0 10541 8931  1  2 98  0  0  0
 1  0   2304 701692 5622844 24478820    0    0     0     4 10570 9664  1  2 97  0  0  0
 0  0   2304 701692 5622844 24478820    0    0     0     0 10757 10037  1  2 97  0  0  0
