procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   1280 25684476 2291628 100096736    0    0   420     0 1096 3888  1  0 98  0  0
 1  0   1280 25663688 2291628 100097376    0    0   424     0 1068 4074  1  1 98  0  0
 1  0   1280 25642272 2291628 100097776    0    0   172    44 1111 4143  1  1 97  0  0
 2  0   1280 25622820 2291628 100097936    0    0   320     0 1110 4127  1  1 98  0  0
 0  0   1280 25604064 2291628 100098672    0    0   432     0 1105 4081  1  1 98  0  0
 1  0   1280 25583060 2291628 100099008    0    0     0     0 1103 3812  1  1 98  0  0
 1  0   1280 25565736 2291628 100099216    0    0   436     0 1112 4037  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0   1280 25536632 2291632 100100000    0    0   384  1752 1101 4188  1  1 97  0  0
 1  0   1280 25524524 2291632 100100352    0    0   296     0 1065 4124  1  1 98  0  0
 1  0   1280 25505256 2291632 100100848    0    0   320     0 1072 4098  1  1 98  0  0
 1  0   1280 25482196 2291632 100101600    0    0   592     0 1056 4086  1  1 98  0  0
 1  0   1280 25463092 2291632 100102112    0    0   480     0 1055 4032  1  0 98  0  0
 1  0   1280 25441964 2291632 100102752    0    0   632    28 1100 4187  1  1 98  0  0
 2  0   1280 25419264 2291632 100103760    0    0   736    16 1071 4009  1  1 97  0  0
 1  0   1280 25399320 2291632 100104304    0    0   316     0 1090 4157  1  1 98  0  0
 2  0   1280 25381984 2291632 100104864    0    0   504     0 1111 4270  1  1 98  0  0
 3  0   1280 25354796 2291632 100105248    0    0   188     0 1100 4014  1  1 98  0  0
 1  0   1280 25341404 2291632 100105792    0    0   484  1408 1097 4093  1  1 98  0  0
 2  0   1280 25324048 2291632 100106400    0    0   240     8 1113 4176  1  1 98  0  0
 1  0   1280 25304572 2291632 100106864    0    0   376     0 1115 4171  1  1 98  0  0
 1  0   1280 25282580 2291632 100107024    0    0   152     0 1099 4093  1  1 98  0  0
 2  0   1280 25251396 2291632 100107424    0    0   412    16 1077 4171  1  1 97  0  0
 1  0   1280 25231436 2291632 100108040    0    0   596     0 1092 3945  1  0 98  0  0
 1  0   1280 25209944 2291632 100108608    0    0   364     0 1087 4263  1  1 98  0  0
 3  0   1280 25190684 2291632 100109144    0    0   544     0 1105 4126  1  1 97  0  0
 2  0   1280 25160668 2291632 100109792    0    0   468     0 1116 4017  1  1 98  0  0
 1  0   1280 25146504 2291632 100110496    0    0   504    12 1111 3986  1  1 98  0  0
 2  0   1280 25127356 2291632 100111120    0    0   236  1412 1105 3962  1  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0   1280 25105472 2291632 100111576    0    0   288     0 1094 4132  1  1 98  0  0
 2  0   1280 25086704 2291632 100111936    0    0   120     0 1087 4108  1  1 98  0  0
 1  0   1280 25067992 2291632 100112288    0    0   540     0 1076 3862  1  1 98  0  0
 1  0   1280 25046088 2291636 100113048    0    0   264    16 1103 4105  1  1 98  0  0
 1  0   1280 25026064 2291636 100113312    0    0   268     4 1111 4344  1  1 98  0  0
 1  0   1280 25007528 2291636 100114016    0    0   472     8 1135 3979  1  1 98  0  0
 2  0   1280 24969316 2291636 100114928    0    0   884     0 1111 4007  1  1 98  0  0
 1  0   1280 24954324 2291636 100115384    0    0   180     0  938 3971  1  2 97  0  0
 1  0   1280 24932072 2291640 100115976    0    0   592    12  837 3354  1  1 98  0  0
 1  0   1280 24909316 2291640 100116928    0    0   736  1328  963 3663  1  1 98  0  0
 1  0   1280 24886384 2291640 100117056    0    0   364     0 1030 3664  1  0 98  0  0
 2  0   1280 24869020 2291640 100117760    0    0   404     0 1029 3877  1  1 98  0  0
 2  0   1280 24846876 2291640 100118448    0    0   428     0 1049 3876  1  1 98  0  0
 0  0   1280 24831548 2291640 100118992    0    0   300     0  725 2790  1  1 98  0  0
 0  0   1280 24829740 2291640 100118992    0    0     0   576  130 1126  0  0 100  0  0
 1  0   1280 24821724 2291640 100118992    0    0     0     0  119 1192  0  0 100  0  0
 0  0   1280 24819588 2291640 100118992    0    0     0     0  118  989  0  1 99  0  0
