procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0  16384 16467292 2257096 106598880    0    0    20    33    2    2  2  1 98  0  0
17  0  16384 16554180 2257100 106598896    0    0     0    40 13408 3168 20  3 77  0  0
17  0  16384 16624008 2257100 106598904    0    0     0   124 14072 3177 20  4 76  0  0
19  0  16384 16502240 2257100 106598912    0    0     0    52 12711 3256 19  3 78  0  0
16  0  16384 16126712 2257100 106598928    0    0     0     8 10629 2768 21  4 76  0  0
17  0  16384 15989044 2257100 106598936    0    0     0  1768 12144 3021 22  3 75  0  0
15  0  16384 15993932 2257100 106598944    0    0     0    32 12944 4299 21  3 77  0  0
16  0  16384 16010092 2257104 106599080    0    0     0    28 13486 3391 20  2 78  0  0
15  0  16384 16016484 2257104 106599088    0    0     0     8 14596 3160 19  3 78  0  0
18  0  16384 16033160 2257104 106599096    0    0     0    92 14126 3288 19  3 78  0  0
17  0  16384 16041344 2257104 106599112    0    0     0  1596 14596 2880 19  2 78  0  0
17  0  16384 15835280 2257104 106599120    0    0     0    52 13059 3120 18  3 78  0  0
19  0  16384 15368272 2257104 106599136    0    0     0     8 12500 3006 18  4 78  0  0
17  0  16384 14879024 2257108 106599136    0    0     0   120 12842 3134 18  5 77  0  0
20  0  16384 14459760 2257108 106599152    0    0     0     4 12931 3077 18  4 78  0  0
18  0  16384 14159316 2257108 106599168    0    0     0     8 9644 2289 21  3 75  0  0
17  0  16384 14071896 2257108 106599168    0    0     0  1828 12364 4906 21  3 76  0  0
16  0  16384 14070436 2257108 106599176    0    0     0     8 14526 4356 20  3 77  0  0
17  0  16384 14074980 2257108 106599264    0    0     0    48 13154 5187 21  3 77  0  0
15  0  16384 14078208 2257112 106599392    0    0     0    20 14587 3268 20  3 77  0  0
16  0  16384 14079376 2257112 106599408    0    0     0  1588 13167 3421 19  3 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
23  0  16384 14085120 2257112 106599408    0    0     0   648 13537 3277 20  2 78  0  0
17  0  16384 14081396 2257112 106599552    0    0     0    12 13706 3452 19  3 78  0  0
21  0  16384 14092484 2257112 106599568    0    0     0   100 13282 3137 19  3 78  0  0
17  0  16384 14094896 2257116 106599568    0    0     0    24 14592 3161 19  3 78  0  0
16  0  16384 14100512 2257116 106599584    0    0     0    20 12959 3247 19  3 78  0  0
14  0  16384 14043744 2257116 106599592    0    0     0  1708 8380 2551 22  2 76  0  0
16  0  16384 14042684 2257116 106599592    0    0     0    96 14700 4044 20  3 77  0  0
20  0  16384 14045348 2257116 106599616    0    0     0     8 12726 4285 21  3 76  0  0
16  0  16384 14042476 2257116 106599616    0    0     0    20 13434 5290 20  3 77  0  0
 3  0  16384 14051060 2257116 106599632    0    0     0     4 13704 3242 19  3 78  0  0
17  0  16384 14045480 2257116 106599632    0    0     0  1620 14499 3094 19  2 78  0  0
16  0  16384 14054152 2257116 106599776    0    0     0    20 14941 3106 19  2 79  0  0
16  0  16384 14057948 2257116 106599784    0    0     0     8 13316 3506 19  2 78  0  0
16  0  16384 14056004 2257116 106599792    0    0     0   112 14911 3279 19  3 78  0  0
16  0  16384 14058148 2257120 106599808    0    0     0   184 13381 3256 19  3 79  0  0
17  0  16384 14058332 2257120 106599824    0    0     0    20 11670 3224 20  3 77  0  0
19  0  16384 13993460 2257120 106599824    0    0     0  1864 9149 2550 23  2 75  0  0
18  0  16384 13976596 2257120 106599832    0    0     0   116 13725 4275 21  3 77  0  0
18  0  16384 13980696 2257120 106599840    0    0     0    60 13238 3916 21  3 76  0  0
17  0  16384 13981544 2257124 106599856    0    0     0    16 14051 4729 20  2 78  0  0
16  0  16384 13977344 2257124 106599872    0    0     0   128 14740 3340 19  4 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
24  0  16384 13981328 2257124 106600000    0    0     0  1592 13724 3514 19  3 79  0  0
16  0  16384 13981036 2257124 106600016    0    0     0    16 14748 3426 19  3 78  0  0
15  0  16384 13981724 2257124 106600024    0    0     0     8 13975 3584 19  3 78  0  0
15  0  16384 13980796 2257124 106600032    0    0     0   100 14256 3909 19  3 79  0  0
16  0  16384 13977776 2257124 106600048    0    0     0    60 13383 3753 18  3 79  0  0
18  0  16384 13976012 2257124 106600048    0    0     0  1704 13311 4019 19  3 78  0  0
17  0  16384 13762208 2257124 106600064    0    0     0    40 11373 2884 21  3 76  0  0
16  0  16384 13568480 2257124 106600080    0    0     0    92 12128 3385 22  3 75  0  0
19  0  16384 13566948 2257124 106600096    0    0     0     8 14852 3956 20  3 77  0  0
16  0  16384 13570908 2257124 106600096    0    0     0     4 11860 3935 21  2 77  0  0
17  0  16384 13566856 2257128 106600112    0    0     0  1740 14321 5136 20  4 77  0  0
18  0  16384 13567580 2257128 106600120    0    0     0     8 14007 3485 19  3 78  0  0
17  0  16384 13557716 2257128 106600128    0    0     0    28 13560 3271 19  3 79  0  0
16  0  16384 13567600 2257128 106600136    0    0     0   100 13592 3369 19  2 79  0  0
16  0  16384 13567044 2257128 106600144    0    0     0     4 14509 3182 19  2 78  0  0
16  0  16384 13565876 2257132 106600152    0    0     0  1740 13424 3427 19  3 78  0  0
15  0  16384 13572272 2257132 106600168    0    0     0     4 14780 3165 19  3 78  0  0
16  0  16384 13576112 2257132 106600240    0    0     0   104 13929 3377 19  2 79  0  0
17  0  16384 13576968 2257132 106600248    0    0     0    32 10207 1629 24  2 74  0  0
17  0  16384 13575260 2257132 106600256    0    0     0     4 13005 4115 21  3 76  0  0
15  0  16384 13580204 2257132 106600384    0    0     0  1352 14606 3862 21  3 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0  16384 13584636 2257132 106600400    0    0     0    16 12453 5381 21  3 76  0  0
16  0  16384 13573176 2257132 106600408    0    0     0   112 13875 3255 19  3 77  0  0
16  0  16384 13573728 2257132 106600544    0    0     0   140 14750 2915 19  2 79  0  0
16  0  16384 13570076 2257132 106600560    0    0     0     8 13559 3219 19  3 78  0  0
18  0  16384 13574356 2257132 106600568    0    0     0   832 13294 3321 19  2 79  0  0
16  0  16384 13572044 2257136 106600584    0    0     0  1052 14290 3451 19  3 78  0  0
16  0  16384 13576720 2257136 106600592    0    0     0    48 14583 3068 18  3 78  0  0
12  0  16384 13573200 2257136 106600608    0    0     0     8 13995 3395 19  2 79  0  0
16  0  16384 13580816 2257136 106600608    0    0     0     4 12760 3188 19  2 78  0  0
16  0  16384 13442736 2257136 106600624    0    0     0   124 10069 2197 24  2 74  0  0
17  0  16384 13409140 2257140 106600624    0    0     0  1548 13938 4377 20  3 77  0  0
15  0  16384 13407976 2257140 106600640    0    0     0     8 13893 4246 21  3 77  0  0
17  0  16384 13403392 2257140 106600776    0    0     0   108 12256 5235 21  3 75  0  0
16  0  16384 13405344 2257140 106600784    0    0     0     4 13534 3258 19  2 79  0  0
22  0  16384 13404348 2257140 106600800    0    0     0    28 14801 3127 19  3 78  0  0
15  0  16384 13405372 2257140 106600800    0    0     0  1808 13519 3201 19  2 79  0  0
16  0  16384 13402604 2257144 106600816    0    0     0    16 14430 2964 19  2 78  0  0
18  0  16384 13407472 2257144 106600824    0    0     0    12 15059 3193 19  4 77  0  0
16  0  16384 13407876 2257144 106600832    0    0     0     8 13859 3014 19  2 79  0  0
16  0  16384 13405644 2257144 106600848    0    0     0    96 13873 3474 19  3 78  0  0
17  0  16384 13407316 2257144 106600848    0    0     0  1680 13098 3297 20  2 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0  16384 13405808 2257144 106600864    0    0     0    16 9925 2071 24  2 74  0  0
17  0  16384 13406448 2257148 106600880    0    0     0     8 14452 4434 20  3 77  0  0
18  0  16384 13399448 2257148 106601016    0    0     0   100 14322 3889 21  3 75  0  0
16  0  16384 13400040 2257148 106601024    0    0     0     8 12206 5482 20  3 77  0  0
16  0  16384 13398044 2257148 106601040    0    0     0  1668 13762 3391 19  3 78  0  0
16  0  16384 13394204 2257148 106601040    0    0     0     8 13250 3286 19  3 78  0  0
16  0  16384 13394872 2257152 106601056    0    0     0   124 13544 3399 19  3 78  0  0
18  0  16384 13390816 2257152 106601064    0    0     0    72 9279 3018 13  4 83  0  0
18  0  16384 13382656 2257152 106601104    0    0     0     8 13447 5087 17  3 80  0  0
16  0  16384 13370864 2257152 106601104    0    0     0  1772 13914 4234 18  3 79  0  0
16  0  16384 13376288 2257152 106601120    0    0     0     8 13646 4126 19  3 78  0  0
14  0  16384 13376576 2257152 106601136    0    0     0     4 14480 3531 19  3 79  0  0
16  0  16384 13375320 2257152 106601144    0    0     0    60 11832 3196 20  3 77  0  0
 1  0  16384 13196108 2257152 106601280    0    0     0    96 8477 2173 20  4 76  0  0
 1  0  16384 13185140 2257152 106601288    0    0     0  1804  263 2177  2  1 97  0  0
 1  0  16384 13180612 2257152 106601296    0    0     0     8  260 2292  2  0 98  0  0
 0  0  16384 13176664 2257152 106601312    0    0     0   176  275 1860  1  1 98  0  0
 1  0  16384 13182432 2257156 106601328    0    0     0   128  202 1519  0  0 99  0  0
 2  0  16384 13180848 2257156 106601328    0    0     0     8  196 1540  0  1 99  0  0
 0  0  16384 13190324 2257156 106601344    0    0     0  1596  247 1462  0  1 99  0  0
 0  0  16384 13196200 2257156 106601344    0    0     0     8  244 1926  0  0 99  0  0
