procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 701724 5622960 24478924    0    0  2082   112 2927    3  1  0 99  0  0  0
 1  0   2304 701484 5622960 24478928    0    0     0     0 8247 8823  1  2 97  0  0  0
 0  0   2304 700728 5622960 24478928    0    0     0     0 8210 9197  1  1 98  0  0  0
 0  0   2304 700748 5622960 24478928    0    0     0     0 8175 8463  1  1 98  0  0  0
 0  0   2304 701412 5622964 24478928    0    0     0    32 8119 8077  1  1 98  0  0  0
 1  0   2304 701832 5622964 24478928    0    0     0   108 8323 8430  1  1 98  0  0  0
 0  0   2304 701832 5622972 24478928    0    0     0   188 7629 7566  1  1 98  0  0  0
 6  0   2304 701800 5622972 24478928    0    0     0     0 6771 7055  1  1 98  0  0  0
 0  0   2304 701800 5622972 24478928    0    0     0     0 7285 7077  1  1 98  0  0  0
 0  0   2304 700640 5622972 24478928    0    0     0    16 11656 9918  1  2 97  0  0  0
 0  0   2304 701296 5622972 24478928    0    0     0    84 11532 9736  1  2 97  0  0  0
 0  0   2304 701296 5622984 24478928    0    0     0    52 13751 12027  2  2 96  0  0  0
 1  0   2304 696948 5622984 24478928    0    0     0     4 13535 12058  1  2 97  0  0  0
 0  0   2304 696948 5622984 24478932    0    0     0     0 13526 11678  2  2 96  0  0  0
 1  0   2304 696692 5622984 24478932    0    0     0     0 13017 10519  1  2 97  0  0  0
 0  0   2304 696692 5622984 24478932    0    0     0     0 12301 10242  1  2 97  0  0  0
 0  0   2304 696696 5622984 24478932    0    0     0    36 12164 10610  1  2 97  0  0  0
 1  0   2304 696696 5622992 24478932    0    0     0   108 11755 10009  1  2 98  0  0  0
 1  0   2304 696440 5622992 24478932    0    0     0     4 8880 7724  1  1 98  0  0  0
 1  0   2304 695676 5622992 24478936    0    0     0     0 8161 7842  1  1 98  0  0  0
 1  0   2304 695940 5622992 24478936    0    0     0   232 12497 10457  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 695940 5622992 24478936    0    0     0    12 12034 10598  1  2 97  0  0  0
 0  0   2304 695940 5622996 24478936    0    0     0   148 11048 10093  1  2 97  0  0  0
 0  0   2304 695940 5623004 24478936    0    0     0    12 13290 11038  1  2 97  0  0  0
 3  0   2304 695940 5623004 24478936    0    0     0     4 13239 10597  1  2 97  0  0  0
 2  0   2304 695940 5623004 24478936    0    0     0     0 13625 11106  1  2 97  0  0  0
 0  0   2304 695684 5623004 24478936    0    0     0     0 13412 10660  1  2 97  0  0  0
 2  0   2304 695940 5623004 24478936    0    0     0     8 13627 11223  1  2 97  0  0  0
 0  0   2304 695428 5623012 24478936    0    0     0    96 13822 11244  1  2 97  0  0  0
 0  0   2304 695940 5623020 24478936    0    0     0    12 13829 11033  1  2 97  0  0  0
 0  0   2304 695684 5623020 24478936    0    0     0     4 13838 11326  1  2 97  0  0  0
 0  0   2304 695940 5623020 24478936    0    0     0     0 13641 11608  1  2 97  0  0  0
 0  0   2304 695436 5623020 24478936    0    0     0     0 13597 11873  1  2 97  0  0  0
 0  0   2304 695436 5623020 24478936    0    0     0    16 12405 10561  1  2 98  0  0  0
 0  0   2304 695180 5623020 24478936    0    0     0   140 11933 9694  1  2 98  0  0  0
 2  0   2304 695436 5623032 24478936    0    0     0    28 13614 10957  1  2 97  0  0  0
 2  0   2304 695180 5623032 24478936    0    0     0     4 13518 10653  1  2 97  0  0  0
 0  0   2304 695180 5623032 24478936    0    0     0     0 13927 11582  1  2 97  0  0  0
 2  0   2304 695436 5623032 24478936    0    0     0     0 13396 10660  1  2 97  0  0  0
 1  0   2304 695436 5623032 24478936    0    0     0     0 13604 11131  1  2 97  0  0  0
 2  0   2304 695436 5623040 24478928    0    0     0   800 13961 11893  2  2 97  0  0  0
 1  0   2304 691340 5623048 24478936    0    0     0    12 14085 12360  3  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 3  0   2304 691992 5623048 24478936    0    0     0     4 13578 12374  1  2 96  0  0  0
 0  0   2304 691736 5623048 24478940    0    0     0     0 13939 12435  2  2 96  0  0  0
 0  0   2304 691992 5623048 24478940    0    0     0     0 13236 10385  1  2 97  0  0  0
 0  0   2304 691992 5623048 24478940    0    0     0   172 12332 10497  1  2 97  0  0  0
 1  0   2304 694184 5623048 24478940    0    0     0   136 11424 9380  1  2 97  0  0  0
 6  0   2304 693168 5623060 24478940    0    0     0   200 13625 11345  1  2 97  0  0  0
 1  0   2304 693936 5623060 24478944    0    0     0     8 13319 10699  1  2 97  0  0  0
 0  0   2304 693936 5623060 24478944    0    0     0     0 13336 11045  1  2 98  0  0  0
 0  0   2304 693684 5623060 24478944    0    0     0   220 13535 11179  1  2 97  0  0  0
 1  0   2304 693684 5623060 24478944    0    0     0     8 13334 11432  1  2 97  0  0  0
 1  0   2304 693428 5623060 24478944    0    0     0   148 13459 11679  1  2 97  0  0  0
 1  0   2304 693684 5623068 24478948    0    0     0    20 13553 11081  1  2 98  0  0  0
 0  0   2304 693428 5623068 24478948    0    0     0     4 13484 10795  1  2 97  0  0  0
 0  0   2304 693684 5623068 24478948    0    0     0     0 13403 10790  1  2 97  0  0  0
 0  0   2304 693428 5623068 24478948    0    0     0     0 13476 10464  1  2 97  0  0  0
 0  0   2304 693684 5623072 24479040    0    0     0   236 13341 10865  1  2 97  0  0  0
 0  0   2304 693684 5623072 24478948    0    0     0    44 11006 9419  1  2 97  0  0  0
 0  0   2304 693428 5623084 24478952    0    0     0   152 13425 11104  1  2 97  0  0  0
 1  0   2304 693684 5623084 24478952    0    0     0     4 13030 11447  1  2 97  0  0  0
 0  0   2304 693428 5623084 24478952    0    0     0     0 13624 11534  1  1 97  0  0  0
 0  0   2304 693684 5623084 24478952    0    0     0     0 13479 11800  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 693428 5623084 24478952    0    0     0     0 13664 11289  1  2 97  0  0  0
 0  0   2304 693684 5623088 24478952    0    0     0   416 13613 10895  1  2 97  0  0  0
 1  0   2304 693684 5623096 24478952    0    0     0    12 13657 11031  1  2 97  0  0  0
 0  0   2304 693172 5623096 24478952    0    0     0     4 13704 10639  1  2 97  0  0  0
 2  0   2304 693684 5623096 24478952    0    0     0     0 13452 10959  1  1 98  0  0  0
 0  0   2304 693684 5623096 24478952    0    0     0     0 13629 10917  1  2 97  0  0  0
 0  0   2304 693684 5623096 24478952    0    0     0    16 13422 11050  1  2 97  0  0  0
 0  0   2304 693684 5623104 24478952    0    0     0    80 12053 10518  1  2 97  0  0  0
 1  0   2304 693684 5623112 24478952    0    0     0    12 11862 10606  1  2 97  0  0  0
 0  0   2304 693656 5623112 24478952    0    0     0     4 13413 11776  1  2 97  0  0  0
 1  0   2304 693912 5623112 24478952    0    0     0     0 13413 11591  1  2 97  0  0  0
 0  0   2304 693912 5623112 24478952    0    0     0     0 13426 10630  1  2 97  0  0  0
 0  0   2304 693912 5623116 24478952    0    0     0   112 13144 10758  1  2 97  0  0  0
 0  0   2304 693144 5623116 24478952    0    0     0     0 13990 11836  1  2 97  0  0  0
 0  0   2304 693912 5623124 24478952    0    0     0    12 13760 11342  1  2 97  0  0  0
 1  0   2304 693912 5623124 24478952    0    0     0     4 13649 10853  1  2 98  0  0  0
 1  0   2304 693912 5623124 24478952    0    0     0     0 13365 10951  1  1 98  0  0  0
 1  0   2304 696808 5623132 24478956    0    0     0   268 13935 12328  1  2 97  0  0  0
 0  0   2304 696592 5623132 24478956    0    0     0     0 13624 11892  1  2 97  0  0  0
 1  0   2304 697076 5623132 24478956    0    0     0   168 13511 11703  1  2 97  0  0  0
 0  0   2304 696820 5623140 24478956    0    0     0    12 11148 9386  1  2 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 3  0   2304 697076 5623140 24478956    0    0     0     4 11868 9558  1  2 97  0  0  0
 1  0   2304 696820 5623144 24478960    0    0     0    56 13369 10823  1  2 97  0  0  0
 0  0   2304 697076 5623144 24478960    0    0     0     0 12660 10518  1  2 97  0  0  0
 1  0   2304 697076 5623144 24478960    0    0     0     0 13503 10864  1  2 97  0  0  0
