procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 659548 5624064 24479304    0    0  2078   112 2936    3  1  0 99  0  0  0
 0  0   2304 658468 5624072 24479308    0    0     0   140 17356 15093  2  2 96  0  0  0
 1  0   2304 658468 5624072 24479308    0    0     0     0 17760 15252  2  3 95  0  0  0
 0  0   2304 657448 5624072 24479308    0    0     0     0 17280 14652  1  2 96  0  0  0
 2  0   2304 657964 5624072 24479308    0    0     0     0 17890 16400  1  3 96  0  0  0
 0  0   2304 658264 5624072 24479308    0    0     0     0 17650 14710  1  3 96  0  0  0
 0  0   2304 656916 5624080 24479308    0    0     0   204 17309 14485  2  3 95  0  0  0
 1  0   2304 658976 5624088 24479308    0    0     0    80 12079 9788  1  2 97  0  0  0
 0  0   2304 661940 5624088 24479308    0    0     0     0 14594 12077  1  2 97  0  0  0
 0  0   2304 663192 5624088 24479308    0    0     0     0 16986 13358  1  2 96  0  0  0
 2  0   2304 664636 5624088 24479308    0    0     0     0 15088 12962  2  2 96  0  0  0
 4  0   2304 664892 5624096 24479308    0    0     0    40 17940 15115  2  3 95  0  0  0
 0  0   2304 663872 5624100 24479308    0    0     0   112 17441 14472  2  3 96  0  0  0
 1  0   2304 662868 5624100 24479308    0    0     0     0 18020 15071  1  2 96  0  0  0
 1  0   2304 662736 5624100 24479308    0    0     0     0 17760 15544  2  3 96  0  0  0
 0  0   2304 662992 5624100 24479308    0    0     0     0 17222 13613  1  3 96  0  0  0
 1  0   2304 658892 5624100 24479308    0    0     0    12 18033 14665  2  3 95  0  0  0
 0  0   2304 659148 5624108 24479308    0    0     0    12 17519 14395  2  3 96  0  0  0
 1  0   2304 659148 5624116 24479308    0    0     0   296 17764 14505  2  3 95  0  0  0
 0  0   2304 659148 5624116 24479308    0    0     0     0 14644 11655  1  2 97  0  0  0
 0  0   2304 658896 5624116 24479308    0    0     0     0 12435 11266  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 657920 5624120 24479304    0    0     0    12 16630 14039  2  3 95  0  0  0
 0  0   2304 658176 5624124 24479308    0    0     0     8 17049 13952  1  3 96  0  0  0
 0  0   2304 658176 5624124 24479308    0    0     0   100 13159 11408  1  2 97  0  0  0
 1  0   2304 657920 5624128 24479308    0    0     0    32 17033 14560  1  3 96  0  0  0
 2  0   2304 658176 5624128 24479308    0    0     0   184 17524 13844  2  3 95  0  0  0
 1  0   2304 658428 5624128 24479308    0    0     0     0 17842 14618  2  3 95  0  0  0
 1  0   2304 658428 5624136 24479308    0    0     0    12 17420 13840  1  3 96  0  0  0
 0  0   2304 658428 5624136 24479308    0    0     0     4 17365 14377  2  3 96  0  0  0
 1  0   2304 658172 5624144 24479308    0    0     0    16 17622 14294  1  2 96  0  0  0
 0  0   2304 658428 5624144 24479308    0    0     0     0 13970 12143  1  2 96  0  0  0
 1  0   2304 657404 5624144 24479308    0    0     0    96 17047 14157  2  3 96  0  0  0
 1  0   2304 658428 5624144 24479308    0    0     0     0 15499 12785  1  2 96  0  0  0
 0  0   2304 658428 5624152 24479308    0    0     0    12 11849 9566  1  2 98  0  0  0
 0  0   2304 658172 5624152 24479308    0    0     0     4 14172 12188  1  2 96  0  0  0
 1  0   2304 658428 5624152 24479308    0    0     0     0 16608 13054  2  3 96  0  0  0
 1  0   2304 658172 5624156 24479304    0    0     0    16 16519 13730  2  2 96  0  0  0
 0  0   2304 658428 5624156 24479308    0    0     0    60 13615 11304  1  2 97  0  0  0
 0  0   2304 658172 5624156 24479308    0    0     0     0 17299 13744  1  2 96  0  0  0
 0  0   2304 658428 5624164 24479308    0    0     0    12 17532 14075  1  3 96  0  0  0
 0  0   2304 658428 5624164 24479308    0    0     0     4 17736 14894  2  3 95  0  0  0
 1  0   2304 658172 5624164 24479308    0    0     0     0 17661 14510  1  3 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 658428 5624164 24479308    0    0     0    96 17751 14535  2  3 96  0  0  0
 0  0   2304 657920 5624168 24479312    0    0     0    28 18024 14904  2  3 96  0  0  0
 0  0   2304 658176 5624168 24479316    0    0     0     0 17703 15613  2  3 96  0  0  0
 0  0   2304 657920 5624176 24479316    0    0     0   168 17422 14102  2  3 95  0  0  0
 1  0   2304 658176 5624176 24479316    0    0     0     8 12427 10366  1  2 97  0  0  0
 2  0   2304 657920 5624176 24479320    0    0     0     0 11584 9441  1  2 97  0  0  0
 0  0   2304 658176 5624176 24479320    0    0     0   100 15733 13222  2  2 96  0  0  0
 0  0   2304 658176 5624176 24479320    0    0     0    40 15631 12210  1  2 97  0  0  0
 1  0   2304 657152 5624176 24479320    0    0     0     0 13680 11740  1  2 97  0  0  0
 0  0   2304 658176 5624184 24479320    0    0     0   188 15036 12611  1  3 96  0  0  0
 1  0   2304 657920 5624184 24479320    0    0     0    12 16156 13197  2  3 96  0  0  0
 1  0   2304 658176 5624184 24479320    0    0     0     0 16420 13160  1  2 97  0  0  0
 1  0   2304 657920 5624184 24479320    0    0     0   120 17781 15651  1  3 96  0  0  0
 1  0   2304 658176 5624192 24479312    0    0     0    44 17711 14240  1  3 96  0  0  0
 0  0   2304 657920 5624192 24479320    0    0     0     0 17493 13979  2  3 95  0  0  0
 0  0   2304 657920 5624200 24479320    0    0     0    12 17321 13799  1  3 96  0  0  0
 0  0   2304 658176 5624200 24479320    0    0     0     4 17790 14590  2  3 96  0  0  0
 1  0   2304 657920 5624200 24479320    0    0     0     0 17534 13941  2  2 96  0  0  0
 0  0   2304 658176 5624200 24479320    0    0     0    96 14901 12739  1  2 96  0  0  0
 0  0   2304 657920 5624200 24479320    0    0     0     0 12097 10029  1  2 97  0  0  0
 0  0   2304 657920 5624208 24479320    0    0     0    16 15807 12855  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 657920 5624216 24479320    0    0     0    12 16384 13187  2  3 96  0  0  0
 0  0   2304 657920 5624216 24479320    0    0     0     4 16482 14653  2  3 95  0  0  0
 0  0   2304 657408 5624216 24479320    0    0     0    96 13591 11173  1  2 97  0  0  0
 1  0   2304 657920 5624216 24479320    0    0     0     0 17759 14445  1  3 96  0  0  0
 0  0   2304 657664 5624216 24479320    0    0     0     0 16086 13056  1  3 96  0  0  0
 1  0   2304 657664 5624216 24479320    0    0     0     0 15312 12621  1  2 96  0  0  0
 0  0   2304 657920 5624232 24479320    0    0     0    28 14130 11406  1  2 97  0  0  0
 0  0   2304 657920 5624232 24479320    0    0     0     4 14965 12613  1  2 97  0  0  0
 0  0   2304 657920 5624232 24479320    0    0     0    84 15052 12231  1  2 96  0  0  0
 0  0   2304 657416 5624232 24479328    0    0     0     0 15762 12833  1  2 97  0  0  0
 1  0   2304 657672 5624232 24479328    0    0     0     0 15222 12612  1  2 97  0  0  0
 0  0   2304 657416 5624232 24479328    0    0     0     0 17527 15075  1  2 97  0  0  0
 1  0   2304 657672 5624240 24479320    0    0     0    12 15347 12663  1  2 97  0  0  0
 2  0   2304 657416 5624248 24479324    0    0     0    20 12026 9930  1  2 97  0  0  0
 1  0   2304 657416 5624248 24479332    0    0     0    72 13349 10758  1  2 97  0  0  0
 1  0   2304 657672 5624248 24479332    0    0     0     0 16758 13968  1  2 97  0  0  0
 1  0   2304 657416 5624248 24479332    0    0     0     0 16271 12730  1  2 97  0  0  0
 0  0   2304 657164 5624248 24479324    0    0     0     0 13262 12163  1  2 97  0  0  0
 1  0   2304 657172 5624256 24479336    0    0     0   284 17570 15138  2  2 96  0  0  0
