procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0    512 24594212 2378424 100030232    0    0    51    77    3    5  3  1 96  0  0
15  0    512 24596832 2378424 100030240    0    0     0    60 30335 2827 17  7 76  0  0
16  0    512 24600892 2378424 100030248    0    0     0     4 29376 2837 16  7 77  0  0
18  0    512 24614348 2378424 100030384    0    0     0    12 28671 3179 16  7 77  0  0
15  0    512 24610344 2378424 100030400    0    0     0  1836 28999 2902 16  8 76  0  0
14  0    512 24609832 2378428 100030424    0    0     0    48 29179 2756 16  7 76  0  0
18  0    512 24614564 2378428 100030448    0    0     0     4 29459 3117 16  7 76  0  0
17  0    512 24607112 2378428 100030456    0    0     0     4 28954 2661 16  6 77  0  0
16  0    512 24617988 2378432 100030448    0    0     0    96 26118 2699 14  9 77  0  0
17  0    512 24622296 2378432 100030448    0    0     0  1652 27040 3118 15  8 77  0  0
16  0    512 24621628 2378432 100030464    0    0     0   136 22471 3003 13 10 77  0  0
17  0    512 24616076 2378436 100030464    0    0     0    16 24834 3046 14  8 78  0  0
16  0    512 24605280 2378436 100030480    0    0     0   112 24075 2891 13  9 77  0  0
16  0    512 24481320 2378436 100030480    0    0     0     4 29710 2249 17  7 76  0  0
18  0    512 24458504 2378436 100030488    0    0     0     8 29429 3275 18  6 75  0  0
18  0    512 24470068 2378436 100030624    0    0     0  1592 33278 3012 19  7 74  0  0
17  0    512 24474660 2378436 100030672    0    0     0   116 34386 2969 18  6 75  0  0
17  0    512 24474464 2378436 100030672    0    0     0    32 34057 2944 19  6 74  0  0
16  0    512 24481172 2378436 100030688    0    0     0     8 33526 2954 19  6 76  0  0
16  0    512 24481360 2378436 100030688    0    0     0    16 32758 2980 18  6 76  0  0
16  0    512 24486460 2378440 100030696    0    0     0  1908 35025 2754 20  6 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0    512 24490408 2378440 100030720    0    0     0    20 33814 2821 18  7 75  0  0
16  0    512 24493976 2378444 100030720    0    0     0     4 33960 2771 19  6 75  0  0
17  0    512 24492060 2378444 100030736    0    0     0     8 33798 2764 19  6 75  0  0
16  0    512 24499000 2378444 100030736    0    0     0    84 34190 2758 19  6 75  0  0
18  0    512 24499848 2378444 100030752    0    0     0  1604 33029 2934 18  7 75  0  0
18  0    512 24500944 2378444 100030768    0    0     0     4 34070 2770 18  8 75  0  0
20  0    512 24419324 2378448 100030768    0    0     0   856 32142 3139 18  6 76  0  0
16  0    512 24337152 2378448 100030896    0    0     0    96 29717 5929 19  6 75  0  0
16  0    512 24338628 2378448 100030912    0    0     0     4 33672 2513 20  6 75  0  0
17  0    512 24329328 2378448 100030912    0    0     0  1544 34093 2597 19  7 74  0  0
16  0    512 24341220 2378448 100030912    0    0     0     4 34885 2690 19  6 74  0  0
16  0    512 24343892 2378452 100031016    0    0     0   136 35410 2651 20  7 73  0  0
19  0    512 24342932 2378452 100031024    0    0     0     4 34359 2542 19  7 74  0  0
16  0    512 24345508 2378452 100031024    0    0     0     4 34322 2488 18  6 76  0  0
16  0    512 24349992 2378452 100031040    0    0     0  1592 33873 2789 19  6 74  0  0
16  0    512 24351696 2378452 100031048    0    0     0     8 33894 2952 19  6 75  0  0
18  0    512 24357204 2378452 100031056    0    0     0   132 34213 2802 19  7 74  0  0
16  0    512 24358556 2378452 100031056    0    0     0     4 34314 2622 19  6 75  0  0
17  0    512 24353900 2378452 100031200    0    0     0   120 33737 2806 19  6 75  0  0
16  0    512 24356980 2378452 100031216    0    0     0   104 33993 2929 19  6 75  0  0
15  0    512 24356648 2378452 100031224    0    0     0  1780 34452 2504 19  6 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0    512 24339948 2378452 100031232    0    0     0    16 30184 2822 19  5 75  0  0
16  0    512 24339820 2378456 100031232    0    0     0    16 32852 2491 19  7 74  0  0
16  0    512 24339204 2378456 100031248    0    0     0     4 34155 2314 20  6 74  0  0
17  0    512 24341292 2378456 100031256    0    0     0   116 34107 2938 19  6 75  0  0
17  0    512 24337268 2378456 100031264    0    0     0  1568 33297 2757 18  6 76  0  0
14  0    512 24344536 2378456 100031264    0    0     0     4 34731 2727 19  6 74  0  0
17  0    512 24349308 2378456 100031272    0    0     0    44 32953 2893 18  6 76  0  0
 4  0    512 24351140 2378456 100031288    0    0     0    88 33281 2879 19  7 74  0  0
16  0    512 24351032 2378456 100031296    0    0     0    20 33678 2785 18  6 76  0  0
17  0    512 24352956 2378456 100031424    0    0     0  1568 33672 2771 19  6 75  0  0
16  0    512 24356088 2378456 100031440    0    0     0    12 34523 2667 19  6 74  0  0
16  0    512 24355624 2378456 100031456    0    0     0   100 35249 2504 20  6 74  0  0
17  0    512 24355196 2378456 100031456    0    0     0    52 34980 2399 20  7 74  0  0
17  0    512 24350936 2378456 100031472    0    0     0     8 34164 2843 18  6 76  0  0
18  0    512 24345988 2378456 100031472    0    0     0  1724 32322 2366 20  6 74  0  0
16  0    512 24343648 2378456 100031480    0    0     0    24 33456 2157 20  6 74  0  0
16  0    512 24346828 2378456 100031488    0    0     0    96 33904 2217 20  6 74  0  0
17  0    512 24345764 2378460 100031488    0    0     0    28 33752 2390 19  6 75  0  0
16  0    512 24343796 2378460 100031504    0    0     0     4 33700 2316 19  8 74  0  0
16  0    512 24345340 2378460 100031504    0    0     0  1432 33452 2404 19  6 75  0  0
17  0    512 24340744 2378460 100031520    0    0     0   112 33833 2375 19  6 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0    512 24346140 2378460 100031520    0    0     0    52 34180 2368 20  6 74  0  0
16  0    512 24353972 2378460 100031664    0    0     0    16 34791 2628 19  6 75  0  0
17  0    512 24350168 2378464 100031672    0    0     0    16 34795 2418 20  7 73  0  0
16  0    512 24351196 2378464 100031680    0    0     0  1964 33094 2668 18  6 76  0  0
17  0    512 24349816 2378464 100031696    0    0     0     4 34578 2048 19  6 75  0  0
15  0    512 24349276 2378464 100031704    0    0     0     4 33666 2292 18  6 76  0  0
17  0    512 24348976 2378464 100031712    0    0     0   116 33894 2492 19  6 75  0  0
16  0    512 24353652 2378464 100031712    0    0     0    20 35200 2147 20  5 75  0  0
17  0    512 24337652 2378464 100031728    0    0     0  1680 30682 2839 20  7 73  0  0
17  0    512 24337680 2378464 100031728    0    0     0     4 33529 2553 20  6 75  0  0
17  0    512 24336348 2378464 100031736    0    0     0     4 33931 2229 18  6 76  0  0
15  0    512 24332420 2378464 100031744    0    0     0     8 33525 2822 19  6 75  0  0
16  0    512 24334484 2378464 100031760    0    0     0   112 34116 2949 18  7 75  0  0
17  0    512 24331020 2378464 100031896    0    0     0    48 33826 2675 19  7 75  0  0
16  0    512 24329704 2378464 100031904    0    0     0  1704 31983 3123 17  7 77  0  0
18  0    512 24323072 2378464 100031912    0    0     0    84 34320 2568 20  6 75  0  0
16  0    512 24328404 2378464 100031920    0    0     0     4 34976 2675 20  6 74  0  0
16  0    512 24329520 2378464 100031920    0    0     0    12 34503 2623 19  6 75  0  0
16  0    512 24329560 2378464 100031928    0    0     0    16 34384 2410 19  7 75  0  0
16  0    512 24327936 2378464 100031944    0    0     0  1660 33852 2862 19  7 74  0  0
16  0    512 24326732 2378464 100031952    0    0     0   128 34463 2922 19  6 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0    512 24326492 2378464 100031960    0    0     0     8 34582 2677 19  5 75  0  0
17  0    512 24316900 2378464 100031976    0    0     0    32 30541 3397 19  6 76  0  0
16  0    512 24313940 2378464 100031984    0    0     0     4 32763 2716 20  5 75  0  0
19  0    512 24309844 2378468 100031984    0    0     0  1672 34240 2308 19  6 74  0  0
16  0    512 24312240 2378468 100032128    0    0     0    32 34610 2625 20  7 74  0  0
17  0    512 24313412 2378468 100032136    0    0     0    20 33747 2461 19  6 75  0  0
16  0    512 24311136 2378468 100032144    0    0     0   116 34296 2658 19  6 75  0  0
16  0    512 24312592 2378472 100032160    0    0     0    20 33809 2947 19  6 76  0  0
