procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  2   2304 809880 5485808 24574408    0    0  4653   188 4218    3  1  1 99  0  0  0
 0  0   2304 804816 5485816 24574416    0    0     0    28 3541 5623  0  1 99  0  0  0
 0  0   2304 804308 5485816 24574416    0    0     0     0 4444 8617  1  1 98  0  0  0
 0  0   2304 804564 5485816 24574416    0    0     0   144 3828 6319  1  1 99  0  0  0
 1  0   2304 804564 5485816 24574416    0    0     0     0 3543 5716  0  1 99  0  0  0
 0  0   2304 804312 5485816 24574416    0    0     0     0 3583 5648  1  1 99  0  0  0
 0  0   2304 804312 5485832 24574416    0    0     0   228 3755 6188  0  1 99  0  0  0
 0  0   2304 803556 5485832 24574416    0    0     0     0 3960 6221  0  1 99  0  0  0
 0  0   2304 803556 5485832 24574416    0    0     0     0 3316 5419  1  1 99  0  0  0
 0  0   2304 803304 5485832 24574416    0    0     0     0 2846 4597  0  0 99  0  0  0
 0  0   2304 803304 5485832 24574416    0    0     0    68 3021 4809  1  0 99  0  0  0
 0  0   2304 803304 5485848 24574400    0    0     0    60 2930 4734  0  1 99  0  0  0
 0  0   2304 803304 5485848 24574416    0    0     0     4 3511 6726  1  1 99  0  0  0
 0  0   2304 803304 5485848 24574416    0    0     0     0 2996 4643  0  0 99  0  0  0
 1  0   2304 803304 5485848 24574416    0    0     0     0 3271 5427  1  1 99  0  0  0
 0  0   2304 803304 5485848 24574416    0    0     0    92 2931 4552  0  0 99  0  0  0
 0  0   2304 803304 5485848 24574416    0    0     0     0 3115 4858  0  0 99  0  0  0
 0  0   2304 803304 5485864 24574408    0    0     0    52 3567 5509  0  1 99  0  0  0
 0  0   2304 803056 5485864 24574416    0    0     0     4 3058 5109  0  1 99  0  0  0
 0  0   2304 803056 5485864 24574416    0    0     0     0 3072 4716  0  0 99  0  0  0
 0  0   2304 803056 5485864 24574416    0    0     0   236 3061 5047  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2304 803056 5485864 24574416    0    0     0    52 2914 4539  0  1 99  0  0  0
 0  0   2304 803056 5485864 24574420    0    0     0     0 3407 6640  0  0 99  0  0  0
 0  0   2304 803056 5485880 24574420    0    0     0    44 3126 4917  1  0 99  0  0  0
 0  0   2304 803056 5485880 24574420    0    0     0     4 3081 5036  0  1 99  0  0  0
 0  0   2304 802804 5485880 24574420    0    0     0     0 3054 4761  0  0 99  0  0  0
 0  0   2304 802804 5485880 24574420    0    0     0     0 3079 4849  1  0 99  0  0  0
 0  0   2304 802804 5485880 24574420    0    0     0     0 3025 4798  0  1 99  0  0  0
 0  0   2304 802804 5485880 24574420    0    0     0   120 3055 4978  0  0 99  0  0  0
 0  0   2304 802804 5485896 24574420    0    0     0    48 3099 5048  0  0 99  0  0  0
 0  0   2304 802328 5485896 24574420    0    0     0     4 3175 5243  1  1 99  0  0  0
 0  0   2304 797756 5485896 24574420    0    0     0     0 3099 4700  0  0 99  0  0  0
 2  0   2304 797756 5485896 24574420    0    0     0     0 3729 7060  1  1 99  0  0  0
 0  0   2304 797256 5485896 24574424    0    0     0   100 3200 5290  0  1 99  0  0  0
 0  0   2304 797256 5485904 24574424    0    0     0   236 3098 4888  0  0 99  0  0  0
 1  0   2304 797256 5485912 24574416    0    0     0    12 2921 4757  0  0 99  0  0  0
 1  0   2304 797256 5485912 24574424    0    0     0     4 3076 4786  0  0 99  0  0  0
 1  0   2304 797256 5485912 24574424    0    0     0     0 2975 4470  0  1 99  0  0  0
 0  0   2304 797256 5485912 24574424    0    0     0     0 3167 5320  0  0 99  0  0  0
 0  0   2304 797256 5485920 24574416    0    0     0   164 3113 5118  1  0 99  0  0  0
 0  0   2304 797256 5485920 24574424    0    0     0     0 3213 5198  1  0 99  0  0  0
 0  0   2304 797256 5485928 24574424    0    0     0    12 3117 4896  1  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 797256 5485928 24574428    0    0     0     4 3242 5434  1  1 99  0  0  0
 0  0   2304 796744 5485928 24574428    0    0     0     0 3330 5766  0  1 99  0  0  0
 0  0   2304 797256 5485928 24574428    0    0     0   100 3217 5215  1  0 99  0  0  0
 0  0   2304 797256 5485928 24574428    0    0     0     0 3016 4701  0  0 99  0  0  0
 0  0   2304 797256 5485936 24574428    0    0     0    28 3105 4946  0  1 99  0  0  0
 0  0   2304 797256 5485944 24574428    0    0     0    12 3023 4544  0  1 99  0  0  0
 0  0   2304 797256 5485944 24574428    0    0     0     8 3189 5250  0  1 99  0  0  0
 1  0   2304 797256 5485944 24574428    0    0     0     0 3099 4839  1  0 99  0  0  0
 0  0   2304 797256 5485944 24574428    0    0     0   160 3228 5292  2  0 98  0  0  0
 1  0   2304 797256 5485944 24574428    0    0     0     0 3049 4725  1  1 99  0  0  0
 0  0   2304 797256 5485944 24574428    0    0     0    52 3983 6846  1  0 99  0  0  0
 1  0   2304 796744 5485960 24574428    0    0     0    48 3896 6792  1  1 98  0  0  0
 1  0   2304 797256 5485960 24574428    0    0     0     4 3795 6229  1  1 99  0  0  0
 0  0   2304 797256 5485960 24574428    0    0     0     0 3679 5659  0  1 99  0  0  0
 2  0   2304 797256 5485960 24574428    0    0     0     0 3712 6047  1  1 99  0  0  0
 0  0   2304 797256 5485960 24574428    0    0     0   100 3036 4557  0  0 99  0  0  0
 0  0   2304 797256 5485960 24574428    0    0     0    20 3157 5470  1  0 99  0  0  0
 1  0   2304 797256 5485968 24574428    0    0     0    12 3340 5163  1  0 99  0  0  0
 0  0   2304 797256 5485976 24574428    0    0     0    24 3102 4793  0  0 99  0  0  0
 0  0   2304 797256 5485976 24574428    0    0     0     0 2970 4631  0  1 99  0  0  0
 1  0   2304 797256 5485976 24574428    0    0     0     0 3614 6381  1  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 797256 5485976 24574428    0    0     0     0 2878 5298  0  1 99  0  0  0
 0  0   2304 797256 5485976 24574432    0    0     0    84 3241 5140  0  1 99  0  0  0
 0  0   2304 797256 5485984 24574432    0    0     0    16 2984 4729  1  0 99  0  0  0
 0  0   2304 797256 5485992 24574432    0    0     0    20 2967 4775  0  0 99  0  0  0
 0  0   2304 797208 5485992 24574432    0    0     0     0 3246 5086  1  1 99  0  0  0
 0  0   2304 802552 5485992 24574432    0    0     0     0 3201 5319  1  1 99  0  0  0
 0  0   2304 802552 5485992 24574432    0    0     0   112 3014 4557  0  0 99  0  0  0
 2  0   2304 802552 5485992 24574432    0    0     0     0 3226 5166  0  0 99  0  0  0
 0  0   2304 802552 5486000 24574432    0    0     0    12 2949 4550  0  1 99  0  0  0
 0  0   2304 802188 5486000 24574432    0    0     0     4 3187 5274  0  0 99  0  0  0
 0  0   2304 801800 5486000 24574432    0    0     0     0 3078 5532  1  1 99  0  0  0
 0  0   2304 801800 5486008 24574432    0    0     0    28 3305 5417  1  1 99  0  0  0
 0  0   2304 801548 5486008 24574432    0    0     0    84 3081 4709  1  0 99  0  0  0
 0  0   2304 801548 5486008 24574432    0    0     0     0 3131 5094  0  0 99  0  0  0
 0  0   2304 801548 5486016 24574432    0    0     0    12 3101 4776  0  1 99  0  0  0
 0  0   2304 801548 5486016 24574432    0    0     0     4 3436 5707  1  0 99  0  0  0
 0  0   2304 801548 5486024 24574432    0    0     0   280 3249 5028  0  1 99  0  0  0
 0  0   2304 801548 5486024 24574432    0    0     0     0 3292 5278  0  1 99  0  0  0
 0  0   2304 801548 5486024 24574432    0    0     0     0 2948 4480  0  0 99  0  0  0
 0  0   2304 801548 5486024 24574432    0    0     0    68 3289 5632  1  1 99  0  0  0
 0  0   2304 800648 5486032 24574432    0    0     0    12 3308 5733  1  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2304 800912 5486032 24574432    0    0     0    12 3063 4816  0  0 99  0  0  0
 0  0   2304 800912 5486040 24574436    0    0     0    24 3049 4587  0  1 99  0  0  0
 0  0   2304 800912 5486040 24574436    0    0     0     0 3075 4898  0  1 99  0  0  0
 0  0   2304 800912 5486040 24574436    0    0     0   112 2871 4526  0  0 99  0  0  0
 0  0   2304 800912 5486040 24574436    0    0     0     0 3296 5267  0  1 99  0  0  0
 0  0   2304 800912 5486048 24574436    0    0     0    12 3208 4930  0  0 99  0  0  0
 0  0   2304 800912 5486048 24574436    0    0     0    12 3321 5263  1  0 99  0  0  0
 0  0   2304 800432 5486048 24574436    0    0     0     0 3244 4955  1  0 99  0  0  0
