procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0  16384 10354560 2257276 106619552    0    0    20    33    2    2  2  1 97  0  0
16  0  16384 10348000 2257276 106619552    0    0     0    24 12681 2556 19  7 74  0  0
16  0  16384 10346148 2257276 106619568    0    0     0     8 12399 2723 20  6 74  0  0
16  0  16384 10342984 2257276 106619576    0    0     0   108 13057 2166 19  6 74  0  0
17  0  16384 10339952 2257276 106619584    0    0     0     4 12920 2614 20  6 73  0  0
24  0  16384 10344176 2257276 106619600    0    0     0  1664 13044 2620 20  6 74  0  0
17  0  16384 10349356 2257280 106619600    0    0     0   128 14836 3512 22  4 75  0  0
16  0  16384 10351560 2257280 106619744    0    0     0     4 9629 2317 24  3 74  0  0
16  0  16384 10326176 2257280 106619744    0    0     0   144 10026 1706 24  2 73  1  0
16  0  16384 10242152 2257280 106619752    0    0     0     8 14280 3689 23  4 74  0  0
17  0  16384 10251504 2257280 106619856    0    0     0  1456 14684 4144 23  4 73  0  0
17  0  16384 10239604 2257280 106619872    0    0     0    16 13623 4971 23  4 73  0  0
20  0  16384 10241408 2257280 106619880    0    0     0   104 10568 4362 23  3 75  0  0
17  0  16384 10236132 2257280 106619888    0    0     0    52 14033 4707 23  3 74  0  0
16  0  16384 10242980 2257280 106619992    0    0     0     8 16120 2636 23  3 74  0  0
16  0  16384 10248112 2257280 106620008    0    0     0  2008 15471 2593 23  3 74  0  0
16  0  16384 10249752 2257284 106620016    0    0     0    16 15031 2501 23  4 73  0  0
16  0  16384 10247664 2257284 106620032    0    0     0     8 14763 2753 23  3 74  0  0
17  0  16384 10251708 2257284 106620032    0    0     0     4 14368 2919 22  4 74  0  0
16  0  16384 10256556 2257284 106620048    0    0     0   100 16372 2187 22  3 74  0  0
16  0  16384 10255540 2257284 106620048    0    0     0  1604 15638 2584 22  4 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0  16384 10260328 2257288 106620056    0    0     0    20 14974 3360 23  4 73  0  0
18  0  16384 10253776 2257288 106620064    0    0     0     4 13614 2434 20  6 74  0  0
16  0  16384 10254856 2257288 106620080    0    0     0     4 10684 2347 20  6 74  0  0
18  0  16384 10251416 2257288 106620160    0    0     0   100 7371 2062 21  5 74  0  0
17  0  16384 10112652 2257288 106620160    0    0     0  1060 9083 2328 22  4 74  0  0
17  0  16384 10112112 2257292 106620304    0    0     0   424 13540 3640 22  4 74  0  0
16  0  16384 10106696 2257292 106620304    0    0     0     8 15352 3378 23  4 73  0  0
16  0  16384 10105736 2257292 106620312    0    0     0   108 14598 5306 22  3 74  0  0
17  0  16384 10097952 2257292 106620448    0    0     0    20 11376 4228 23  3 74  0  0
16  0  16384 10105568 2257292 106620464    0    0     0     4 15147 4390 22  3 74  0  0
17  0  16384 10106428 2257292 106620472    0    0     0  1736 15627 2743 23  3 74  0  0
17  0  16384 10102188 2257292 106620480    0    0     0     4 15794 2533 23  4 73  0  0
21  0  16384 10107792 2257292 106620480    0    0     0   104 15441 2977 23  3 73  0  0
16  0  16384 10115848 2257292 106620496    0    0     0     4 15112 2892 23  3 74  0  0
16  0  16384 10121248 2257292 106620504    0    0     0     8 16513 2621 23  3 74  0  0
17  0  16384 10128632 2257292 106620512    0    0     0  2044 16724 2733 23  4 74  0  0
16  0  16384 10130644 2257296 106620528    0    0     0    24 17470 2403 23  3 74  0  0
18  0  16384 10123948 2257296 106620536    0    0     0    28 15205 2861 23  4 73  0  0
16  0  16384 10131392 2257296 106620544    0    0     0     4 9567 2304 24  2 75  0  0
22  0  16384 10131240 2257296 106620544    0    0     0     4 9334 2020 22  3 75  0  0
