procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0    512 24558140 2378352 100022608    0    0     0  1636 25324 3920 12  5 83  0  0
13  0    512 24556560 2378352 100022736    0    0     0   116 27077 3505 12  7 81  0  0
16  0    512 24548780 2378352 100022752    0    0     0     4 26276 3560 13  6 82  0  0
16  0    512 24539220 2378352 100022768    0    0     0   116 25330 3894 12  6 83  0  0
19  0    512 24535140 2378352 100022776    0    0     0    16 24425 3418 12  5 83  0  0
 1  0    512 24528368 2378352 100022776    0    0     0  1632 25644 4069 13  5 82  0  0
 3  0    512 24531388 2378352 100022800    0    0     0   112 3895 2475  2  1 97  0  0
 1  0    512 24533648 2378352 100022816    0    0     0     8  205 1553  0  1 98  0  0
 0  0    512 24536276 2378352 100022824    0    0     0    40  214 1567  0  0 99  0  0
 0  0    512 24536284 2378352 100022840    0    0     0     4  241 1571  0  1 99  0  0
 1  0    512 24538660 2378352 100022840    0    0     0   572  206 1600  0  0 100  0  0
 1  0    512 24537588 2378352 100022848    0    0     0  1276  253 1689  0  1 99  0  0
 2  0    512 24539484 2378352 100022848    0    0     0     4  230 1524  0  1 99  0  0
 1  0    512 24534580 2378352 100023008    0    0     0     8  183 1465  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0    512 24544444 2378352 100023016    0    0     0     4  241 1643  0  1 99  0  0
 0  0    512 24549600 2378352 100023008    0    0     0   112  247 1575  0  0 99  0  0
 2  0    512 24552824 2378360 100023024    0    0     0  1584  207 1554  0  1 99  0  0
 3  0    512 24553712 2378360 100023024    0    0     0     4  246 1513  0  0 99  0  0
 1  0    512 24549308 2378360 100023024    0    0     0    12  287 1841  0  2 98  0  0
 1  0    512 24551048 2378360 100023056    0    0     0   132  232 1587  0  0 99  0  0
 0  0    512 24549300 2378360 100023056    0    0     0     4  226 1519  0  1 99  0  0
 0  0    512 24551472 2378360 100023072    0    0     0  1668  240 1538  0  0 99  0  0
 2  0    512 24553564 2378360 100023064    0    0     0     8  207 1671  0  1 99  0  0
 1  0    512 24559544 2378360 100023072    0    0     0    92  229 1477  0  1 98  0  0
 0  0    512 24557816 2378360 100023080    0    0     0    64  215 1558  0  0 99  0  0
 0  0    512 24560332 2378360 100023224    0    0     0     8  217 1694  0  1 99  0  0
 1  0    512 24560832 2378360 100023232    0    0     0  1504  235 1742  0  0 99  0  0
 2  0    512 24567740 2378360 100023240    0    0     0   116  215 1478  0  1 99  0  0
 0  0    512 24566880 2378360 100023264    0    0     0     8  224 1498  0  0 99  0  0
 0  0    512 24567416 2378360 100023264    0    0     0     4  214 1526  0  2 98  0  0
 0  0    512 24561808 2378360 100023288    0    0     0    12  273 1952  0  0 99  0  0
 1  0    512 24550132 2378360 100023296    0    0     0  1828  235 1542  0  1 99  0  0
 0  0    512 24556676 2378364 100023312    0    0     0    40  221 1363  0  0 99  0  0
 0  0    512 24561000 2378364 100023312    0    0     0     8  231 1606  0  0 99  0  0
 2  0    512 24558812 2378364 100023328    0    0     0     8  214 1718  0  1 98  0  0
