procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0   5120 17620916 2279804 100481928    0    0    45    68    0    4  3  1 96  0  0
 7  0   5120 17655948 2279804 100483424    0    0   296     4 5341 13353  6  3 91  0  0
 1  0   5120 17698032 2279804 100484560    0    0   292    64 5099 11939  6  2 92  0  0
11  0   5120 17714984 2279804 100485064    0    0    92 11732 1125 3001  2  2 96  0  0
 9  0   5120 17732656 2279808 100486152    0    0   920 37756 5748 12828  8  3 90  0  0
11  0   5120 17746036 2279820 100498216    0    0  6244  6116 5554 12554  7  3 90  0  0
 9  0   5120 17752968 2279860 100523216    0    0 22688 38264 5901 12606  7  4 89  0  0
12  0   5120 17769196 2279896 100536256    0    0  7020 43320 6049 13065  8  3 90  0  0
 8  0   5120 17823828 2279928 100545912    0    0  6120 40768 5513 11941  7  4 90  0  0
 8  0   5120 17874360 2279976 100554872    0    0  4064 37760 5965 13105  7  3 90  0  0
10  0   5120 17917616 2280004 100561920    0    0  2848 30532 6318 13292  8  3 89  0  0
 8  0   5120 17967572 2280024 100567856    0    0  1644 24572 5806 12516  8  3 89  0  0
 9  0   5120 18018012 2280052 100574848    0    0  2328 31708 5540 12053  7  3 90  0  0
10  0   5120 18072920 2280056 100580464    0    0  1432 18672 4546 10039  8  4 88  0  0
10  0   5120 18224704 2280080 100585024    0    0  2008 26036 5102 11300  8  3 89  0  0
 4  0   5120 18272764 2280108 100591104    0    0  1612 30588 4771 10541  6  4 90  0  0
10  0   5120 18332640 2280116 100596288    0    0  1156 14564 4536 10067  6  4 90  0  0
 8  0   5120 18394896 2280124 100602928    0    0  2228 34172 4777 10651  7  5 88  0  0
 8  0   5120 18437408 2280188 100607616    0    0  2020 30308 4615 10214  6  4 90  0  0
 9  0   5120 18493300 2280208 100613184    0    0  1616 33960 5112 10987  7  3 90  0  0
 9  0   5120 18550932 2280220 100618888    0    0  1084 22880 5467 11723  7  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0   5120 18614348 2280244 100624856    0    0  1484 32136 5540 11679  7  3 90  0  0
10  0   5120 18676232 2280264 100629448    0    0  1460 30720 5798 12062  7  4 89  0  0
 9  0   5120 18703212 2280276 100635912    0    0  1492 28696 5867 12534  8  3 89  0  0
 8  0   5120 18755984 2280296 100641160    0    0   756 16652 5506 11907  7  3 90  0  0
 7  0   5120 18811536 2280312 100645936    0    0   712 16600 5534 11938  7  3 90  0  0
12  0   5120 18864304 2280320 100649984    0    0   480 20720 5172 11410  7  4 89  0  0
 8  0   5120 18904428 2280356 100655712    0    0  1612 29556 5505 11736  7  3 90  0  0
 9  0   5120 18942588 2280404 100661128    0    0  1544 32524 5675 12237  7  4 89  0  0
 8  0   5120 19011108 2280416 100666560    0    0   612 18764 4938 11280  7  5 88  0  0
12  0   5120 19040788 2280424 100672136    0    0  2396 36580 5083 10923  7  5 88  0  0
 2  0   5120 19075368 2280444 100676416    0    0  3740 12540 3841 10589  6  6 88  0  0
12  0   5120 19763388 2281548 100062544    0    0 30484  3432 5810 12212  8  5 87  0  0
