procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 854392 5455160 24544392    0    0  5396   211 4461    4  1  1 99  0  0  0
 0  0   2304 853900 5455160 24544356    0    0     0     0 27524 33834  1  4 95  0  0  0
 0  0   2304 853900 5455160 24544356    0    0     0     0 26784 33059  2  5 93  0  0  0
 3  0   2304 853900 5455160 24544356    0    0     0     0 26901 33153  2  3 95  0  0  0
 1  0   2304 853136 5455160 24544356    0    0     0     0 25227 30285  1  4 95  0  0  0
 0  0   2304 853648 5455168 24544356    0    0     0    44 27946 34699  1  4 95  0  0  0
 0  0   2304 853396 5455180 24544360    0    0     0   500 30305 37949  1  4 95  0  0  0
 0  0   2304 853396 5455180 24544360    0    0     0     0 29492 37163  2  4 94  0  0  0
 0  0   2304 853396 5455180 24544360    0    0     0     0 28442 36366  1  4 94  0  0  0
 1  0   2304 853396 5455180 24544360    0    0     0     0 29077 37456  1  4 95  0  0  0
 2  0   2304 853396 5455188 24544360    0    0     0    88 28333 35987  1  4 95  0  0  0
 1  0   2304 853396 5455196 24544360    0    0     0   312 27859 35195  1  3 95  0  0  0
 1  0   2304 852896 5455196 24544360    0    0     0    60 29088 36257  1  3 95  0  0  0
 0  0   2304 852896 5455196 24544360    0    0     0     0 28617 35632  1  3 95  0  0  0
 1  0   2304 852384 5455196 24544360    0    0     0     0 28486 35646  1  3 95  0  0  0
 1  0   2304 852896 5455196 24544360    0    0     0     0 28722 35363  1  4 95  0  0  0
 3  0   2304 852896 5455196 24544360    0    0     0     8 26353 31588  1  4 95  0  0  0
 0  0   2304 852896 5455208 24544360    0    0     0    44 28934 35425  1  3 95  0  0  0
 0  0   2304 852896 5455208 24544360    0    0     0     4 28790 36596  1  3 95  0  0  0
 0  0   2304 852896 5455208 24544360    0    0     0    84 29254 38420  2  3 95  0  0  0
 1  0   2304 848800 5455208 24544360    0    0     0     0 28959 36440  1  3 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
