tx_name,tx_count,tx_percent,tx_90th,tx_max,tx_limit,tx_rbk,tx_error,tx_dskipped
NEW_ORDER,177,47.838%,0.287s,0.430s,5.0,2.260%,0,N/A
PAYMENT,146,39.459%,0.168s,0.281s,5.0,N/A,0,N/A
ORDER_STATUS,18,4.865%,0.100s,0.168s,5.0,N/A,0,N/A
STOCK_LEVEL,12,3.243%,0.048s,0.107s,20.0,N/A,0,N/A
DELIVERY,17,4.595%,0.004s,0.005s,5.0,N/A,0,N/A
DELIVERY_BG,17,N/A,0.360s,0.539s,80.0,N/A,0,0
tpmC,Inf,Inf%,N/A,N/A,N/A,N/A,N/A,N/A
tpmTotal,Inf,N/A,N/A,N/A,N/A,N/A,N/A,N/A
