procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0  16384 15434444 2256960 106590400    0    0    20    33    2    2  2  1 98  0  0
 4  0  16384 15440292 2256960 106590416    0    0     0   172 4116 3515  5  1 94  0  0
 5  0  16384 15439128 2256960 106590424    0    0     0     8 4090 3637  5  1 94  0  0
 4  0  16384 15438788 2256960 106590432    0    0     0  1516 3950 3626  5  1 94  0  0
 4  0  16384 15437436 2256960 106590448    0    0     0   124 4011 3944  5  1 94  0  0
 6  0  16384 15435552 2256964 106590448    0    0     0    88 4017 3663  5  2 93  0  0
 5  0  16384 15435272 2256964 106590464    0    0     0     4 3967 3488  5  2 93  0  0
 4  0  16384 15435092 2256964 106590480    0    0     0    96 4061 3963  5  1 93  0  0
 4  0  16384 15436748 2256964 106590616    0    0     0  1620 4015 3401  5  1 94  0  0
17  0  16384 15427720 2256964 106590624    0    0     0    12 3845 3554  9  1 90  0  0
 7  0  16384 15436768 2256964 106590632    0    0     0   140 3897 4082  7  1 92  0  0
 6  0  16384 15436808 2256964 106590640    0    0     0    20 3959 4310  6  1 93  0  0
 5  0  16384 15519168 2256964 106590656    0    0     0    40 3994 5833  6  2 92  0  0
 1  0  16384 15530056 2256964 106590656    0    0     0  1444 3868 3843  5  1 94  0  0
 5  0  16384 15530432 2256964 106590672    0    0     0   108 3906 3672  5  1 94  0  0
 4  0  16384 15536072 2256964 106590672    0    0     0    12 3854 3781  5  1 94  0  0
 6  0  16384 15528500 2256964 106590688    0    0     0     8 4010 3554  5  1 94  0  0
 4  0  16384 15552248 2256968 106590704    0    0     0   100 3995 3865  5  2 93  0  0
 4  0  16384 15553872 2256968 106590832    0    0     0  1508 4038 3534  5  1 94  0  0
 5  0  16384 15563136 2256968 106590848    0    0     0    20 3943 3860  5  1 94  0  0
 4  0  16384 15564956 2256968 106590856    0    0     0     4 3816 3568  5  1 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  16384 15565976 2256968 106590864    0    0     0   128 3892 3828  5  1 94  0  0
 5  0  16384 15570156 2256968 106590864    0    0     0     4 3848 3399  5  1 94  0  0
 4  0  16384 15571588 2256972 106590880    0    0     0  1520 4056 4051  5  2 93  0  0
 6  0  16384 15574352 2256972 106590896    0    0     0     8 4083 3496  5  1 94  0  0
 5  0  16384 15565808 2256972 106590912    0    0     0   104 4073 3613  5  1 94  0  0
 4  0  16384 15569808 2256972 106590920    0    0     0    52 3842 3753  5  1 94  0  0
 4  0  16384 15569800 2256972 106590928    0    0     0     8 4024 3587  5  1 94  0  0
 4  0  16384 15567904 2256972 106591056    0    0     0  1860 4002 3878  5  2 92  0  0
 5  0  16384 15571708 2256972 106591072    0    0     0     4 3960 3604  5  1 94  0  0
 4  0  16384 15575980 2256972 106591088    0    0     0     8 4081 3649  5  1 94  0  0
 7  0  16384 15575072 2256972 106591088    0    0     0    12 3491 3659  9  1 90  0  0
 5  0  16384 15573776 2256972 106591104    0    0     0    92 4051 3837  6  1 92  0  0
 8  0  16384 15612608 2256972 106591104    0    0     0    16 4072 5265  6  2 93  0  0
 7  0  16384 15720076 2256976 106591120    0    0     0  1480 3949 5502  5  2 92  0  0
 7  0  16384 15801284 2256976 106591128    0    0     0    88 4078 5458  6  2 93  0  0
 5  0  16384 15911964 2256976 106591136    0    0     0   180 4044 5355  6  2 93  0  0
 5  0  16384 16011388 2256976 106591152    0    0     0     8 4046 5697  5  2 93  0  0
 6  0  16384 16069500 2256976 106591168    0    0     0   124 4168 5248  5  1 93  0  0
 7  0  16384 16131124 2256976 106591296    0    0     0  1672 3984 5358  6  3 92  0  0
 6  0  16384 16195324 2256984 106591312    0    0     0    52 4094 4959  5  1 93  0  0
 5  0  16384 16258976 2256984 106591312    0    0     0     4 4073 4470  5  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0  16384 16272276 2256984 106591328    0    0     0   116 3922 3962  5  1 94  0  0
 5  0  16384 16274596 2256984 106591344    0    0     0     8 4063 4028  5  1 94  0  0
 6  0  16384 16280160 2256984 106591352    0    0     0  1428 3968 3424  5  1 94  0  0
 8  0  16384 16289868 2256984 106591360    0    0     0     4 3918 3719  5  2 93  0  0
 4  0  16384 16291812 2256984 106591368    0    0     0    96 3896 3643  5  1 94  0  0
 4  0  16384 16296176 2256984 106591376    0    0     0    44 4025 3857  5  1 94  0  0
