procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  1   2304 815192 5477464 24572244    0    0  4808   193 4219    3  1  1 99  0  0  0
 0  0   2304 814896 5477464 24572376    0    0     0     0 3679 6187  0  1 99  0  0  0
 0  0   2304 814384 5477464 24572376    0    0     0     0 3556 6009  0  1 99  0  0  0
 0  0   2304 814896 5477464 24572376    0    0     0     0 3581 6078  1  1 99  0  0  0
 0  0   2304 814896 5477464 24572376    0    0     0   304 3618 6023  1  1 99  0  0  0
 0  0   2304 814896 5477464 24572376    0    0     0     0 3615 6223  1  1 99  0  0  0
 0  0   2304 814896 5477480 24572376    0    0     0   220 3638 6016  1  1 99  0  0  0
 0  0   2304 814896 5477480 24572376    0    0     0     0 3646 6345  1  1 99  0  0  0
 0  0   2304 814392 5477480 24572376    0    0     0     0 3662 6096  1  1 99  0  0  0
 0  0   2304 814392 5477480 24572376    0    0     0     0 4453 8266  1  1 99  0  0  0
 0  0   2304 814392 5477480 24572376    0    0     0     0 3755 7053  0  1 99  0  0  0
 1  0   2304 813888 5477488 24572368    0    0     0    36 3416 5905  0  1 99  0  0  0
 0  0   2304 813376 5477488 24572376    0    0     0     8 2929 4727  0  1 99  0  0  0
 0  0   2304 813888 5477496 24572376    0    0     0    16 2951 4991  0  1 99  0  0  0
 0  0   2304 813888 5477496 24572376    0    0     0     0 3011 4794  1  1 99  0  0  0
 0  0   2304 813888 5477496 24572376    0    0     0     0 3221 5615  1  0 99  0  0  0
 0  0   2304 813888 5477496 24572376    0    0     0     8 3080 4947  1  1 99  0  0  0
 1  0   2304 813888 5477504 24572376    0    0     0    12 2996 4946  1  0 99  0  0  0
 0  0   2304 813888 5477504 24572376    0    0     0   128 3049 4940  0  1 99  0  0  0
 1  0   2304 813888 5477512 24572380    0    0     0    20 3205 5761  1  0 99  0  0  0
 0  0   2304 813888 5477512 24572380    0    0     0     0 3120 5737  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 813888 5477512 24572380    0    0     0     0 3086 5111  1  0 99  0  0  0
 0  0   2304 813888 5477512 24572380    0    0     0     0 2984 4721  0  1 99  0  0  0
 0  0   2304 813888 5477520 24572380    0    0     0    36 3017 5049  0  1 99  0  0  0
 0  0   2304 813888 5477528 24572380    0    0     0   280 3058 4879  0  0 99  0  0  0
