run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
28,47,21,21,DELIVERY,0,0,0
28,47,21,21,DELIVERY,0,0,0
28,102,74,74,STOCK_LEVEL,0,0,0
28,110,84,84,ORDER_STATUS,0,0,0
28,115,85,85,STOCK_LEVEL,0,0,0
28,116,70,70,PAYMENT,0,0,0
28,153,120,120,PAYMENT,0,0,0
28,154,128,128,ORDER_STATUS,0,0,0
28,155,125,125,PAYMENT,0,0,0
28,155,109,109,PAYMENT,0,0,0
28,156,130,130,ORDER_STATUS,0,0,0
28,158,112,112,PAYMENT,0,0,0
28,163,133,133,PAYMENT,0,0,0
28,166,119,119,PAYMENT,0,0,0
28,169,138,138,PAYMENT,0,0,0
28,212,180,180,PAYMENT,0,0,0
28,212,166,166,PAYMENT,0,0,0
28,226,195,195,NEW_ORDER,0,0,0
28,227,180,180,PAYMENT,0,0,0
28,232,185,185,PAYMENT,0,0,0
28,233,187,187,PAYMENT,0,0,0
28,240,214,214,NEW_ORDER,0,0,0
28,242,216,216,NEW_ORDER,0,0,0
28,247,217,217,NEW_ORDER,0,0,0
28,251,221,221,NEW_ORDER,0,0,0
28,252,221,221,NEW_ORDER,0,0,0
28,252,223,223,PAYMENT,0,0,0
28,254,227,227,NEW_ORDER,0,0,0
28,262,231,231,PAYMENT,0,0,0
28,273,242,242,NEW_ORDER,0,0,0
28,275,244,244,NEW_ORDER,0,0,0
28,304,273,273,NEW_ORDER,0,0,0
28,306,260,260,PAYMENT,0,0,0
28,307,276,276,NEW_ORDER,0,0,0
28,321,290,290,NEW_ORDER,0,0,0
28,329,303,279,DELIVERY_BG,0,0,0
28,340,309,309,NEW_ORDER,0,0,0
28,351,325,301,DELIVERY_BG,0,0,0
28,396,365,365,NEW_ORDER,0,0,0
28,7540,33,33,PAYMENT,0,0,0
28,7547,39,39,PAYMENT,0,0,0
28,7547,35,35,PAYMENT,0,0,0
28,7550,44,44,PAYMENT,0,0,0
28,7551,41,41,PAYMENT,0,0,0
28,7555,38,38,PAYMENT,0,0,0
28,7558,50,50,ORDER_STATUS,0,0,0
28,7604,82,82,PAYMENT,0,0,0
28,7604,98,98,PAYMENT,0,0,0
28,7608,95,95,ORDER_STATUS,0,0,0
28,7614,92,92,PAYMENT,0,0,0
28,7632,115,115,PAYMENT,0,0,0
28,7632,122,122,PAYMENT,0,0,0
28,7634,119,119,PAYMENT,0,0,0
28,7655,128,128,NEW_ORDER,0,0,0
28,7661,136,136,ORDER_STATUS,0,0,0
28,7664,150,150,PAYMENT,0,0,0
28,7670,158,158,PAYMENT,0,0,0
28,7672,160,160,NEW_ORDER,0,0,0
28,7689,177,177,NEW_ORDER,0,0,0
28,7694,179,179,PAYMENT,0,0,0
28,7694,176,176,NEW_ORDER,0,0,0
28,7697,178,178,PAYMENT,0,0,0
28,7708,194,194,PAYMENT,0,0,0
28,7715,206,206,NEW_ORDER,0,0,0
28,7722,211,211,NEW_ORDER,0,0,0
28,7727,204,204,PAYMENT,0,0,0
28,7731,213,213,PAYMENT,0,0,0
28,7736,209,209,NEW_ORDER,0,0,0
28,7738,218,218,NEW_ORDER,0,0,0
28,7747,224,224,NEW_ORDER,0,0,0
28,7752,229,229,PAYMENT,0,0,0
28,7760,236,236,NEW_ORDER,0,0,0
28,7780,254,254,NEW_ORDER,0,0,0
28,7786,277,277,NEW_ORDER,0,0,0
28,7791,271,271,NEW_ORDER,0,0,0
28,7809,285,285,NEW_ORDER,0,0,0
28,15020,0,0,DELIVERY,0,0,0
28,15075,52,52,PAYMENT,0,0,0
28,15078,35,35,PAYMENT,0,0,0
28,15083,1,1,DELIVERY,0,0,0
28,15109,101,101,NEW_ORDER,0,0,0
28,15155,112,112,NEW_ORDER,0,0,0
28,15168,66,66,PAYMENT,0,0,0
28,15168,70,70,PAYMENT,0,0,0
28,15176,167,167,NEW_ORDER,0,0,0
28,15205,130,130,PAYMENT,0,0,0
28,15208,158,158,NEW_ORDER,0,0,0
28,15208,184,184,NEW_ORDER,0,0,0
28,15208,184,184,NEW_ORDER,0,0,0
28,15209,190,190,NEW_ORDER,0,0,0
28,15209,190,190,PAYMENT,0,0,0
28,15216,157,157,NEW_ORDER,1,0,0
28,15224,181,181,NEW_ORDER,0,0,0
28,15253,234,234,NEW_ORDER,0,0,0
28,15253,238,238,NEW_ORDER,0,0,0
28,15256,232,232,NEW_ORDER,0,0,0
28,15259,108,108,PAYMENT,0,0,0
28,15261,237,237,NEW_ORDER,0,0,0
28,15266,151,151,PAYMENT,0,0,0
28,15272,198,198,NEW_ORDER,0,0,0
28,15272,229,229,NEW_ORDER,0,0,0
28,15274,263,263,NEW_ORDER,0,0,0
28,15286,241,241,PAYMENT,0,0,0
28,15287,268,268,NEW_ORDER,0,0,0
28,15302,233,233,NEW_ORDER,0,0,0
28,15316,298,298,NEW_ORDER,0,0,0
28,15329,224,224,PAYMENT,0,0,0
28,15331,259,259,NEW_ORDER,0,0,0
28,15342,191,191,NEW_ORDER,0,0,0
28,15347,242,242,PAYMENT,0,0,0
28,15376,269,269,NEW_ORDER,0,0,0
28,15387,367,364,DELIVERY_BG,0,0,0
28,15399,318,318,NEW_ORDER,0,0,0
28,15403,382,382,NEW_ORDER,0,0,0
28,15444,362,357,DELIVERY_BG,0,0,0
28,22518,1,1,DELIVERY,0,0,0
28,22555,45,45,PAYMENT,0,0,0
28,22569,49,49,PAYMENT,0,0,0
28,22570,32,32,PAYMENT,0,0,0
28,22579,36,36,PAYMENT,0,0,0
28,22601,42,42,PAYMENT,0,0,0
28,22601,81,81,NEW_ORDER,0,0,0
28,22624,81,81,PAYMENT,0,0,0
28,22632,99,99,NEW_ORDER,0,0,0
28,22633,60,60,STOCK_LEVEL,0,0,0
28,22638,61,61,PAYMENT,0,0,0
28,22642,87,87,PAYMENT,0,0,0
28,22645,110,110,PAYMENT,0,0,0
28,22664,84,84,PAYMENT,0,0,0
28,22673,94,94,PAYMENT,0,0,0
28,22679,135,135,PAYMENT,0,0,0
28,22687,118,118,PAYMENT,0,0,0
28,22687,168,168,NEW_ORDER,0,0,0
28,22699,59,59,STOCK_LEVEL,0,0,0
28,22707,87,87,PAYMENT,0,0,0
28,22717,145,145,NEW_ORDER,0,0,0
28,22717,97,97,NEW_ORDER,0,0,0
28,22722,136,136,PAYMENT,0,0,0
28,22726,142,142,NEW_ORDER,0,0,0
28,22738,158,158,NEW_ORDER,0,0,0
28,22740,120,120,PAYMENT,0,0,0
28,22743,123,123,PAYMENT,0,0,0
28,22743,170,170,NEW_ORDER,0,0,0
28,22755,103,103,PAYMENT,0,0,0
28,22760,105,105,NEW_ORDER,0,0,0
28,22767,170,170,NEW_ORDER,0,0,0
28,22776,243,243,NEW_ORDER,0,0,0
28,22784,164,164,NEW_ORDER,0,0,0
28,22791,171,171,PAYMENT,0,0,0
28,22795,159,159,PAYMENT,0,0,0
28,22800,139,139,NEW_ORDER,0,0,0
28,22811,227,227,NEW_ORDER,0,0,0
28,22814,297,294,DELIVERY_BG,0,0,0
28,30052,34,34,PAYMENT,0,0,0
28,30100,43,43,PAYMENT,0,0,0
28,30122,30,30,PAYMENT,0,0,0
28,30129,32,32,STOCK_LEVEL,0,0,0
28,30132,29,29,PAYMENT,0,0,0
28,30132,53,53,PAYMENT,0,0,0
28,30134,66,66,STOCK_LEVEL,0,0,0
28,30135,37,37,ORDER_STATUS,0,0,0
28,30143,75,75,NEW_ORDER,0,0,0
28,30144,59,59,ORDER_STATUS,0,0,0
28,30148,28,28,PAYMENT,0,0,0
28,30158,62,62,PAYMENT,0,0,0
28,30161,42,42,PAYMENT,0,0,0
28,30170,125,125,NEW_ORDER,0,0,0
28,30171,34,34,STOCK_LEVEL,0,0,0
28,30172,100,100,NEW_ORDER,0,0,0
28,30173,155,155,NEW_ORDER,0,0,0
28,30174,102,102,NEW_ORDER,0,0,0
28,30176,48,48,PAYMENT,0,0,0
28,30179,139,139,NEW_ORDER,0,0,0
28,30182,149,149,NEW_ORDER,0,0,0
28,30190,34,34,PAYMENT,0,0,0
28,30194,41,41,STOCK_LEVEL,0,0,0
28,30197,125,125,NEW_ORDER,0,0,0
28,30215,189,189,NEW_ORDER,0,0,0
28,30215,129,129,PAYMENT,0,0,0
28,30233,116,116,NEW_ORDER,0,0,0
28,30238,154,154,NEW_ORDER,0,0,0
28,30239,159,159,NEW_ORDER,0,0,0
28,30244,124,124,NEW_ORDER,0,0,0
28,30246,126,126,NEW_ORDER,0,0,0
28,30264,125,125,NEW_ORDER,0,0,0
28,30272,111,111,NEW_ORDER,0,0,0
28,30284,163,163,NEW_ORDER,0,0,0
28,30315,230,230,NEW_ORDER,0,0,0
28,30334,214,214,NEW_ORDER,0,0,0
28,30355,263,263,NEW_ORDER,0,0,0
28,37565,35,35,PAYMENT,0,0,0
28,37616,25,25,PAYMENT,0,0,0
28,37619,28,28,PAYMENT,0,0,0
28,37628,61,61,ORDER_STATUS,0,0,0
28,37633,27,27,STOCK_LEVEL,0,0,0
28,37649,29,29,PAYMENT,0,0,0
28,37651,67,67,NEW_ORDER,0,0,0
28,37662,80,80,NEW_ORDER,0,0,0
28,37668,28,28,PAYMENT,0,0,0
28,37669,53,53,PAYMENT,0,0,0
28,37700,156,156,NEW_ORDER,0,0,0
28,37710,63,63,PAYMENT,0,0,0
28,37710,91,91,STOCK_LEVEL,0,0,0
28,37720,103,103,NEW_ORDER,0,0,0
28,37723,69,69,PAYMENT,0,0,0
28,37724,120,120,NEW_ORDER,0,0,0
28,37733,75,75,ORDER_STATUS,0,0,0
28,37751,109,109,ORDER_STATUS,0,0,0
28,37752,158,158,NEW_ORDER,0,0,0
28,37752,191,191,NEW_ORDER,0,0,0
28,37752,84,84,PAYMENT,0,0,0
28,37757,57,57,PAYMENT,0,0,0
28,37762,100,100,PAYMENT,0,0,0
28,37763,74,74,PAYMENT,0,0,0
28,37765,76,76,ORDER_STATUS,0,0,0
28,37768,188,188,NEW_ORDER,0,0,0
28,37773,196,196,NEW_ORDER,0,0,0
28,37782,162,162,NEW_ORDER,0,0,0
28,37784,213,213,NEW_ORDER,0,0,0
28,37800,211,211,NEW_ORDER,0,0,0
28,37807,222,222,PAYMENT,0,0,0
28,37808,119,119,PAYMENT,0,0,0
28,37829,208,208,NEW_ORDER,0,0,0
28,37841,141,141,NEW_ORDER,0,0,0
28,37856,156,156,PAYMENT,0,0,0
28,37857,201,201,NEW_ORDER,0,0,0
28,37940,326,326,NEW_ORDER,0,0,0
28,45068,27,27,PAYMENT,0,0,0
28,45084,0,0,DELIVERY,0,0,0
28,45100,30,30,PAYMENT,0,0,0
28,45109,30,30,PAYMENT,0,0,0
28,45124,36,36,PAYMENT,0,0,0
28,45131,54,54,ORDER_STATUS,0,0,0
28,45134,11,11,STOCK_LEVEL,0,0,0
28,45134,29,29,PAYMENT,0,0,0
28,45146,27,27,PAYMENT,0,0,0
28,45152,30,30,PAYMENT,0,0,0
28,45154,40,40,PAYMENT,0,0,0
28,45155,61,61,PAYMENT,0,0,0
28,45155,34,34,PAYMENT,0,0,0
28,45157,100,100,NEW_ORDER,0,0,0
28,45159,55,55,PAYMENT,0,0,0
28,45172,0,0,DELIVERY,0,0,0
28,45189,0,0,DELIVERY,0,0,0
28,45198,68,68,PAYMENT,0,0,0
28,45199,138,138,NEW_ORDER,0,0,0
28,45202,71,71,PAYMENT,0,0,0
28,45206,34,34,PAYMENT,0,0,0
28,45221,65,65,PAYMENT,0,0,0
28,45221,33,33,PAYMENT,0,0,0
28,45222,28,28,PAYMENT,0,0,0
28,45222,33,33,PAYMENT,0,0,0
28,45226,114,114,NEW_ORDER,0,0,0
28,45227,39,39,PAYMENT,0,0,0
28,45230,87,87,NEW_ORDER,0,0,0
28,45234,132,132,NEW_ORDER,0,0,0
28,45253,98,98,NEW_ORDER,0,0,0
28,45255,65,65,PAYMENT,0,0,0
28,45279,90,90,NEW_ORDER,0,0,0
28,45284,128,128,PAYMENT,0,0,0
28,45299,140,140,NEW_ORDER,0,0,0
28,45306,134,134,NEW_ORDER,0,0,0
28,45319,235,232,DELIVERY_BG,0,0,0
28,45320,161,161,NEW_ORDER,0,0,0
28,45380,208,205,DELIVERY_BG,0,0,0
28,45400,211,208,DELIVERY_BG,0,0,0
28,45431,237,237,NEW_ORDER,0,0,0
28,52588,27,27,STOCK_LEVEL,0,0,0
28,52608,23,23,STOCK_LEVEL,0,0,0
28,52612,0,0,DELIVERY,0,0,0
28,52624,29,29,PAYMENT,0,0,0
28,52627,25,25,PAYMENT,0,0,0
28,52629,31,31,PAYMENT,0,0,0
28,52649,0,0,DELIVERY,0,0,0
28,52664,40,40,PAYMENT,0,0,0
28,52668,36,36,PAYMENT,0,0,0
28,52673,42,42,PAYMENT,0,0,0
28,52678,41,41,PAYMENT,0,0,0
28,52683,130,130,NEW_ORDER,0,0,0
28,52693,60,60,PAYMENT,0,0,0
28,52721,138,138,NEW_ORDER,0,0,0
28,52722,50,50,PAYMENT,0,0,0
28,52753,97,97,PAYMENT,0,0,0
28,52755,66,66,PAYMENT,0,0,0
28,52756,124,124,NEW_ORDER,0,0,0
28,52764,110,110,NEW_ORDER,0,0,0
28,52767,78,78,PAYMENT,0,0,0
28,52775,116,116,NEW_ORDER,0,0,0
28,52776,116,116,NEW_ORDER,0,0,0
28,52780,117,117,NEW_ORDER,0,0,0
28,52788,116,116,NEW_ORDER,0,0,0
28,52797,108,108,NEW_ORDER,0,0,0
28,52800,128,128,NEW_ORDER,0,0,0
28,52822,166,166,NEW_ORDER,0,0,0
28,52822,148,148,NEW_ORDER,0,0,0
28,52822,163,163,NEW_ORDER,0,0,0
28,52854,165,165,NEW_ORDER,0,0,0
28,52857,147,147,NEW_ORDER,0,0,0
28,52858,192,192,NEW_ORDER,0,0,0
28,52859,190,190,NEW_ORDER,0,0,0
28,52861,171,171,NEW_ORDER,0,0,0
28,52889,277,274,DELIVERY_BG,0,0,0
28,52893,203,203,NEW_ORDER,0,0,0
28,52896,186,186,NEW_ORDER,0,0,0
28,52905,299,299,NEW_ORDER,0,0,0
28,52914,265,262,DELIVERY_BG,0,0,0
28,60071,1,1,DELIVERY,0,0,0
28,60105,11,11,STOCK_LEVEL,0,0,0
28,60131,25,25,PAYMENT,0,0,0
28,60134,27,27,PAYMENT,0,0,0
28,60148,0,0,DELIVERY,0,0,0
28,60165,33,33,PAYMENT,0,0,0
28,60166,30,30,ORDER_STATUS,0,0,0
28,60172,0,0,DELIVERY,0,0,0
28,60176,64,64,NEW_ORDER,0,0,0
28,60185,30,30,PAYMENT,0,0,0
28,60192,33,33,PAYMENT,0,0,0
28,60192,32,32,PAYMENT,0,0,0
28,60193,33,33,PAYMENT,0,0,0
28,60194,1,1,DELIVERY,0,0,0
28,60202,31,31,PAYMENT,0,0,0
28,60204,31,31,PAYMENT,0,0,0
28,60204,121,121,NEW_ORDER,0,0,0
28,60226,143,143,NEW_ORDER,0,0,0
28,60227,98,98,NEW_ORDER,0,0,0
28,60227,55,55,PAYMENT,0,0,0
28,60251,80,80,PAYMENT,0,0,0
28,60252,58,58,PAYMENT,0,0,0
28,60255,81,81,PAYMENT,0,0,0
28,60261,72,72,PAYMENT,0,0,0
28,60264,109,109,NEW_ORDER,0,0,0
28,60274,112,112,NEW_ORDER,0,0,0
28,60277,128,128,NEW_ORDER,0,0,0
28,60282,92,92,NEW_ORDER,0,0,0
28,60290,134,134,NEW_ORDER,0,0,0
28,60306,236,233,DELIVERY_BG,0,0,0
28,60312,122,122,NEW_ORDER,0,0,0
28,60320,151,151,NEW_ORDER,0,0,0
28,60321,132,132,NEW_ORDER,0,0,0
28,60327,161,161,NEW_ORDER,0,0,0
28,60332,144,144,PAYMENT,0,0,0
28,60334,144,144,NEW_ORDER,0,0,0
28,60341,192,192,NEW_ORDER,0,0,0
28,60351,179,179,NEW_ORDER,0,0,0
28,60389,217,214,DELIVERY_BG,0,0,0
28,60389,241,238,DELIVERY_BG,0,0,0
28,60590,397,393,DELIVERY_BG,0,0,0
28,67641,33,33,PAYMENT,0,0,0
28,67650,79,79,NEW_ORDER,0,0,0
28,67659,35,35,PAYMENT,0,0,0
28,67672,34,34,PAYMENT,0,0,0
28,67673,46,46,STOCK_LEVEL,0,0,0
28,67691,1,1,DELIVERY,0,0,0
28,67708,0,0,DELIVERY,0,0,0
28,67711,94,94,NEW_ORDER,0,0,0
28,67711,48,48,PAYMENT,0,0,0
28,67711,61,61,PAYMENT,0,0,0
28,67727,1,1,DELIVERY,0,0,0
28,67732,43,43,PAYMENT,0,0,0
28,67733,57,57,PAYMENT,0,0,0
28,67737,49,49,PAYMENT,0,0,0
28,67743,54,54,ORDER_STATUS,0,0,0
28,67753,138,138,NEW_ORDER,0,0,0
28,67762,37,37,PAYMENT,0,0,0
28,67763,114,114,NEW_ORDER,0,0,0
28,67764,94,94,NEW_ORDER,0,0,0
28,67767,40,40,STOCK_LEVEL,0,0,0
28,67784,136,136,NEW_ORDER,0,0,0
28,67785,94,94,NEW_ORDER,0,0,0
28,67790,117,117,NEW_ORDER,1,0,0
28,67800,92,92,NEW_ORDER,0,0,0
28,67804,138,138,NEW_ORDER,0,0,0
28,67816,137,137,NEW_ORDER,0,0,0
28,67818,110,110,NEW_ORDER,0,0,0
28,67819,159,159,NEW_ORDER,0,0,0
28,67821,149,149,NEW_ORDER,0,0,0
28,67830,174,174,NEW_ORDER,0,0,0
28,67841,152,152,NEW_ORDER,0,0,0
28,67852,144,144,NEW_ORDER,0,0,0
28,67855,127,127,NEW_ORDER,0,0,0
28,67871,227,227,NEW_ORDER,0,0,0
28,67915,207,204,DELIVERY_BG,0,0,0
28,67925,252,252,NEW_ORDER,0,0,0
28,67927,201,201,NEW_ORDER,0,0,0
28,67940,250,230,DELIVERY_BG,0,0,0
28,67943,287,287,NEW_ORDER,0,0,0
28,67956,230,226,DELIVERY_BG,0,0,0
