procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  1   2304 791512 5481672 24573356    0    0  4729   190 4205    3  1  1 99  0  0  0
 0  0   2304 791108 5481672 24573364    0    0     0     0 15123 15277  1  2 97  0  0  0
 0  0   2304 790688 5481672 24573364    0    0     0     0 14791 14873  1  2 97  0  0  0
 0  0   2304 790688 5481672 24573364    0    0     0     0 14296 14093  1  2 97  0  0  0
 0  0   2304 790688 5481672 24573364    0    0     0     0 14826 14750  1  2 97  0  0  0
 1  0   2304 790940 5481672 24573364    0    0     0     0 15035 14808  1  2 97  0  0  0
 1  0   2304 790428 5481692 24573364    0    0     4   240 13462 13358  1  2 97  0  0  0
 0  0   2304 790940 5481692 24573364    0    0     0    84 13871 13545  1  2 97  0  0  0
 0  0   2304 790940 5481692 24573364    0    0     0     0 14263 14005  1  2 97  0  0  0
 1  0   2304 790940 5481692 24573364    0    0     0     0 13698 13221  1  2 97  0  0  0
 0  0   2304 785832 5481692 24573364    0    0     0     0 14179 13493  1  2 97  0  0  0
 0  0   2304 785080 5481700 24573356    0    0     0    32 14383 14071  1  2 97  0  0  0
 0  0   2304 785080 5481708 24573364    0    0     0    40 14224 13894  1  2 97  0  0  0
 0  0   2304 785080 5481708 24573364    0    0     0    52 13898 12959  1  2 98  0  0  0
 0  0   2304 785080 5481708 24573364    0    0     0   192 14303 13774  1  2 97  0  0  0
 0  0   2304 785080 5481708 24573364    0    0     0     0 14181 13494  1  2 97  0  0  0
 0  0   2304 785080 5481708 24573364    0    0     0     0 14261 13513  1  2 97  0  0  0
 1  0   2304 785080 5481716 24573364    0    0     0    12 14383 14124  1  2 97  0  0  0
 0  0   2304 785080 5481724 24573364    0    0     0    36 13124 13327  1  2 96  0  0  0
 1  0   2304 785080 5481724 24573364    0    0     0   128 9044 9067  1  1 98  0  0  0
 0  0   2304 785080 5481724 24573364    0    0     0     0 14068 13240  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 785080 5481724 24573364    0    0     0     0 14471 13731  1  2 97  0  0  0
 0  0   2304 785080 5481724 24573364    0    0     0     0 14522 13619  2  2 96  0  0  0
 1  0   2304 785080 5481740 24573356    0    0     0    48 14233 13480  1  2 98  0  0  0
 0  0   2304 785080 5481740 24573364    0    0     0     4 14781 14131  1  2 97  0  0  0
 0  0   2304 784568 5481740 24573364    0    0     0     4 14399 13292  1  2 98  0  0  0
 1  0   2304 785080 5481740 24573364    0    0     0     0 14150 13491  1  2 97  0  0  0
 0  0   2304 785080 5481740 24573364    0    0     0     0 14640 14740  1  2 97  0  0  0
 2  0   2304 785080 5481740 24573368    0    0     0   164 14842 14484  1  2 97  0  0  0
 0  0   2304 785080 5481756 24573368    0    0     0    44 14665 13872  1  2 97  0  0  0
 0  0   2304 785080 5481756 24573368    0    0     0   148 14601 13864  1  2 97  0  0  0
 0  0   2304 785080 5481756 24573368    0    0     0     0 12103 11914  1  2 97  0  0  0
 0  0   2304 785080 5481756 24573368    0    0     0     0 14797 13990  1  2 97  0  0  0
 0  0   2304 785080 5481756 24573368    0    0     0     0 14778 13836  0  2 97  0  0  0
 0  0   2304 785080 5481756 24573368    0    0     0    16 14218 13454  1  2 97  0  0  0
 0  0   2304 785080 5481764 24573368    0    0     0    12 14341 13336  1  2 97  0  0  0
 0  0   2304 785080 5481772 24573368    0    0     0    32 14883 14165  1  2 97  0  0  0
 0  0   2304 784832 5481772 24573368    0    0     0    84 15133 14676  1  2 97  0  0  0
 0  0   2304 784832 5481772 24573368    0    0     0     0 15080 14705  1  2 97  0  0  0
 0  0   2304 784832 5481772 24573368    0    0     0     0 14688 13876  1  2 97  0  0  0
 0  0   2304 784832 5481772 24573368    0    0     0     0 14485 13688  1  2 97  0  0  0
 0  0   2304 785084 5481780 24573368    0    0     0    24 14355 14164  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
