procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0   5120 24269916 2282796 100577936    0    0  2252     0 6737 12149  8  5 88  0  0
10  0   5120 24265512 2282796 100580896    0    0  1976     0 7015 12215  7  4 89  0  0
12  0   5120 24266612 2282800 100583128    0    0   836    24 6390 12041  7  4 89  0  0
 9  0   5120 24261856 2282800 100585536    0    0  1560     0 6035 11364  7  5 88  0  0
 7  0   5120 24247948 2282800 100587216    0    0  1012     0 6260 11254  7  4 89  0  0
11  0   5120 24241232 2282800 100589312    0    0  1516     0 6177 11556  7  4 89  0  0
13  0   5120 24243108 2282800 100591888    0    0  1412     0 6082 11392  8  4 88  0  0
16  0   5120 24235116 2282800 100594016    0    0  1464   388 6083 11287  7  5 88  0  0
 8  0   5120 24236640 2282800 100596680    0    0  1220     0 6396 11422  7  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0   5120 24231600 2282800 100598376    0    0  1232  8200 6818 12224  7  5 88  0  0
 7  0   5120 24160704 2282800 100600200    0    0  1236     0 6843 11984  9  3 88  0  0
13  0   5120 24163288 2282800 100602928    0    0  1636     0 8598 14605 11  3 86  0  0
 8  0   5120 24161044 2282804 100605744    0    0  1348    72 8945 14818  8  2 89  0  0
 9  0   5120 24155840 2282804 100608080    0    0  1204    16 8958 14583  9  2 89  0  0
12  0   5120 24158740 2282804 100610768    0    0  1320  6124 8569 14206  9  3 89  0  0
10  0   5120 24081432 2282808 100613472    0    0  2084  6184 8754 14905  9  3 88  0  0
13  0   5120 24049084 2282808 100616560    0    0  1624 40856 9158 14777 11  3 86  0  0
14  0   5120 24029084 2282820 100623920    0    0  3172  3868 8345 14711  9  2 89  0  0
10  0   5120 24024028 2282820 100629664    0    0  5012     4 8495 14987  8  2 89  0  0
 7  0   5120 24022740 2282820 100634696    0    0  3464     0 8467 14535  8  2 90  0  0
11  0   5120 24011024 2282820 100640768    0    0  4704     0 8495 14516  8  3 89  0  0
10  0   5120 24014964 2282820 100645928    0    0  4020     0 8782 14442  8  2 90  0  0
11  0   5120 24010252 2282824 100650992    0    0  3428   340 8895 15101  9  2 89  0  0
 8  0   5120 24002912 2282824 100655472    0    0  3648     0 8981 14946  9  3 88  0  0
 6  0   5120 23999516 2282824 100660232    0    0  2896  8272 9341 14864  9  2 89  0  0
12  0   5120 23986424 2282824 100663736    0    0  2532     0 8407 13306 12  3 85  0  0
13  0   5120 23982260 2282824 100668080    0    0  3108     0 8723 14771 10  2 88  0  0
 8  0   5120 23978300 2282828 100671392    0    0  2244    60 8479 14386  9  2 89  0  0
12  0   5120 23978532 2282828 100675440    0    0  3288     0 8378 14855  9  2 89  0  0
 8  0   5120 23975396 2282828 100679160    0    0  1692  9704 8382 14414  8  2 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0   5120 23980944 2282828 100681248    0    0  1336     0 8961 14528  9  2 89  0  0
11  0   5120 23981352 2282828 100684536    0    0  3012     0 8979 14979  9  3 88  0  0
11  0   5120 23981204 2282832 100688824    0    0  2176    48 8286 14548  9  2 89  0  0
12  0   5120 23980904 2282832 100692176    0    0  1904     0 8184 14511  8  2 90  0  0
 9  0   5120 23979852 2282832 100695248    0    0  2464    40 8495 14878  8  3 89  0  0
11  0   5120 23978672 2282832 100698072    0    0  1628     0 8714 14135  8  2 90  0  0
13  0   5120 23970284 2282832 100701232    0    0  1268     0 8123 14442  8  2 89  0  0
12  0   5120 23977328 2282836 100704224    0    0  1776    16 8289 14799  8  2 89  0  0
12  0   5120 23978568 2282836 100706592    0    0  1024     0 8295 14602  9  2 89  0  0
12  0   5120 23971296 2282836 100709128    0    0  1952  8672 8370 14051  8  3 88  0  0
11  0   5120 23937668 2282836 100712416    0    0  1340    68 6989 12568  9  3 88  0  0
 9  0   5120 23932308 2282836 100714160    0    0  1228     0 8791 13829 11  2 87  0  0
17  0   5120 23931308 2282836 100716848    0    0  1072    20 8615 14420  9  3 88  0  0
11  0   5120 23931284 2282836 100718784    0    0  1364     0 8476 13745  9  2 89  0  0
 8  0   5120 23930020 2282836 100721512    0    0  1112  9236 8586 14370  8  2 90  0  0
 2  0   5120 23918240 2282836 100724184    0    0  1268    60 8947 14500  8  3 89  0  0
10  0   5120 23924496 2282836 100726224    0    0  1020     0 8533 14139  8  2 89  0  0
12  0   5120 23926120 2282840 100728336    0    0   884    20 8340 14097  8  2 90  0  0
14  0   5120 23924236 2282840 100730216    0    0   896     0 7910 14296  8  3 89  0  0
12  0   5120 23924840 2282840 100732440    0    0   760     0 8246 14535  9  2 89  0  0
13  0   5120 23922012 2282840 100734272    0    0  1144     4 8549 14689  9  2 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0   5120 23922400 2282840 100736848    0    0  1324     0 8990 14262  8  2 90  0  0
 8  0   5120 23919952 2282848 100738896    0    0   616   408 8603 14163  9  2 89  0  0
11  0   5120 23920604 2282848 100740448    0    0   632     0 8720 14335  8  3 89  0  0
12  0   5120 23915996 2282848 100742832    0    0  1204  8204 8842 14398  8  2 89  0  0
10  0   5120 23917344 2282848 100745328    0    0  1156     0 8970 14834  9  2 89  0  0
