Thu Jan  1 00:11:46 UTC 1970
opencv_perf_imgproc,PerfHoughCircles,Basic,1
opencv_perf_imgproc,PerfHoughCircles2,ManySmallCircles,1
opencv_perf_imgproc,PerfHoughCircles4f,Basic,1
opencv_perf_imgproc,Transform,getPerspectiveTransform_1000,0
opencv_perf_imgproc,Transform,getPerspectiveTransform_QR_1000,0
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/0,0
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/1,0
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/2,0
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/3,0
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/4,129
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/5,0
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/6,0
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/7,129
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/8,129
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/9,0
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/10,137
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/11,137
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/12,129
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/13,129
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/14,129
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/15,137
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/16,129
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/17,137
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/18,137
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/19,137
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/20,137
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/21,139
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/22,139
opencv_perf_imgproc,OCL__3vs4_Fixture_Resize,Resize/23,139
