procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   2304 797100 5480852 24572956    0    0  4742   190 4198    3  1  1 99  0  0  0
 0  0   2304 796552 5480852 24572960    0    0     0   132 10878 11381  1  1 98  0  0  0
 0  0   2304 795796 5480852 24572960    0    0     0    12 11042 11837  1  2 98  0  0  0
 1  0   2304 794788 5480852 24572960    0    0     0     0 10594 11008  1  2 98  0  0  0
 0  0   2304 792268 5480860 24572960    0    0     0    32 10718 11506  1  2 98  0  0  0
 0  0   2304 792268 5480860 24572960    0    0     0     0 10443 10710  0  2 98  0  0  0
 1  0   2304 792268 5480868 24572960    0    0     0   180 11105 12572  1  2 97  0  0  0
 0  0   2304 791756 5480868 24572960    0    0     0    52 10777 11479  0  1 98  0  0  0
 0  0   2304 792268 5480868 24572960    0    0     0     0 9942 10423  1  1 98  0  0  0
 0  0   2304 792268 5480868 24572960    0    0     0    16 9898 9871  1  2 98  0  0  0
 1  0   2304 792268 5480868 24572960    0    0     0     0 9349 9428  1  1 98  0  0  0
 0  0   2304 792268 5480884 24572944    0    0     0    68 8554 10048  1  1 98  0  0  0
 1  0   2304 792268 5480884 24572960    0    0     0   308 10784 10962  1  1 98  0  0  0
 0  0   2304 792268 5480884 24572960    0    0     0     0 10151 9867  1  1 98  0  0  0
 0  0   2304 790504 5480884 24572960    0    0     0     0 10592 10759  1  2 98  0  0  0
 0  0   2304 790504 5480884 24572960    0    0     0     0 10752 10121  1  1 98  0  0  0
 0  0   2304 790504 5480884 24572960    0    0     0     8 10522 10695  1  1 98  0  0  0
 0  0   2304 790504 5480900 24572960    0    0     0    48 9439 9498  1  1 98  0  0  0
 0  0   2304 790504 5480900 24572960    0    0     0     4 10230 10228  1  1 98  0  0  0
 0  0   2304 790256 5480900 24572960    0    0     0     4 10415 9764  1  1 98  0  0  0
 0  0   2304 790008 5480900 24572960    0    0     0     0 10302 9972  1  2 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 790008 5480900 24572960    0    0     0     0 10346 10976  1  2 98  0  0  0
 0  0   2304 790008 5480908 24572960    0    0     0   196 10119 10531  1  1 98  0  0  0
 1  0   2304 790008 5480916 24572960    0    0     0    12 10461 10152  1  1 98  0  0  0
 0  0   2304 790008 5480916 24572960    0    0     0     4 10248 10193  1  1 98  0  0  0
 0  0   2304 790008 5480916 24572960    0    0     0   188 9554 9315  1  1 98  0  0  0
 4  0   2304 789496 5480916 24572960    0    0     0     0 8313 8947  1  1 98  0  0  0
 0  0   2304 790008 5480924 24572952    0    0     0    16 9763 9512  1  1 98  0  0  0
 1  0   2304 790008 5480924 24572960    0    0     0     0 8975 9313  1  1 98  0  0  0
 0  0   2304 790008 5480932 24572960    0    0     0    12 9015 8858  0  1 98  0  0  0
 0  0   2304 790008 5480932 24572960    0    0     0     4 8837 9087  1  1 98  0  0  0
 1  0   2304 790008 5480932 24572960    0    0     0     4 8933 9307  1  1 98  0  0  0
 0  0   2304 790008 5480932 24572960    0    0     0   792 8541 9491  1  1 98  0  0  0
 0  0   2304 790008 5480940 24572960    0    0     0    28 8689 8967  1  1 98  0  0  0
 0  0   2304 787604 5480940 24572968    0    0     0     0 8805 10302  1  1 98  0  0  0
 1  0   2304 787832 5480948 24572968    0    0     0    12 8594 8682  0  1 98  0  0  0
 1  0   2304 787832 5480964 24572972    0    0     0   216 9531 11324  1  2 97  0  0  0
 0  0   2304 787832 5480964 24572976    0    0     0    72 8146 8253  0  1 98  0  0  0
 1  0   2304 787832 5480964 24572976    0    0     0   228 7971 8600  1  1 98  0  0  0
 0  0   2304 788336 5480964 24572976    0    0     0     0 7835 8186  1  2 97  0  0  0
 0  0   2304 788336 5480964 24572976    0    0     0     4 8359 8556  1  2 98  0  0  0
 0  0   2304 788336 5480980 24572976    0    0     0    64 8326 9300  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 788336 5480980 24572980    0    0     0     4 8371 9678  1  2 97  0  0  0
 1  0   2304 788336 5480980 24572980    0    0     0   128 8258 8543  1  2 97  0  0  0
 1  0   2304 788336 5480980 24572980    0    0     0     0 8695 9104  1  2 97  0  0  0
 0  0   2304 791592 5480980 24572980    0    0     0     0 8835 9128  1  2 98  0  0  0
 0  0   2304 795760 5480980 24572980    0    0     0    36 10655 10667  1  2 97  0  0  0
 0  0   2304 795760 5480996 24572980    0    0     0    40 10434 10029  1  2 97  0  0  0
 0  0   2304 795508 5480996 24572980    0    0     0     8 10275 10038  1  2 97  0  0  0
 1  0   2304 795508 5480996 24572980    0    0     0     4 9786 9388  1  2 97  0  0  0
 0  0   2304 795268 5480996 24572980    0    0     0     0 10638 10339  1  2 98  0  0  0
