procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0  16384 11512940 2257248 106613904    0    0    20    33    2    2  2  1 98  0  0
16  0  16384 11512920 2257248 106613912    0    0     0     4 15796 2378 23  3 74  0  0
17  0  16384 11505248 2257248 106613920    0    0     0     8 9966 2404 24  2 74  0  0
17  0  16384 11511876 2257248 106613928    0    0     0     8 9414 2493 23  4 73  0  0
16  0  16384 11508048 2257248 106613936    0    0     0   248 13902 3166 23  3 74  0  0
16  0  16384 11510688 2257248 106614080    0    0     0  1956 15363 4938 23  4 73  0  0
16  0  16384 11511196 2257248 106614096    0    0     0    68 11400 4153 24  2 74  0  0
16  0  16384 11511020 2257248 106614104    0    0     0   100 16066 4621 23  3 73  0  0
17  0  16384 11510720 2257248 106614112    0    0     0     8 15708 2374 23  3 73  0  0
15  0  16384 11511576 2257248 106614128    0    0     0     4 15060 2273 24  3 73  0  0
19  0  16384 11511240 2257248 106614136    0    0     0  1876 15589 2594 23  3 74  0  0
17  0  16384 11502128 2257248 106614144    0    0     0    40 15499 2529 23  3 74  0  0
16  0  16384 11511816 2257248 106614160    0    0     0    24 14775 2535 23  3 74  0  0
17  0  16384 11515348 2257248 106614160    0    0     0     8 14892 2565 23  3 74  0  0
16  0  16384 11514452 2257248 106614176    0    0     0    88 15409 2767 23  4 73  0  0
17  0  16384 11511696 2257248 106614312    0    0     0  1360 14151 2608 22  5 74  0  0
16  0  16384 11516164 2257248 106614320    0    0     0   472 9198 1847 22  4 74  0  0
16  0  16384 11467408 2257252 106614336    0    0     0    20 8607 1890 21  4 75  0  0
17  0  16384 11458352 2257252 106614352    0    0     0   100 16121 3906 23  3 74  0  0
17  0  16384 11464672 2257252 106614352    0    0     0    20 14860 4548 23  3 74  0  0
16  0  16384 11463644 2257252 106614368    0    0     0     4 13122 4613 23  3 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
20  0  16384 11464676 2257252 106614368    0    0     0  1556 13699 4872 24  3 74  0  0
19  0  16384 11466028 2257252 106614368    0    0     0   116 16689 2610 23  3 74  0  0
16  0  16384 11466308 2257252 106614384    0    0     0     8 16800 2432 23  3 74  0  0
16  0  16384 11469136 2257252 106614400    0    0     0    20 15861 2401 23  3 74  0  0
16  0  16384 11466932 2257252 106614400    0    0     0   112 16925 2433 23  4 73  0  0
16  0  16384 11465884 2257252 106614416    0    0     0  1964 16784 2611 23  3 74  0  0
17  0  16384 11457632 2257252 106614472    0    0     0    60 16533 2327 24  3 74  0  0
16  0  16384 11463348 2257252 106614480    0    0     0     8 15311 2541 23  3 74  0  0
16  0  16384 11463576 2257252 106614496    0    0     0    96 15882 2300 23  3 74  0  0
17  0  16384 11461764 2257252 106614504    0    0     0    20 10296 1882 24  2 73  0  0
19  0  16384 11457864 2257252 106614512    0    0     0  2056 12033 2456 23  3 74  0  0
16  0  16384 11456684 2257252 106614528    0    0     0     8 16416 3865 23  3 73  0  0
