procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  1   2304 839328 5455612 24544408    0    0  5387   211 4477    4  1  1 99  0  0  0
 0  0   2304 838984 5455620 24544412    0    0     0    60 28045 36250  1  4 95  0  0  0
 1  0   2304 838228 5455620 24544412    0    0     0     0 28422 36509  1  4 94  0  0  0
 0  0   2304 839068 5455620 24544412    0    0     0     0 28157 36290  2  4 95  0  0  0
 1  0   2304 839496 5455620 24544412    0    0     0    68 28471 36557  2  4 95  0  0  0
 1  0   2304 840288 5455620 24544412    0    0     0     0 28886 37272  2  4 95  0  0  0
 0  1   2304 840288 5455632 24544408    0    0     0   188 28681 35572  1  3 96  0  0  0
 0  0   2304 840288 5455636 24544412    0    0     0     4 27846 34505  1  4 94  0  0  0
 2  0   2304 840288 5455636 24544412    0    0     0     0 28841 36099  1  3 95  0  0  0
 0  0   2304 840036 5455636 24544412    0    0     0     0 29136 36612  2  3 95  0  0  0
 1  0   2304 843560 5455636 24544416    0    0     0   116 27123 32754  1  3 95  0  0  0
 0  0   2304 843560 5455644 24544416    0    0     0    36 28411 34582  1  4 95  0  0  0
 1  0   2304 843560 5455652 24544412    0    0     0   304 29218 37662  1  4 95  0  0  0
 1  0   2304 843812 5455652 24544420    0    0     0     0 29452 36867  1  4 95  0  0  0
 1  0   2304 843812 5455652 24544420    0    0     0     0 28939 36234  1  4 95  0  0  0
 0  0   2304 843812 5455652 24544420    0    0     0     0 29255 36810  1  3 95  0  0  0
 0  0   2304 843812 5455652 24544420    0    0     0   104 29187 36289  1  4 95  0  0  0
 1  0   2304 843812 5455660 24544420    0    0     0    28 28597 36528  1  3 95  0  0  0
 2  0   2304 843812 5455668 24544416    0    0     0   276 29222 37364  1  4 95  0  0  0
 1  0   2304 843812 5455668 24544420    0    0     0     0 29030 37388  1  4 95  0  0  0
 0  0   2304 843300 5455668 24544420    0    0     0     0 28723 36429  1  4 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 843588 5455668 24544420    0    0     0     0 28059 34865  2  3 95  0  0  0
 1  0   2304 843588 5455668 24544420    0    0     0    56 26887 31731  1  4 95  0  0  0
 0  0   2304 843588 5455676 24544420    0    0     0    12 29165 34792  1  3 95  0  0  0
 0  1   2304 843588 5455684 24544420    0    0     0    60 29468 36864  1  4 95  0  0  0
 0  0   2304 843588 5455684 24544420    0    0     0     0 28818 36370  1  4 95  0  0  0
 1  0   2304 843588 5455684 24544420    0    0     0   156 28266 35699  2  4 94  0  0  0
 1  0   2304 843588 5455684 24544420    0    0     0     0 29339 36885  1  4 95  0  0  0
 1  0   2304 843076 5455684 24544420    0    0     0    92 28632 36114  1  4 95  0  0  0
 1  0   2304 843336 5455692 24544420    0    0     0    12 28513 37042  1  4 95  0  0  0
 0  0   2304 843336 5455700 24544420    0    0     0    32 29250 36668  2  4 95  0  0  0
 0  0   2304 843336 5455700 24544420    0    0     0     0 28742 36013  1  4 94  0  0  0
 0  0   2304 842452 5455700 24544420    0    0     0     0 28925 36426  2  4 95  0  0  0
 0  0   2304 842360 5455700 24544420    0    0     0     0 28759 36099  1  5 94  0  0  0
 0  0   2304 842360 5455700 24544420    0    0     0    68 27266 32611  1  3 95  0  0  0
 0  0   2304 842360 5455708 24544420    0    0     0    12 28381 34902  2  4 94  0  0  0
 1  0   2304 842360 5455708 24544420    0    0     0     4 28762 35731  1  4 95  0  0  0
 0  0   2304 842360 5455708 24544420    0    0     0     0 29179 36376  1  4 95  0  0  0
 0  0   2304 842360 5455716 24544412    0    0     0    16 25981 32584  1  3 95  0  0  0
 1  0   2304 842360 5455716 24544420    0    0     0     0 28922 37166  2  5 93  0  0  0
 2  0   2304 842360 5455716 24544420    0    0     0    88 28793 36346  2  4 94  0  0  0
 2  0   2304 841848 5455724 24544420    0    0     0    12 29489 36536  1  4 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 842360 5455724 24544424    0    0     0     4 29048 35454  2  4 94  0  0  0
 0  1   2304 842360 5455728 24544420    0    0     0    20 29471 36435  2  4 94  0  0  0
 1  0   2304 842360 5455732 24544416    0    0     0    20 29421 36282  1  4 94  0  0  0
 1  0   2304 842360 5455732 24544424    0    0     0    56 29235 36667  2  4 94  0  0  0
 0  0   2304 842360 5455732 24544424    0    0     0     0 25867 31682  2  4 95  0  0  0
 1  0   2304 842360 5455740 24544424    0    0     0    12 25815 30978  1  4 95  0  0  0
 0  0   2304 842360 5455740 24544424    0    0     0     8 26595 32330  2  4 94  0  0  0
 1  0   2304 842360 5455740 24544424    0    0     0   152 25384 31309  1  4 94  0  0  0
 1  0   2304 842360 5455748 24544420    0    0     0   152 27366 32431  2  4 95  0  0  0
 0  0   2304 841848 5455748 24544428    0    0     0     0 29492 36338  2  4 94  0  0  0
 1  0   2304 842108 5455748 24544428    0    0     0     0 28793 35605  1  4 94  0  0  0
 0  0   2304 838012 5455756 24544428    0    0     0    20 28372 36221  1  4 94  0  0  0
 0  0   2304 841056 5455756 24544428    0    0     0     4 28703 36079  1  4 95  0  0  0
 0  0   2304 841056 5455764 24544420    0    0     0    28 28866 36596  2  4 95  0  0  0
 0  0   2304 841056 5455764 24544428    0    0     0   220 29463 36821  2  4 95  0  0  0
 0  0   2304 841056 5455764 24544428    0    0     0     0 29451 37407  2  4 94  0  0  0
 0  0   2304 841056 5455764 24544428    0    0     0     8 29900 37306  2  4 94  0  0  0
 2  0   2304 840804 5455772 24544428    0    0     0    12 26434 32346  2  4 95  0  0  0
 0  0   2304 840804 5455772 24544428    0    0     0     4 27965 34258  2  4 94  0  0  0
 1  0   2304 840292 5455780 24544428    0    0     0   136 29376 37366  2  4 95  0  0  0
 1  0   2304 840580 5455780 24544460    0    0     0     0 28576 36354  2  4 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 840580 5455780 24544460    0    0     0     0 27456 32983  2  5 94  0  0  0
 1  0   2304 840580 5455780 24544460    0    0     0     0 27053 32503  2  4 95  0  0  0
 1  0   2304 840580 5455788 24544460    0    0     0    12 27319 32623  2  4 94  0  0  0
 1  0   2304 840580 5455788 24544460    0    0     0    16 27202 32252  1  4 94  0  0  0
 0  0   2304 840580 5455788 24544460    0    0     0    80 28036 33736  2  4 95  0  0  0
 0  0   2304 840580 5455796 24544460    0    0     0    28 28099 34287  1  4 95  0  0  0
 1  0   2304 836484 5455796 24544460    0    0     0     0 26887 32818  2  4 95  0  0  0
 0  0   2304 836484 5455796 24544464    0    0     0     0 24490 29231  2  5 94  0  0  0
 1  0   2304 836484 5455804 24544464    0    0     0    12 23436 26873  2  4 94  0  0  0
 0  0   2304 836484 5455804 24544464    0    0     0   164 23491 26253  2  4 94  0  0  0
 0  2   2304 836484 5455808 24544464    0    0     0    36 23314 26236  2  4 94  0  0  0
 3  0   2304 836484 5455812 24544464    0    0     0    68 28324 33879  2  4 94  0  0  0
 1  0   2304 836484 5455812 24544464    0    0     0     0 29548 36810  2  4 94  0  0  0
 1  0   2304 836236 5455812 24544464    0    0     0     0 29374 36800  2  4 94  0  0  0
 1  0   2304 836236 5455820 24544464    0    0     0    12 28982 37081  2  4 94  0  0  0
 0  0   2304 836236 5455820 24544464    0    0     0   232 29016 36900  2  4 94  0  0  0
 2  0   2304 836236 5455820 24544464    0    0     0     4 29739 38391  2  4 94  0  0  0
