procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0   5120 21952992 2288156 101100520    0    0    45    68    1    1  3  1 96  0  0
17  0   5120 21948292 2288156 101105888    0    0  2008     0 15292 13415 19  4 77  0  0
16  0   5120 21941428 2288156 101110656    0    0  2212     0 15774 13820 19  5 76  0  0
16  0   5120 21938128 2288156 101114608    0    0  1528     0 16437 13326 18  4 78  0  0
16  0   5120 21933512 2288160 101118992    0    0  2288 10920 16181 13983 19  4 76  0  0
16  0   5120 21930572 2288160 101123008    0    0  1776     0 15758 13852 19  4 77  0  0
18  0   5120 21928840 2288160 101127224    0    0  1784     0 16279 13686 19  4 77  0  0
17  0   5120 21892720 2288160 101129976    0    0   684     0 9401 9398 18  5 77  0  0
17  0   5120 21876936 2288160 101132944    0    0  1752     0 14165 12830 19  5 76  0  0
16  0   5120 21878860 2288168 101135992    0    0   668  8236 13041 11738 17  5 78  0  0
16  0   5120 21874092 2288168 101139056    0    0  1248     0 13449 12764 17  5 78  0  0
16  0   5120 21861620 2288168 101142208    0    0  1028     0 13960 12627 17  5 77  0  0
15  0   5120 21868772 2288168 101144800    0    0   944    16 14497 12627 17  5 78  0  0
 1  0   5120 21854196 2288168 101147808    0    0  1284     0 13952 12695 17  6 77  0  0
16  0   5120 21851760 2288172 101151080    0    0   664 10992 13409 12011 16  4 80  0  0
16  0   5120 21850220 2288172 101153392    0    0   560     0 12960 12587 17  5 78  0  0
17  0   5120 21832740 2288172 101155552    0    0   568    40 13891 12477 16  5 79  0  0
18  0   5120 21774084 2288172 101158008    0    0   340 45060 13994 12247 18  5 77  0  0
17  0   5120 21762552 2288176 101164088    0    0  2300  5776 13197 12879 17  6 77  0  0
16  0   5120 21737968 2288192 101177216    0    0  9888 10888 15284 14129 19  5 76  0  0
16  0   5120 21714828 2288224 101191680    0    0 10656 44076 16905 14124 20  4 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0   5120 21692360 2288288 101209288    0    0  9652 43572 16610 14150 20  4 76  0  0
16  0   5120 21687684 2288312 101215416    0    0  2788 23364 8844 8787 19  4 77  0  0
16  0   5120 21682060 2288328 101224208    0    0  4524 30856 13907 13117 20  4 76  0  0
20  0   5120 21663300 2288352 101236128    0    0  4696 41292 15192 13194 20  5 75  0  0
16  0   5120 21665904 2288380 101244448    0    0  3512 32916 16472 13321 20  4 76  0  0
15  0   5120 21658400 2288400 101253728    0    0  2100 23412 15851 13589 20  4 77  0  0
16  0   5120 21650652 2288436 101261888    0    0  2800 36724 15852 13319 20  4 76  0  0
16  0   5120 21643520 2288456 101269600    0    0  1652 21000 15290 13314 19  4 77  0  0
16  0   5120 21632636 2288492 101276864    0    0  1764 30224 16710 13318 20  4 76  0  0
16  0   5120 21616676 2288524 101284352    0    0  1476 28592 16843 13730 19  5 76  0  0
16  0   5120 21601852 2288560 101292608    0    0  3224 41040 15468 13882 20  4 76  0  0
16  0   5120 21583276 2288564 101300304    0    0  1380 27232 14734 13400 19  4 77  0  0
17  0   5120 21566576 2288588 101306912    0    0  1736 29104 13738 12303 18  5 77  0  0
18  0   5120 21545716 2288624 101315408    0    0  1520 39044 14274 12439 17  6 77  0  0
17  0   5120 21529196 2288664 101321520    0    0  1028 30808 13749 11729 18  6 77  0  0
16  0   5120 21509504 2288684 101327248    0    0  1100 22760 12317 11707 16  6 78  0  0
16  0   5120 21384304 2288692 101331840    0    0   592 15660 10168 9359 19  5 76  0  0
16  0   5120 21332540 2288696 101337336    0    0   460 18672 12947 11815 20  5 76  0  0
16  0   5120 21325320 2288700 101343304    0    0   868 22196 14381 12636 20  4 76  0  0
17  0   5120 21312428 2288716 101349792    0    0   812 18684 16421 13046 20  4 76  0  0
16  0   5120 21311440 2288744 101357944    0    0  2580 39296 15620 12912 20  4 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0   5120 21310428 2288756 101364776    0    0   960 18644 15097 12995 21  4 76  0  0
11  0   5120 21412516 2288800 101255712    0    0  1360 87532 13189 11449 17  3 80  0  0
16  0   5120 21647128 2288872 100932096    0    0 56004 38216 15851 14464 19  5 76  0  0
16  0   5120 21800320 2288896 100759328    0    0 83208 40352 16369 13766 19  5 76  0  0
30  0   5120 21738624 2288984 100769328    0    0 86908 104604 17004 14537 19  5 75  0  0
16  0   5120 21614632 2289044 100811088    0    0 78908 91216 14539 13796 19  4 75  1  0
17  0   5120 21536204 2289148 100830608    0    0 78660 183964 15507 13616 21  4 75  0  0
17  0   5120 21372492 2289256 100918544    0    0 73732 130068 14884 14175 20  4 76  0  0
16  0   5120 21282104 2289284 100963192    0    0 78100 28432 15479 14678 19  4 77  0  0
