procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0   5120 21225428 2289300 101008736    0    0 54060 22444 10730 10607 22  3 75  0  0
15  0   5120 21514684 2289300 100701208    0    0 62320     0 14732 14445 20  5 75  0  0
16  0   5120 21458196 2289300 100762736    0    0 60332     0 15601 14852 19  4 77  0  0
16  0   5120 21410512 2289300 100814504    0    0 49592     0 17575 14959 19  4 76  0  0
21  0   5120 21372452 2289300 100862032    0    0 45428     0 17153 14826 19  4 77  0  0
16  0   5120 21335036 2289300 100905512    0    0 41784  1444 16715 15013 20  5 76  0  0
16  0   5120 21306548 2289300 100938352    0    0 31356     0 16198 14348 19  4 77  0  0
16  0   5120 21282604 2289300 100970176    0    0 27828     0 16544 14698 19  5 76  0  0
15  0   5120 21263380 2289300 100997872    0    0 26160     0 16112 14775 20  4 76  0  0
13  0   5120 21243668 2289300 101023008    0    0 22716     0 15645 14322 19  3 77  0  0
15  0   5120 21227268 2289300 101045344    0    0 20464    16 17435 14542 19  5 76  0  0
16  0   5120 21210000 2289300 101066752    0    0 17100     0 17777 14154 19  3 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0   5120 21186832 2289300 101083944    0    0 15892     0 15292 13451 18  6 76  0  0
16  0   5120 21176956 2289300 101099760    0    0 13596 10776 17351 14151 19  4 77  0  0
18  0   5120 21141396 2289300 101115088    0    0 12912     0 16041 14048 19  4 77  0  0
16  0   5120 21090828 2289300 101127728    0    0 11236    20 14987 13072 19  5 77  0  0
16  0   5120 21003476 2289300 101119168    0    0  7684    24 12107 11001 20  3 77  0  0
18  0   5120 21001060 2289300 101123936    0    0  8504     0 15627 12894 20  4 75  0  0
16  0   5120 21000944 2289300 101134328    0    0  9084 45448 16634 13354 20  5 75  0  0
17  0   5120 20993176 2289300 101144912    0    0  8652     0 16745 13696 19  4 77  0  0
16  0   5120 20987720 2289300 101155840    0    0  7176   372 15480 13974 19  4 77  0  0
16  0   5120 20982680 2289300 101164160    0    0  6068   352 16005 13835 19  4 77  0  0
 1  0   5120 20977932 2289300 101172064    0    0  6224     0 16214 13517 19  4 78  0  0
17  0   5120 20964788 2289300 101179056    0    0  5864     0 17541 14182 19  5 76  0  0
16  0   5120 20967204 2289300 101188800    0    0  5916     0 16513 13828 19  4 77  0  0
17  0   5120 20949016 2289304 101196680    0    0  5652 30756 15853 13827 20  4 76  0  0
15  0   5120 20909824 2289312 101207488    0    0  5016 20152 15299 14205 20  4 76  0  0
16  0   5120 20897304 2289312 101219584    0    0 10620     0 16463 14252 20  3 77  0  0
16  0   5120 20888436 2289312 101230720    0    0  9132     0 16564 14665 20  4 76  0  0
15  0   5120 20878696 2289312 101242784    0    0  7848     0 14899 13295 20  4 76  0  0
17  0   5120 20864944 2289312 101248856    0    0  5368     0 11512 10915 22  3 75  0  0
15  0   5120 20865276 2289316 101257384    0    0  6328    16 15026 13472 20  4 76  0  0
16  0   5120 20856640 2289316 101266464    0    0  6368     0 15750 13562 20  4 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0   5120 20847320 2289316 101271728    0    0  4664 16784 16120 13622 19  4 77  0  0
17  0   5120 20839092 2289316 101278736    0    0  3976     0 15620 14290 19  5 76  0  0
16  0   5120 20827340 2289316 101285368    0    0  4488     0 15950 13860 19  4 76  0  0
16  0   5120 20822068 2289316 101292608    0    0  3564    20 15293 13777 20  3 77  0  0
16  0   5120 20811608 2289316 101298416    0    0  4036     0 15914 13664 19  4 77  0  0
15  0   5120 20806188 2289316 101303304    0    0  3460 27892 16974 13522 19  4 77  0  0
17  0   5120 20793248 2289316 101308408    0    0  2268     0 15871 13478 19  3 78  0  0
16  0   5120 20794416 2289316 101313664    0    0  2800     0 15592 14402 20  5 76  0  0
16  0   5120 20788636 2289316 101318336    0    0  3212    20 16188 13533 19  4 77  0  0
17  0   5120 20782532 2289316 101324192    0    0  2140     0 15339 13729 20  4 76  0  0
16  0   5120 20777332 2289316 101327624    0    0  2452     0 15300 14153 20  3 77  0  0
16  0   5120 20772604 2289316 101332616    0    0  1920     0 15532 13460 19  4 77  0  0
17  0   5120 20767956 2289316 101336704    0    0  1496     0 11014 9457 21  3 76  0  0
16  0   5120 20764396 2289320 101339568    0    0  1552    28 15659 13487 20  4 75  0  0
 0  0   5120 20761020 2289320 101342440    0    0   520     0 8241 6736 10  2 88  0  0
 1  0   5120 20759536 2289320 101342880    0    0     0     0  118 1135  0  0 100  0  0
 0  0   5120 20762844 2289320 101342880    0    0     0     0  118 1008  0  0 99  0  0
 0  0   5120 20763972 2289320 101342880    0    0     0     0  123 1004  0  0 100  0  0
 0  0   5120 20763260 2289320 101342880    0    0     0     0  118 1034  0  1 98  0  0
