procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0   1280 25831952 2290492 99021664    0    0     0     4 34383 2998 19  7 75  0  0
20  0   1280 25823860 2290492 99021680    0    0     0     8 34097 2944 19  6 75  0  0
16  0   1280 25834584 2290492 99021680    0    0     0   100 32751 3065 19  6 75  0  0
17  0   1280 25835492 2290496 99021696    0    0     0  1436 34073 2878 19  6 75  0  0
16  0   1280 25836064 2290496 99021696    0    0     0     8 34468 2705 18  6 76  0  0
17  0   1280 25837668 2290496 99021704    0    0     0     0 34182 2702 18  6 75  0  0
16  0   1280 25832380 2290496 99021712    0    0     0     8 33529 3049 18  7 74  0  0
16  0   1280 25832428 2290496 99021720    0    0     0   124 34446 2477 19  6 75  0  0
16  0   1280 25829144 2290500 99021728    0    0     0    28 34896 3042 19  6 75  0  0
16  0   1280 25830032 2290500 99021744    0    0     0  1256 34245 2925 19  6 75  0  0
17  0   1280 25823268 2290500 99021744    0    0     0     4 34576 2598 18  6 76  0  0
16  0   1280 25832128 2290500 99021872    0    0     0   104 34187 3156 18  7 75  0  0
17  0   1280 25834596 2290500 99021888    0    0     0     4 34401 2922 18  6 76  0  0
22  0   1280 25841544 2290500 99021920    0    0     0    12 32134 3188 19  6 75  0  0
16  0   1280 25839204 2290500 99021936    0    0     0  1468 32743 3141 18  6 76  0  0
16  0   1280 25839624 2290500 99021936    0    0     0   116 33545 2670 18  6 75  0  0
17  0   1280 25839012 2290500 99021936    0    0     0    40 34333 3004 18  6 76  0  0
16  0   1280 25840092 2290500 99021952    0    0     0     4 34520 2823 18  7 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0   1280 25839032 2290500 99021960    0    0     0    32 34648 2626 18  6 76  0  0
24  0   1280 25834148 2290504 99021968    0    0     0  1352 34202 3059 19  6 75  0  0
16  0   1280 25845060 2290504 99021976    0    0     0     8 34684 2930 19  6 75  0  0
17  0   1280 25843896 2290504 99021984    0    0     0     4 35357 2682 19  6 75  0  0
19  0   1280 25841664 2290504 99022000    0    0     0     8 34489 3015 19  7 74  0  0
17  0   1280 25839692 2290504 99022008    0    0     0    96 34093 2802 18  6 76  0  0
17  0   1280 25839468 2290504 99022144    0    0     0  1444 34299 3115 19  7 74  0  0
16  0   1280 25840284 2290504 99022144    0    0     0     4 32345 3046 19  6 75  0  0
17  0   1280 25829836 2290504 99022160    0    0     0     8 34723 2618 19  6 75  0  0
16  0   1280 25840736 2290504 99022168    0    0     0     8 34419 2934 19  5 75  0  0
21  0   1280 25840076 2290504 99022176    0    0     0   104 34263 2788 19  7 75  0  0
23  0   1280 25841228 2290504 99022184    0    0     0  1276 33317 2760 18  6 76  0  0
22  0   1280 25839692 2290504 99022496    0    0     0     4 33782 3015 18  5 77  0  0
22  0   1280 25839400 2290504 99022512    0    0     0     8 34017 2458 19  7 75  0  0
18  0   1280 25837792 2290504 99022520    0    0     0    96 34525 2955 18  6 76  0  0
18  0   1280 25840284 2290504 99022656    0    0     0    44 34441 3066 18  8 74  0  0
15  0   1280 25844748 2290504 99022664    0    0     0    12 35103 2586 19  6 75  0  0
17  0   1280 25837056 2290508 99022672    0    0     0  1360 33844 2875 18  6 76  0  0
16  0   1280 25844260 2290508 99022808    0    0     0   100 31425 3399 19  5 76  0  0
16  0   1280 25845384 2290508 99022816    0    0     0     8 33236 2429 19  6 75  0  0
16  0   1280 25843064 2290508 99022832    0    0     0     4 33787 2856 18  7 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0   1280 25844484 2290508 99022832    0    0     0    20 34834 2640 20  7 73  0  0
16  0   1280 25844028 2290512 99022848    0    0     0  1380 34280 2938 18  6 76  0  0
20  0   1280 25843580 2290512 99022848    0    0     0    32 34810 2682 19  6 76  0  0
17  0   1280 25843140 2290512 99022864    0    0     0    12 34229 2830 18  6 75  0  0
16  0   1280 25844264 2290512 99022864    0    0     0     8 34155 2797 18  6 75  0  0
21  0   1280 25834668 2290512 99022872    0    0     0     4 34140 2814 19  7 74  0  0
16  0   1280 25840544 2290516 99022888    0    0     0  1392 34178 2976 18  6 76  0  0
16  0   1280 25843872 2290516 99022896    0    0     0     4 33717 2899 18  6 76  0  0
16  0   1280 25843368 2290516 99022896    0    0     0     8 31985 3113 18  6 76  0  0
 1  0   1280 25843168 2290516 99023032    0    0     0     8 32909 2920 19  5 76  0  0
17  0   1280 25842916 2290516 99023040    0    0     0   220 34674 2541 19  6 75  0  0
16  0   1280 25843208 2290516 99023056    0    0     0  1308 33894 2803 18  6 75  0  0
16  0   1280 25842500 2290516 99023056    0    0     0    12 33728 2837 18  5 77  0  0
17  0   1280 25842224 2290516 99023072    0    0     0     8 35149 2782 20  6 75  0  0
18  0   1280 25834832 2290516 99023080    0    0     0   108 35204 2615 19  6 75  0  0
10  0   1280 25840336 2290516 99023088    0    0     0    28 34476 2723 19  6 75  0  0
17  0   1280 25839520 2290516 99023088    0    0     0  1268 34201 2811 18  6 76  0  0
17  0   1280 25835116 2290516 99023104    0    0     0    24 34316 2571 19  7 74  0  0
16  0   1280 25835352 2290516 99023104    0    0     0   104 33896 3000 18  5 77  0  0
16  0   1280 25833312 2290516 99023120    0    0     0    52 33298 2603 18  6 76  0  0
16  0   1280 25830172 2290516 99023120    0    0     0     4 31503 2800 19  6 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0   1280 25822248 2290516 99023120    0    0     0  1332 33167 2797 19  6 76  0  0
16  0   1280 25832484 2290516 99023272    0    0     0    12 34087 2409 19  7 75  0  0
16  0   1280 25832968 2290516 99023280    0    0     0   112 34567 2707 19  6 75  0  0
16  0   1280 25833004 2290516 99023288    0    0     0     8 34140 2808 19  6 75  0  0
16  0   1280 25833872 2290516 99023296    0    0     0     8 35198 2697 19  6 75  0  0
16  0   1280 25831236 2290516 99023296    0    0     0  1280 34163 2761 18  7 75  0  0
17  0   1280 25833744 2290520 99023320    0    0     0   128 34264 2768 19  6 76  0  0
16  0   1280 25837832 2290520 99023328    0    0     0    40 35555 2751 20  7 73  0  0
16  0   1280 25842108 2290520 99023328    0    0     0     8 34597 2903 18  6 75  0  0
18  0   1280 25834976 2290520 99023344    0    0     0     4 33954 2752 18  6 76  0  0
19  0   1280 25843884 2290520 99023344    0    0     0     8 33864 2951 19  6 75  0  0
16  0   1280 25843456 2290524 99023344    0    0     0  1308 31836 3305 19  5 76  0  0
17  0   1280 25844780 2290524 99023360    0    0     0    28 34788 2601 20  7 73  0  0
 0  0   1280 25847644 2290524 99023360    0    0     0     8 7362 2059  4  2 95  0  0
 0  0   1280 25850980 2290524 99023504    0    0     0     4  240 1654  0  1 99  0  0
 0  0   1280 25850940 2290524 99023504    0    0     0   100  215 1652  0  0 99  0  0
 1  0   1280 25850012 2290524 99023520    0    0     0  1296  206 1584  0  1 99  0  0
