run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
30,197,167,167,PAYMENT,0,0,0
30,197,167,167,PAYMENT,0,0,0
30,197,168,168,PAYMENT,0,0,0
30,205,176,176,PAYMENT,0,0,0
30,235,208,208,PAYMENT,0,0,0
30,335,289,289,PAYMENT,0,0,0
30,339,312,312,PAYMENT,0,0,0
30,432,405,405,PAYMENT,0,0,0
30,450,423,423,PAYMENT,0,0,0
30,452,423,423,PAYMENT,0,0,0
30,452,421,421,NEW_ORDER,0,0,0
30,453,424,424,NEW_ORDER,0,0,0
30,456,428,428,PAYMENT,0,0,0
30,458,429,429,PAYMENT,0,0,0
30,459,432,432,NEW_ORDER,0,0,0
30,459,431,431,NEW_ORDER,0,0,0
30,476,445,445,NEW_ORDER,0,0,0
30,479,434,434,NEW_ORDER,0,0,0
30,478,448,448,NEW_ORDER,0,0,0
30,481,436,436,NEW_ORDER,0,0,0
30,481,453,453,NEW_ORDER,0,0,0
30,489,458,458,NEW_ORDER,0,0,0
30,489,458,458,NEW_ORDER,0,0,0
30,488,461,461,NEW_ORDER,0,0,0
30,492,464,464,NEW_ORDER,0,0,0
30,499,468,468,NEW_ORDER,0,0,0
30,505,478,478,PAYMENT,0,0,0
30,511,482,482,PAYMENT,0,0,0
30,512,484,484,NEW_ORDER,0,0,0
30,520,474,474,NEW_ORDER,0,0,0
30,534,503,503,NEW_ORDER,0,0,0
30,540,512,512,NEW_ORDER,0,0,0
30,549,522,522,PAYMENT,0,0,0
30,558,529,529,NEW_ORDER,0,0,0
30,586,558,558,PAYMENT,0,0,0
30,631,600,600,NEW_ORDER,0,0,0
30,701,673,673,NEW_ORDER,0,0,0
30,7516,3,3,DELIVERY,0,0,0
30,7516,4,4,DELIVERY,0,0,0
30,7721,209,209,PAYMENT,0,0,0
30,7724,217,217,PAYMENT,0,0,0
30,7724,216,216,PAYMENT,0,0,0
30,7729,164,164,PAYMENT,0,0,0
30,7731,212,212,PAYMENT,0,0,0
30,7731,146,146,PAYMENT,0,0,0
30,7747,122,122,ORDER_STATUS,0,0,0
30,7791,206,206,ORDER_STATUS,0,0,0
30,7794,281,281,ORDER_STATUS,0,0,0
30,7796,279,279,PAYMENT,0,0,0
30,7798,233,233,PAYMENT,0,0,0
30,7821,314,314,PAYMENT,0,0,0
30,7821,304,304,PAYMENT,0,0,0
30,7825,200,200,PAYMENT,0,0,0
