procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0    512 24884800 2378096 100005936    0    0     0  1636 19271 8564  8  4 88  0  0
 7  0    512 24886620 2378096 100005944    0    0     0    16 19265 7991  8  3 89  0  0
10  0    512 24883444 2378096 100005952    0    0     0     4 18358 8443  8  3 89  0  0
 6  0    512 24889328 2378100 100005968    0    0     0    28 18113 8542  9  3 88  0  0
 1  0    512 24893344 2378100 100005984    0    0     0   156 18608 8953  9  4 88  0  0
 8  0    512 24890368 2378100 100005984    0    0     0    44 19213 8659  9  3 88  0  0
 9  0    512 24878796 2378100 100006000    0    0     0  1548 17672 8061  8  3 88  0  0
 8  0    512 24795388 2378100 100006000    0    0     0     4 17927 7740  8  4 89  0  0
 9  0    512 24750856 2378100 100006136    0    0     0     8 17274 7262  9  3 87  0  0
10  0    512 24745640 2378104 100006152    0    0     0   112 18919 8010 10  3 87  0  0
 8  0    512 24744536 2378104 100006160    0    0     0     8 19528 8516  9  4 88  0  0
 9  0    512 24746060 2378104 100006176    0    0     0  1428 18756 8167  8  3 89  0  0
 7  0    512 24748072 2378104 100006192    0    0     0     8 18880 8334  9  3 88  0  0
 8  0    512 24747880 2378108 100006208    0    0     0   112 18614 8584  8  3 89  0  0
 8  0    512 24757792 2378112 100006208    0    0     0    52 19423 7510  8  3 88  0  0
 9  0    512 24758772 2378112 100006224    0    0     0     8 18877 7790  9  4 88  0  0
10  0    512 24758712 2378112 100006240    0    0     0  1928 18357 9537  9  4 88  0  0
 5  0    512 24757884 2378112 100006248    0    0     0     4 18355 8243  8  3 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0    512 24750216 2378112 100006416    0    0     0     8 18342 8675  8  3 88  0  0
 8  0    512 24758388 2378116 100006424    0    0     0    36 19843 8486  8  3 88  0  0
 9  0    512 24759972 2378116 100006432    0    0     0   104 19152 8548  8  3 89  0  0
 9  0    512 24759764 2378116 100006440    0    0     0  1960 18913 8502  8  4 88  0  0
 6  0    512 24758580 2378116 100006416    0    0     0     4 18666 8951  8  3 89  0  0
 8  0    512 24759508 2378116 100006432    0    0     0     4 18751 8496  8  3 88  0  0
 8  0    512 24762824 2378120 100006432    0    0     0   136 18782 8790  8  3 89  0  0
 5  0    512 24763252 2378120 100006448    0    0     0     4 18860 8829  8  3 88  0  0
 9  0    512 24764536 2378120 100006464    0    0     0  1176 19321 8543  8  4 88  0  0
 9  0    512 24756756 2378120 100006464    0    0     0     8 18670 9150  9  3 88  0  0
 8  0    512 24763304 2378120 100006488    0    0     0    96 18387 8713  8  3 89  0  0
 7  0    512 24767200 2378120 100006512    0    0     0    28 18879 8747  8  3 88  0  0
 9  0    512 24764120 2378120 100006656    0    0     0    28 19509 8312  8  4 88  0  0
14  0    512 24766144 2378120 100006656    0    0     0   124 18328 8843  8  3 89  0  0
 5  0    512 24765428 2378120 100006768    0    0     0  1720 18302 8875  8  4 88  0  0
 8  0    512 24763520 2378120 100006776    0    0     0     4 19637 8663  8  3 89  0  0
 1  0    512 24760344 2378120 100006768    0    0     0    28 18546 7830  9  3 88  0  0
10  0    512 24762288 2378120 100006904    0    0     0     8 19069 8120 10  3 87  0  0
11  0    512 24753100 2378120 100006912    0    0     0   208 18232 8715  8  3 88  0  0
 9  0    512 24763264 2378120 100006912    0    0     0  1372 18770 8043  8  4 88  0  0
 8  0    512 24765088 2378120 100007056    0    0     0     4 18761 8276  8  3 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0    512 24761508 2378120 100007072    0    0     0     4 18975 8272  9  3 88  0  0
 8  0    512 24763524 2378120 100007072    0    0     0   116 18907 8231  9  3 88  0  0
 8  0    512 24761060 2378124 100007080    0    0     0    20 19075 8425  8  4 88  0  0
 8  0    512 24759404 2378124 100007088    0    0     0  1564 19076 7984  9  3 88  0  0
 6  0    512 24765288 2378124 100007104    0    0     0   116 18891 8237  9  4 87  0  0
 8  0    512 24765000 2378124 100007120    0    0     0     4 18751 8213  8  3 89  0  0
 9  0    512 24760900 2378124 100007120    0    0     0    28 18246 8100  8  3 89  0  0
 9  0    512 24762176 2378124 100007136    0    0     0    28 19197 8709  8  3 88  0  0
 6  0    512 24765140 2378124 100007136    0    0     0  1480 19148 8398  8  3 89  0  0
 7  0    512 24762844 2378124 100007144    0    0     0   116 19166 8616  9  4 88  0  0
 9  0    512 24766496 2378124 100007152    0    0     0     0 20514 7795  9  3 88  0  0
 9  0    512 24764660 2378124 100007280    0    0     0     8 19756 7717  8  3 88  0  0
 8  0    512 24764292 2378124 100007288    0    0     0    12 19521 8054  8  3 89  0  0
