procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   2304 652116 5624356 24479348    0    0  2076   112 2940    3  1  0 99  0  0  0
 1  0   2304 649580 5624360 24479352    0    0     0    28 17209 14466  2  2 96  0  0  0
 1  0   2304 649468 5624360 24479352    0    0     0     0 17257 15900  2  3 96  0  0  0
 2  0   2304 649468 5624360 24479352    0    0     0     0 12614 10945  1  2 97  0  0  0
 0  0   2304 650284 5624360 24479352    0    0     0     0 13474 12148  2  2 96  0  0  0
 0  0   2304 652668 5624360 24479352    0    0     0    60 17080 14573  2  2 96  0  0  0
 0  0   2304 654492 5624368 24479352    0    0     0   204 17144 14607  2  2 97  0  0  0
 0  0   2304 656000 5624376 24479352    0    0     0    24 13698 11738  1  2 97  0  0  0
 0  0   2304 657452 5624376 24479352    0    0     0     0 17635 14649  2  2 96  0  0  0
 0  0   2304 658792 5624376 24479352    0    0     0     0 18099 14864  1  2 97  0  0  0
 0  0   2304 655860 5624376 24479352    0    0     0     0 17815 14437  1  2 97  0  0  0
 2  0   2304 655604 5624376 24479352    0    0     0   104 17835 14583  1  2 97  0  0  0
 0  0   2304 655828 5624384 24479352    0    0     0    36 17817 15705  1  2 96  0  0  0
 2  0   2304 659572 5624384 24479352    0    0     0     0 17193 13783  1  2 97  0  0  0
 0  0   2304 659572 5624388 24479352    0    0     0    16 17390 14185  1  2 96  0  0  0
 0  0   2304 659316 5624388 24479352    0    0     0     0 17413 13965  1  2 97  0  0  0
 0  0   2304 659316 5624388 24479352    0    0     0     0 15988 12873  1  2 97  0  0  0
 0  0   2304 659316 5624388 24479352    0    0     0    64 11343 9138  1  1 98  0  0  0
 0  0   2304 658564 5624396 24479352    0    0     0    20 11228 10040  2  2 97  0  0  0
 1  0   2304 657920 5624404 24479352    0    0     0   244 17855 15612  2  2 96  0  0  0
 1  0   2304 658432 5624404 24479352    0    0     0     0 17291 14204  2  3 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 658204 5624404 24479352    0    0     0     0 15009 12455  1  2 96  0  0  0
 0  0   2304 657696 5624404 24479352    0    0     0     0 16274 14215  2  3 96  0  0  0
 0  0   2304 657952 5624404 24479352    0    0     0   124 17440 13942  1  3 96  0  0  0
 0  0   2304 657696 5624412 24479352    0    0     0   172 17834 14459  2  3 95  0  0  0
 0  0   2304 657952 5624420 24479352    0    0     0    32 17797 14064  1  3 96  0  0  0
 0  0   2304 657696 5624420 24479352    0    0     0     0 17672 14356  1  2 96  0  0  0
 1  0   2304 657952 5624420 24479356    0    0     0     0 17707 13974  2  2 96  0  0  0
 0  0   2304 657184 5624420 24479356    0    0     0     0 18029 15127  2  3 96  0  0  0
 0  0   2304 657952 5624420 24479356    0    0     0   108 17858 14873  2  3 95  0  0  0
 0  0   2304 657952 5624428 24479356    0    0     0    20 17326 14061  2  2 96  0  0  0
 0  0   2304 659016 5624428 24479356    0    0     0     0 12351 9848  1  2 97  0  0  0
 0  0   2304 657504 5624432 24479356    0    0     0    28 13537 11734  1  2 96  0  0  0
 1  0   2304 657760 5624432 24479356    0    0     0     0 17118 13202  2  3 96  0  0  0
 0  0   2304 657760 5624432 24479356    0    0     0    96 17072 13824  1  3 96  0  0  0
 0  0   2304 657248 5624432 24479356    0    0     0     0 12844 10851  1  2 96  0  0  0
 2  0   2304 657760 5624440 24479356    0    0     0    20 17034 14069  1  2 96  0  0  0
 2  0   2304 657760 5624440 24479356    0    0     0     0 17505 13918  1  3 96  0  0  0
 0  0   2304 657760 5624456 24479356    0    0     0   756 17734 14868  1  2 96  0  0  0
 0  0   2304 657760 5624456 24479356    0    0     0   112 17895 14876  2  3 95  0  0  0
 1  0   2304 656636 5624456 24479356    0    0     0     0 17925 15797  2  3 95  0  0  0
 0  0   2304 656848 5624456 24479356    0    0     0     0 17703 14861  1  3 96  0  0  0
