procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0  16384 15847740 2257048 106592544    0    0    20    33    2    2  2  1 98  0  0
11  0  16384 15853220 2257048 106592560    0    0     0     8 5169 3556  9  9 82  0  0
18  0  16384 15847140 2257048 106592704    0    0     0   116 5088 3295  8 10 82  0  0
14  0  16384 15838524 2257048 106592712    0    0     0     8 5231 3721  8 10 81  0  0
13  0  16384 15825056 2257048 106592720    0    0     0  1612 5123 3743  8 11 81  0  0
13  0  16384 15842536 2257048 106592736    0    0     0    48 4955 3463  8 10 82  0  0
17  0  16384 15834948 2257048 106592744    0    0     0   100 3690 3502  8 12 80  0  0
17  0  16384 15828608 2257048 106592752    0    0     0    40 4349 2267 14 11 75  0  0
16  0  16384 15836232 2257048 106592768    0    0     0    28 7269 4149 13  6 81  0  0
14  0  16384 15840884 2257048 106592768    0    0     0  1844 8224 4916 14  6 80  0  0
10  0  16384 15838476 2257048 106592792    0    0     0    32 10338 4466 14  2 84  0  0
14  0  16384 15836800 2257048 106592792    0    0     0    20 10662 4690 15  2 83  0  0
12  0  16384 15843896 2257048 106592800    0    0     0   100 10381 4427 14  2 84  0  0
12  0  16384 15839940 2257048 106592944    0    0     0   140 10643 4078 14  2 83  0  0
15  0  16384 15836748 2257048 106592960    0    0     0    32 9942 4351 14  4 82  0  0
13  0  16384 15823448 2257048 106592968    0    0     0  1800 9630 4168 13  4 82  0  0
13  0  16384 15812752 2257056 106592976    0    0     0   140 8406 4343 12  5 83  0  0
18  0  16384 15802560 2257056 106592992    0    0     0    12 7377 4046 11  7 83  0  0
13  0  16384 15810796 2257056 106593000    0    0     0    20 5010 3323  8 11 82  0  0
12  0  16384 15623596 2257056 106593008    0    0     0   108 8057 4116 12  5 83  0  0
14  0  16384 15266188 2257056 106593024    0    0     0  1720 10124 4469 13  4 82  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0  16384 15015540 2257056 106593024    0    0     0    64 8262 2771 19  3 78  0  0
13  0  16384 15011052 2257060 106593168    0    0     0     4 9664 4911 15  3 82  0  0
12  0  16384 15006288 2257060 106593176    0    0     0   100 10597 6002 16  2 82  0  0
12  0  16384 15009072 2257060 106593184    0    0     0     4 10952 4633 14  2 84  0  0
13  0  16384 15008808 2257060 106593200    0    0     0  1548 10597 4826 15  2 83  0  0
12  0  16384 15015152 2257060 106593216    0    0     0   100 10882 4477 15  3 82  0  0
12  0  16384 15019348 2257060 106593216    0    0     0    20 10688 4652 15  2 83  0  0
12  0  16384 15022632 2257060 106593224    0    0     0    16 11203 4588 15  2 83  0  0
15  0  16384 15028864 2257060 106593232    0    0     0     8 11033 4538 15  2 83  0  0
12  0  16384 15032760 2257060 106593248    0    0     0  1800 11077 4285 15  2 83  0  0
17  0  16384 15035952 2257060 106593264    0    0     0     4 10945 4661 14  3 83  0  0
17  0  16384 15039784 2257064 106593392    0    0     0    28 10502 4269 16  2 82  0  0
13  0  16384 14971960 2257064 106593400    0    0     0   100 9525 3698 19  2 79  0  0
15  0  16384 14967760 2257064 106593416    0    0     0     8 11684 5458 16  2 81  0  0
12  0  16384 14971504 2257064 106593424    0    0     0  1680 11320 5152 15  2 83  0  0
13  0  16384 14966784 2257064 106593440    0    0     0     8 10514 4429 15  2 83  0  0
12  0  16384 14978748 2257064 106593448    0    0     0    96 11759 4630 14  3 82  0  0
12  0  16384 14981040 2257064 106593456    0    0     0    20 10986 4301 14  2 84  0  0
16  0  16384 14981936 2257064 106593472    0    0     0    20 11331 4198 14  2 83  0  0
12  0  16384 14984300 2257064 106593472    0    0     0  1588 10956 4757 15  2 83  0  0
12  0  16384 14987544 2257064 106593488    0    0     0   104 11171 4359 14  2 84  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
