procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 779836 5485420 24574392    0    0  4659   188 4213    3  1  1 99  0  0  0
 1  0   2304 779808 5485420 24574400    0    0     0     0 15874 15844  1  3 97  0  0  0
 1  0   2304 779808 5485428 24574400    0    0     0   192 15763 15577  1  2 96  0  0  0
 0  0   2304 780024 5485428 24574400    0    0     0     4 16491 15903  1  2 97  0  0  0
 0  0   2304 782272 5485428 24574400    0    0     0     0 16702 16313  1  3 96  0  0  0
 1  0   2304 781796 5485428 24574400    0    0     0     0 14863 14624  1  3 96  0  0  0
 0  0   2304 781544 5485436 24574400    0    0     0   176 17273 18785  1  3 96  0  0  0
 1  0   2304 781544 5485436 24574400    0    0     0     0 16764 16766  1  2 97  0  0  0
 0  0   2304 786072 5485444 24574400    0    0     0    28 16365 16096  1  3 96  0  0  0
 0  0   2304 786072 5485444 24574400    0    0     0     4 16306 15579  1  2 97  0  0  0
 0  0   2304 786072 5485444 24574400    0    0     0     0 15885 15420  1  3 96  0  0  0
 0  0   2304 784560 5485444 24574400    0    0     0     8 16492 16078  1  3 97  0  0  0
 1  0   2304 784560 5485452 24574400    0    0     0    32 14471 14410  1  2 97  0  0  0
 1  0   2304 784560 5485460 24574400    0    0     0    16 16018 15457  1  3 96  0  0  0
 1  0   2304 780464 5485460 24574400    0    0     0     0 16828 16348  1  3 96  0  0  0
 0  0   2304 780464 5485460 24574400    0    0     0     4 16209 15540  1  2 97  0  0  0
 0  0   2304 780464 5485460 24574400    0    0     0     0 16383 16602  1  2 97  0  0  0
 0  0   2304 780240 5485460 24574400    0    0     0     0 16483 16160  1  2 97  0  0  0
 0  0   2304 780240 5485468 24574400    0    0     0   124 16334 15782  1  2 97  0  0  0
 1  0   2304 780240 5485468 24574400    0    0     0     0 16500 15779  1  2 97  0  0  0
 0  0   2304 780240 5485476 24574400    0    0     0    28 15027 15066  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 780240 5485476 24574400    0    0     0     4 16294 15540  1  2 97  0  0  0
 0  0   2304 780240 5485476 24574400    0    0     0     0 17183 16830  1  3 96  0  0  0
 0  0   2304 780240 5485476 24574400    0    0     0   236 17153 16237  1  2 97  0  0  0
 2  0   2304 780240 5485484 24574400    0    0     0   112 16925 16615  1  3 96  0  0  0
 0  0   2304 780240 5485484 24574400    0    0     0     0 16733 16199  1  2 97  0  0  0
 0  0   2304 780240 5485492 24574400    0    0     0    32 16827 17074  1  3 96  0  0  0
 1  0   2304 780240 5485492 24574400    0    0     0     4 16521 16344  1  3 96  0  0  0
 0  0   2304 780240 5485492 24574400    0    0     0     0 14169 13929  1  2 97  0  0  0
 1  0   2304 779992 5485492 24574400    0    0     0    76 15474 14609  1  2 97  0  0  0
 0  0   2304 779992 5485500 24574400    0    0     0    12 16960 16619  1  2 97  0  0  0
 2  0   2304 779992 5485500 24574400    0    0     0     0 16699 16406  1  3 96  0  0  0
 2  0   2304 779480 5485508 24574400    0    0     0    16 17114 16898  1  3 96  0  0  0
 0  0   2304 779992 5485508 24574400    0    0     0     4 16895 16493  1  3 96  0  0  0
 1  0   2304 779992 5485508 24574400    0    0     0     0 14514 14719  1  2 97  0  0  0
 0  0   2304 775896 5485508 24574400    0    0     0   148 16949 16362  1  3 96  0  0  0
 1  0   2304 775896 5485516 24574400    0    0     0    12 15841 16943  1  3 96  0  0  0
 1  0   2304 775896 5485516 24574404    0    0     0     0 16296 15962  1  3 96  0  0  0
 0  0   2304 775896 5485524 24574404    0    0     0   232 14411 14009  1  2 97  0  0  0
 0  0   2304 775896 5485524 24574404    0    0     0     4 12870 12456  1  2 97  0  0  0
 0  0   2304 775384 5485524 24574408    0    0     0     0 16096 15463  1  3 97  0  0  0
 0  0   2304 775896 5485524 24574408    0    0     0     0 16498 16073  1  3 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st gu
 1  0   2304 775896 5485532 24574408    0    0     0    28 16193 16162  1  3 96  0  0  0
